Cod. T.Cultivo,Dosis Madurante,TCHM,TAHM,Sac.Caña Precosecha,%Sac.Caña,%Sac.Muestreadora,%ATR,%AR Jugo,Lluvias (2 Meses Ant.)
1.0,1.3,12.145567,1.284454,0.0,12.0283,13.3649,13.4756,0.6307,213.0
1.0,0.0,12.043753,1.22183,15.7514,11.6566,13.0189,13.1409,0.663,179.0
1.0,0.0,10.356705,1.029748,16.2158,11.466,13.213,12.893,0.42,0.0
1.0,1.0,7.996012,0.986672,7.802876075066487,13.8289,15.358,15.1649,0.437,52.0
1.0,0.8,8.4059,0.937371,17.7583,12.6812,13.9493,14.0346,0.4908,0.0
1.0,0.0,11.344613,1.207374,16.8635,12.13,14.09,13.566,0.605,0.0
1.0,1.3,10.149224,1.073918,16.7451,12.1099,14.0021,13.5769,0.5113,177.0
1.0,1.6,6.09478,0.639813,7.802876075066487,11.998,13.533,13.305,0.49,0.0
1.0,1.6,8.014374,0.824928,7.802876075066487,11.7808,12.6478,13.176,0.5165,0.0
1.0,0.0,9.566362,0.965762,17.059,11.5866,13.2137,13.2418,0.5852,278.0
1.0,0.0,11.268294,1.123762,15.971,11.4094,13.3731,13.0999,0.6584,0.0
1.0,0.0,11.767496,1.15066,17.163,11.294,12.906,12.808,0.69,190.0
1.0,0.0,11.5031,1.123996,0.0,11.2776,13.007,12.7348,0.64,140.0
1.0,0.8,7.690218,0.931681,0.0,13.6178,14.7936,14.9611,0.4911,173.0
1.0,1.3,11.617445,1.323322,16.6523,12.92,13.54,14.317,0.51,122.0
1.0,0.8,6.893486,0.78057,0.0,12.91,13.575,14.305,0.495,0.0
1.0,0.0,10.47658,1.043918,16.5848,11.453,12.5634,12.9104,0.6242,263.0
1.0,1.0,5.915135,0.592432,7.802876075066487,11.436,12.428,13.139,0.84,0.0
1.0,1.0,5.298292,0.51316,7.802876075066487,11.095,12.6209,12.5503,0.6722,0.0
1.0,0.0,12.927858,1.225041,16.6316,10.898,12.021,12.4082,0.7,190.0
1.0,1.0,10.873896,0.99485,7.802876075066487,10.4724,11.9153,11.7026,0.4985,0.0
1.0,0.0,7.803824,0.934128,16.7133,13.552,14.864,15.01,0.62,0.0
1.0,1.2,10.797593,1.132067,17.3264,13.5119,15.278,14.756,0.42,164.0
1.0,1.5,7.083838,0.834493,15.2019,13.3876,14.3112,14.786,0.5346,211.0
1.0,1.4,9.844937,1.15028,0.0,13.2057,14.5507,14.5073,0.4436,0.0
1.0,1.3,10.329608,1.208952,0.0,13.199,14.355,14.5259,0.52,126.0
1.0,1.5,9.479022,1.061793,0.0,12.7715,13.8766,14.1671,0.5192,176.0
1.0,1.3,14.060732,1.543143,0.0,12.5011,14.1858,13.9522,0.5611,78.0
1.0,1.3,10.478192,1.147094,16.821,12.4337,13.5023,13.8385,0.5582,122.0
1.0,1.2,12.021204,1.283314,16.3563,12.2869,13.5473,13.882,0.7044,129.0
1.0,1.3,12.68759,1.367229,7.802876075066487,12.2795,13.813,13.6726,0.5072,126.0
1.0,0.0,15.013021,1.555831,0.0,11.8549,13.086,13.255,0.637,88.0
1.0,1.5,11.548513,1.192988,0.0,11.8408,13.3408,13.1959,0.4521,176.0
1.0,0.5363352626296419,6.704137,0.681654,7.802876075066487,11.839,12.68,13.472,0.83,0.0
1.0,0.0,6.803304,0.692918,0.0,11.785,12.786,13.305,0.735,0.0
1.0,0.8,6.923631,0.607082,0.0,11.3803,12.1277,12.8614,0.7255,0.0
1.0,0.0,8.261689,0.76817,0.0,11.1852,11.724,12.6887,0.75,0.0
1.0,1.5,10.050737,1.171323,0.0,13.1481,14.336,14.4539,0.493,217.0
1.0,0.8,6.318305,0.731944,16.7932,13.137,14.2618,14.4792,0.4934,0.0
1.0,1.2,8.982855,1.049416,17.0434,13.128,14.008,14.418,0.49,164.0
1.0,1.6,8.409898,0.958722,7.802876075066487,12.9215,14.2085,14.166,0.3919,0.0
1.0,1.2,8.75054,0.981063,16.7205,12.789,14.066,14.342,0.72,164.0
1.0,1.3,11.758769,1.310367,0.0,12.6559,14.231,14.1137,0.65,126.0
1.0,1.3,10.738556,1.191699,0.0,12.5419,13.867,13.771,0.4497,126.0
1.0,1.4,7.882484,0.861741,0.0,12.469,13.5589,13.8804,0.5872,0.0
1.0,0.0,12.269454,1.312369,16.336,12.2089,13.6326,13.5571,0.5595,140.0
1.0,1.4,6.763615,0.70948,16.6154,11.96,13.252,13.3784,0.65,168.0
1.0,1.4,8.856222,0.923151,17.0929,11.9303,13.6185,13.4469,0.7405,168.0
1.0,1.4,9.607696,0.984955,16.6363,11.765,13.2,13.094,0.55,168.0
1.0,1.4,5.880415,0.596648,7.802876075066487,11.5869,13.3617,13.0018,0.4583,0.0
1.0,0.0,8.997346,0.900489,0.0,11.542,12.154,12.994,0.67,0.0
1.0,1.4,7.764452,0.779417,16.8928,11.526,12.866,12.991,0.695,168.0
1.0,1.4,8.158114,0.815724,16.2972,11.474,12.635,12.96,0.72,168.0
1.0,1.4,10.442775,1.033746,17.2233,11.4592,12.458,12.8792,0.65,168.0
1.0,1.4,7.141948,0.704288,16.4447,11.347,12.771,12.832,0.72,168.0
1.0,1.4,7.010751,0.639203,16.5794,10.634,11.576,12.105,0.72,168.0
1.0,1.7,12.895413,1.523282,16.7197,13.4728,14.897,15.0798,0.76,197.0
1.0,1.2,8.403781,0.979239,16.56,13.3148,14.603,14.6277,0.477,0.0
1.0,1.7,12.596462,1.414363,17.1094,12.7159,14.1721,14.0462,0.5366,197.0
1.0,1.5,6.035594,0.673581,18.0593,12.6587,13.7672,13.8191,0.382,201.0
1.0,1.2,7.301307,0.801437,17.1217,12.601,13.94,14.168,0.76,0.0
1.0,0.0,8.161583,0.89206,17.8472,12.5,13.0494,13.9,0.7,0.0
1.0,0.0,7.785699,0.848949,0.0,12.4682,13.463,13.8677,0.5979,239.0
1.0,1.2,9.937461,1.070232,17.2634,12.454,13.411,13.821,0.555,0.0
1.0,1.4,10.422754,1.101932,0.0,12.1463,13.215,13.636,0.695,187.0
1.0,1.4,8.847791,0.928766,16.3097,12.128,13.492,13.805,0.88,168.0
1.0,1.4,9.211448,0.937124,0.0,11.718,13.205,13.064,0.59,168.0
1.0,0.0,7.558758,0.750836,7.802876075066487,11.4153,12.4257,12.8126,0.6551,0.0
1.0,0.0,11.293115,1.080084,15.2223,11.052,12.119,12.4307,0.627,0.0
1.0,1.0,8.660568,1.053793,7.802876075066487,13.898,15.556,15.258,0.42,0.0
1.0,1.0,5.598957,0.672812,7.802876075066487,13.6559,15.507,15.0838,0.51,0.0
1.0,0.8,3.780564,0.442379,16.2727,13.5085,15.399,14.8138,0.395,177.0
1.0,1.4,8.019789,0.936654,0.0,13.341,14.933,14.761,0.5,187.0
1.0,1.4,9.953116,1.103799,0.0,12.728,14.506,13.993,0.39,187.0
1.0,1.4,9.637929,1.055693,0.0,12.5502,14.564,14.0622,0.63,187.0
1.0,1.3,10.307734,1.116232,0.0,12.4752,13.94,13.9513,0.575,199.0
1.0,1.4,8.233044,0.87863,0.0,12.2806,13.5404,13.7299,0.5961,187.0
1.0,0.0,7.44624,0.775657,0.0,12.0048,13.1166,13.3412,0.5342,0.0
1.0,0.0,14.715391,1.0878205,0.0,12.32020206531247,13.0494,13.7531,0.7,139.0
1.0,0.0,11.230841,1.320145,0.0,13.4172,15.203,14.9795,0.643,0.0
1.0,1.5,7.661843,0.893882,17.8701,13.2881,14.5889,14.5956,0.4561,171.0
1.0,0.0,6.957328,0.765968,7.802876075066487,12.54,14.506,13.759,0.39,0.0
1.0,1.3,14.943668,1.59224,7.802876075066487,12.264,13.8419,13.6582,0.5216,94.0
1.0,1.3,9.110061,0.97036,16.3943,12.2282,13.824,13.6535,0.585,171.0
1.0,1.4,10.033288,1.047118,0.0,11.969,13.754,13.394,0.59,141.0
1.0,0.0,8.09076,0.78732,0.0,11.296,12.546,12.922,0.78,94.0
1.0,0.0,3.554049,0.338308,7.802876075066487,11.0124,12.1559,12.4758,0.6436,0.0
1.0,1.3,10.138084,0.926859,0.0,10.6972,12.0535,12.2083,0.6734,137.0
1.0,0.0,10.945337,1.297975,0.0,13.441,14.601,14.685,0.42,0.0
1.0,1.0,8.6875,1.021814,17.8759,13.428,14.312,14.872,0.6,0.0
1.0,1.0,10.929814,1.252627,16.495,13.0749,14.5987,14.504,0.5679,0.0
1.0,1.4,12.480318,1.371707,17.5397,12.5687,13.706,14.0281,0.665,128.0
1.0,0.0,7.070732,0.737938,7.802876075066487,11.991,12.925,13.469,0.71,0.0
1.0,1.4,10.423036,1.073825,15.9453,11.8103,13.0417,13.2837,0.6956,128.0
1.0,1.7,13.573671,1.586973,17.7512,13.276,14.7427,14.6977,0.5696,141.0
1.0,1.0,7.285318,0.848837,16.9581,13.1794,14.15,14.538,0.555,0.0
1.0,1.5,10.436084,1.200424,0.0,13.0823,14.3886,14.439,0.5282,55.0
1.0,1.2,11.651757,1.347284,16.3251,12.977,14.062,14.24,0.49,55.0
1.0,1.1,10.228467,1.148498,17.1747,12.7624,14.0563,14.1727,0.606,115.0
1.0,1.0,7.787019,0.795813,16.0165,11.7998,12.5333,13.0989,0.524,97.0
1.0,1.4,11.976808,1.198067,17.657,11.6591,12.31,13.0791,0.63,128.0
1.0,1.4,11.266245,1.148126,16.5936,11.6534,12.6991,13.0207,0.6251,128.0
1.0,0.0,10.490489,1.33319,17.1515,14.2088,15.4405,15.5127,0.4704,0.0
1.0,1.0,7.374307,0.871172,18.1865,13.381,14.5079,14.7432,0.5444,0.0
1.0,0.0,6.00634,0.706475,16.7719,13.3541,14.5345,14.7731,0.5957,0.0
1.0,0.0,8.365117,0.975061,16.7815,13.2111,14.2739,14.5757,0.5606,0.0
1.0,1.0,11.865871,1.346383,17.0874,12.8998,13.9006,14.3046,0.6099,0.0
1.0,1.0,15.291873,1.738365,16.09,12.8762,13.9019,14.2781,0.614,0.0
1.0,1.2,12.377194,1.391095,18.0818,12.823,14.102,14.145,0.525,55.0
1.0,0.0,7.390225,0.825694,7.802876075066487,12.6815,13.3999,14.0288,0.5467,0.0
1.0,1.7,12.189635,1.337884,16.6072,12.5705,14.0463,13.9705,0.5269,136.0
1.0,1.4,9.152445,0.977418,0.0,12.203,13.5324,13.5411,0.5349,0.0
1.0,1.4,11.432561,1.221695,0.0,12.1993,13.0767,13.7591,0.7908,106.0
1.0,1.4,5.817292,0.613369,7.802876075066487,12.075,13.8971,13.4783,0.4279,0.0
1.0,1.4,11.557244,1.210832,0.0,12.0271,12.9356,13.59,0.8022,106.0
1.0,1.5,7.072824,0.893542,18.0034,14.187,15.616,15.465,0.485,0.0
1.0,1.3,8.961145,1.059536,16.5205,13.4175,15.177,14.6707,0.385,158.0
1.0,0.0,14.099637,1.585289,7.802876075066487,12.8247,13.1602,14.1992,0.571,0.0
1.0,1.4,10.739607,1.174266,0.0,12.4512,13.3279,13.823,0.6397,106.0
1.0,1.0,12.480463,1.35581,16.7924,12.403,13.3202,13.9298,0.7534,0.0
1.0,1.4,10.438537,1.096325,0.0,12.079,12.668,13.381,0.575,106.0
1.0,0.0,9.243712,0.943647,0.0,11.7829,12.7718,13.2026,0.695,0.0
1.0,0.0,11.79574,1.184679,16.9692,11.6559,12.6099,13.1409,0.7719,33.0
1.0,1.0,9.745938,0.938179,0.0,11.3056,12.328,12.9064,0.9,117.0
1.0,1.5,9.464662,1.13929,0.0,13.709,15.16,15.023,0.425,0.0
1.0,0.8,10.106726,1.175213,0.0,13.2799,14.2668,14.6208,0.5186,0.0
1.0,1.0,8.694976,1.017609,18.4294,13.2446,14.2491,14.5543,0.5002,0.0
1.0,1.4,10.651181,1.205754,16.4961,13.002,14.5925,14.4766,0.5906,110.0
1.0,1.5,9.57679,1.075707,17.8573,12.857,13.9831,14.2263,0.5466,0.0
1.0,1.4,11.428891,1.26144,15.7174,12.683,14.047,14.054,0.51,110.0
1.0,0.8,10.581937,1.156945,0.0,12.5899,13.9361,14.1578,0.7381,0.0
1.0,1.4,9.835695,1.033284,16.3294,12.104,13.409,13.577,0.63,110.0
1.0,0.0,14.182216,1.478319,16.8258,12.0052,13.0736,13.4461,0.6774,33.0
1.0,1.0,7.298999,0.845756,17.8194,13.251,13.975,14.7418,0.6137,11.0
1.0,0.8,9.893986,1.096818,16.6302,12.689,13.923,14.156,0.617,12.0
1.0,1.4,11.995345,1.297317,18.3905,12.4515,13.9282,14.0056,0.6939,110.0
1.0,1.0,12.211213,1.320576,17.1408,12.4172,13.5136,13.8993,0.6907,0.0
1.0,0.8,7.72952,0.893444,17.7931,13.2859,14.474,14.6536,0.505,211.0
1.0,0.8,9.427015,1.083787,0.0,13.173,14.6111,14.6088,0.5567,0.0
1.0,0.8,13.030999,1.482855,0.0,13.0503,14.4259,14.5088,0.5889,0.0
1.0,1.0,9.322508,1.063614,17.4291,12.9929,14.0597,14.4433,0.6651,0.0
1.0,1.4,10.490069,1.169923,16.7513,12.8319,14.4828,14.326,0.6376,110.0
1.0,0.0,10.484874,1.16117,0.0,12.7225,13.9991,14.1791,0.6275,0.0
1.0,0.0,13.538226,1.437729,17.205,12.291,13.759,13.876,0.75,25.0
1.0,0.0,13.178755,1.403787,7.802876075066487,12.2806,13.8517,13.7521,0.6396,0.0
1.0,1.5,10.802109,1.147564,18.0471,12.1965,13.537,13.596,0.5762,176.0
1.0,1.4,11.273323,1.188397,17.3856,12.196,13.597,13.679,0.66,110.0
1.0,0.0,13.932981,1.440783,15.8062,11.9522,13.3815,13.4537,0.6685,25.0
1.0,1.5,13.279691,1.371689,15.8248,11.7437,12.9392,13.2182,0.6579,224.0
1.0,0.0,8.518927,0.833675,15.4493,11.3236,12.4216,12.8227,0.6997,0.0
1.0,0.0,9.788123,1.005411,17.6611,11.8435,13.4247,13.2039,0.6821,295.0
1.0,0.0,9.61469,0.974807,16.7983,11.7589,13.0961,13.2488,0.7631,0.0
1.0,0.0,11.735901,1.152146,0.0,11.4282,12.9209,12.9057,0.8086,0.0
1.0,0.0,11.958915,1.171243,17.0555,11.3679,12.649,12.9114,0.8491,170.0
1.0,1.4,11.106539,1.07423,16.1787,11.2419,12.7951,12.5788,0.6328,110.0
1.0,1.1,11.792356,1.390889,16.0254,13.4774,14.7436,14.9357,0.6935,32.0
1.0,0.6,9.923305,1.160293,0.0,13.2618,14.6758,14.5561,0.5555,106.0
1.0,0.0,12.219366,1.294395,16.1416,12.2046,13.5713,13.7348,0.8534,0.0
1.0,0.6,14.412543,1.43222,15.002,11.7427,12.621,13.1318,0.6,80.0
1.0,1.1,11.393266,1.392326,15.483,14.0124,14.98,15.4769,0.6192,25.0
1.0,0.6,9.766012,1.186053,0.0,13.9633,15.012,15.3414,0.53,83.0
1.0,0.6,9.857576,1.166969,0.0,13.5508,14.6439,14.9748,0.6244,90.0
1.0,0.6,7.389383,0.843262,16.6948,13.145,13.698,14.626,0.67,80.0
1.0,0.6,12.062731,1.334121,16.6942,12.931,14.248,14.44,0.69,80.0
1.0,1.0,6.399158,0.72382,0.0,12.9101,13.916,14.3411,0.642,0.0
1.0,0.6,9.250704,1.039044,17.3949,12.8304,14.208,14.196,0.6491,55.0
1.0,0.0,9.42073,1.014754,16.4865,12.628,13.287,14.144,0.687,0.0
1.0,1.2,8.69065,0.94725,16.9638,12.615,13.54,14.1014,0.71,175.0
1.0,0.0,8.831033,0.968985,16.9895,12.5866,13.9147,13.9155,0.5946,95.0
1.0,1.5,8.776197,0.94143,17.4478,12.3688,14.038,13.7517,0.565,138.0
1.0,0.6,11.878795,1.252772,17.1905,12.3362,13.578,13.7503,0.648,80.0
1.0,1.2,7.270718,0.771682,16.8269,12.3225,13.0643,13.7548,0.6663,175.0
1.0,0.0,8.215031,0.885711,17.2306,12.2904,13.379,13.5522,0.4346,106.0
1.0,0.6,10.799466,1.155051,0.0,12.2749,13.5368,13.6772,0.6829,83.0
1.0,1.3,12.853194,1.323446,16.4019,11.8928,13.4155,13.3536,0.7582,31.0
1.0,0.0,8.148533,0.818343,16.6042,11.781,12.841,13.328,0.775,257.0
1.0,0.0,10.267586,0.957324,16.4067,10.8968,12.0124,12.2473,0.6956,0.0
1.0,0.6,8.364922,0.970603,16.4476,13.3383,14.8605,14.7798,0.6551,80.0
1.0,0.6,7.642433,0.858504,16.9689,13.0785,13.966,14.6446,0.735,80.0
1.0,1.5,11.013063,1.198675,15.5788,12.5799,14.0375,13.9384,0.6204,175.0
1.0,0.6,11.756297,1.248536,17.1075,12.4219,13.691,13.9232,0.739,80.0
1.0,1.1,5.573677,0.602848,15.6126,12.3596,12.9687,13.7145,0.5639,63.0
1.0,0.0,9.924637,1.046166,15.6069,12.2906,13.288,13.7663,0.685,83.0
1.0,0.0,8.780299,0.919513,16.5027,12.1692,13.2538,13.6136,0.6952,257.0
1.0,1.2,11.140876,1.107808,16.2294,11.7192,13.009,13.302,0.85,73.0
1.0,0.0,9.297878,0.929101,0.0,11.6949,12.036,13.1881,0.79,151.0
1.0,1.5,9.149088,0.903332,0.0,11.5841,13.1548,13.0382,0.7901,145.0
1.0,0.0,9.635599,0.85281,0.0,10.6355,11.4687,12.6245,1.3019,151.0
1.0,0.0,9.135731,1.11545,0.0,13.67,13.0494,15.29,0.7,145.0
1.0,0.0,10.967513,1.160358,16.2354,12.16,13.0494,14.43,0.7,0.0
1.0,0.0,7.788895,0.82009,16.9638,11.96,13.0494,13.59,0.7,171.0
1.0,1.5,11.199672,1.108837,15.5788,11.64,13.0494,13.98,0.7,171.0
1.0,0.0,15.116537,1.0878205,0.0,12.32020206531247,13.0494,13.7531,0.7,57.0
1.0,0.0,15.335175,1.0878205,0.0,12.32020206531247,13.0494,13.7531,0.7,22.0
1.0,1.5,10.184591,1.17734,0.0,13.07,13.0494,14.79,0.7,135.0
1.0,1.5,12.022586,1.429486,0.0,13.33,13.0494,14.98,0.7,135.0
1.0,0.0,11.672706,1.393721,17.1538,13.33,13.0494,14.87,0.7,16.0
1.0,1.5,11.053434,1.27004,0.0,12.98,13.0494,14.56,0.7,135.0
1.0,0.0,12.554574,1.458846,17.8686,12.87,13.0494,14.42,0.7,16.0
1.0,1.5,13.474053,1.541444,0.0,12.79,13.0494,14.45,0.7,20.0
1.0,0.8,9.084979,1.155609,16.9283,14.23,13.0494,15.72,0.7,0.0
1.0,0.0,9.11413,1.075466,16.5947,13.24,13.0494,14.96,0.7,23.0
1.0,1.5,11.569846,1.410365,18.0674,13.62,13.0494,15.21,0.7,35.0
1.0,0.0,11.478167,1.387709,17.8348,13.47,13.0494,14.94,0.7,15.0
1.0,0.0,11.655288,1.379987,17.8363,13.14,13.0494,14.73,0.7,13.0
1.0,0.8,11.592671,1.381589,0.0,13.676,14.533,15.029,0.55,16.0
1.0,0.0,10.793645,1.188434,16.2354,12.7941,14.1025,14.3058,0.7626,0.0
1.0,0.0,13.02599,1.22262,16.3432,11.0565,12.1938,12.5994,0.9043,187.0
1.0,0.6,9.357322,1.077474,0.0,13.2672,14.5484,14.9356,0.7728,72.0
1.0,0.6,11.59636,1.296874,0.0,12.8773,13.9764,14.4345,0.7315,24.0
1.0,0.6,11.851127,1.230641,0.0,12.0297,13.515,13.5246,0.595,73.0
1.0,0.0,13.771745,1.316829,15.7566,11.1875,12.436,12.8147,0.73,0.0
1.0,0.0,14.621673,1.401457,15.0681,11.1553,12.7868,12.7125,0.6972,0.0
1.0,1.5,8.487755,1.080774,17.6617,14.418,16.21,15.709,0.395,0.0
1.0,0.0,9.145696,1.130434,0.0,14.118,15.007,15.654,0.6,0.0
1.0,0.0,8.952544,1.128026,17.0449,14.09,13.0494,15.61,0.7,12.0
1.0,1.3,11.940512,1.396013,16.8412,13.381,15.675,14.871,0.593,41.0
1.0,0.8,11.001859,1.254166,0.0,13.1306,14.5737,14.636,0.619,50.0
1.0,1.5,15.705518,1.791419,17.375,13.1183,14.917,14.6904,0.663,54.0
1.0,0.8,13.225365,1.499596,0.0,13.0317,14.624,14.4864,0.5538,26.0
1.0,1.0,7.748828,0.877496,0.0,12.959,15.017,14.237,0.43,48.0
1.0,1.0,7.164075,0.803811,0.0,12.9001,14.438,14.3097,0.5346,35.0
1.0,0.6,14.099542,1.567923,0.0,12.8312,14.571,14.4393,0.6846,24.0
1.0,0.0,11.049195,1.246344,17.3224,12.81,13.0494,14.58,0.7,8.0
1.0,0.0,6.973639,0.495425,15.505,12.4462,13.6599,14.0148,0.6765,27.0
1.0,0.0,8.859866,0.953259,17.4301,12.4317,13.948,14.0312,0.7082,169.0
1.0,1.3,9.618541,1.011219,15.0867,12.0705,12.867,13.7317,0.67,41.0
1.0,0.0,9.495494,0.954311,16.895,11.48,13.0494,13.07,0.7,8.0
1.0,1.5,13.980042,1.315868,17.006,11.001,12.592,12.248,0.46,61.0
1.0,1.5,11.881843,1.479559,18.0412,14.1525,14.8917,15.9739,0.6995,54.0
1.0,1.3,8.63881,1.024676,15.634,13.468,14.109,15.132,0.61,48.0
1.0,0.8,13.02639,1.51794,17.7653,13.223,14.158,14.87,0.61,0.0
1.0,0.8,11.382354,1.28793,15.1135,12.9789,14.5368,14.463,0.5842,0.0
1.0,0.0,9.442025,1.064054,15.2992,12.9,13.844,14.58,0.63,0.0
1.0,0.0,9.069529,1.023926,17.3152,12.64,13.0494,14.25,0.7,5.0
1.0,1.5,9.9995,1.094179,17.5918,12.5814,14.028,13.9516,0.51,89.0
1.0,0.0,11.603723,1.266312,16.8227,12.462,13.128,14.229,0.72,0.0
1.0,1.5,11.7914,1.246355,15.7731,12.144,13.1726,13.6975,0.59,51.0
1.0,0.0,5.175609,0.669539,16.0876,14.63,15.694,16.0,0.42,0.0
1.0,1.5,7.058269,0.880738,18.3076,14.261,14.9926,16.0235,0.6624,24.0
1.0,1.5,7.630343,0.917148,17.75,13.5822,14.9038,14.9737,0.48,104.0
1.0,1.3,9.53646,1.132873,18.0397,13.517,14.548,15.014,0.573,111.0
1.0,0.6,9.998333,1.184875,0.0,13.4474,14.3025,15.0788,0.6196,38.0
1.0,0.0,10.187832,1.194561,16.2737,13.422,14.857,15.237,0.84,134.0
1.0,0.8,8.967407,1.031171,0.0,13.1979,14.682,14.667,0.577,51.0
1.0,0.8,12.148843,1.370222,17.6983,12.921,13.889,14.527,0.683,36.0
1.0,0.0,8.573729,0.950413,16.8096,12.5916,13.1363,14.1193,0.6055,0.0
1.0,1.5,12.816914,1.392459,18.5592,12.525,13.388,14.086,0.65,72.0
1.0,2.0,14.234085,1.501619,16.2845,12.1282,12.8358,13.8145,0.77,72.0
1.0,1.5,11.244305,1.174201,15.7478,12.0266,12.7558,13.6311,0.608,51.0
1.0,0.0,11.462334,1.202397,17.2692,11.89,13.0494,13.5,0.7,0.0
1.0,0.0,10.687313,1.033467,17.5533,11.02,13.0494,12.65,0.7,0.0
1.0,1.3,10.488653,1.239444,0.0,13.4253,14.1751,15.0173,0.6098,61.0
1.0,1.5,9.289018,1.07831,16.9575,13.2684,14.1753,14.9435,0.7022,134.0
1.0,0.8,13.001614,1.399505,18.2422,12.3736,12.8671,13.968,0.6273,0.0
1.0,0.8,11.129479,1.521749,18.3758,15.3383,16.35,16.8184,0.44,63.0
1.0,0.6,10.721676,1.310612,0.0,13.8311,14.7109,15.3217,0.5333,45.0
1.0,0.8,6.698467,0.789239,0.0,13.5495,15.081,15.5985,0.78,0.0
1.0,1.5,9.154901,1.099789,16.6776,13.539,15.342,15.0899,0.483,61.0
1.0,1.5,12.583609,1.453934,17.3403,13.0949,14.4166,14.693,0.5931,111.0
1.0,1.3,11.664989,1.313689,0.0,12.9466,14.1018,14.7005,0.736,61.0
1.0,0.0,6.555601,0.74487,16.4838,12.9459,13.9606,14.6415,0.6658,0.0
1.0,1.5,13.073711,1.481581,17.2225,12.9345,14.546,14.631,0.585,37.0
1.0,0.8,7.903256,0.869833,0.0,12.65,13.572,14.2888,0.555,0.0
1.0,1.5,12.402235,1.317803,17.5499,12.1906,13.3648,13.8519,0.6814,73.0
1.0,1.5,12.988049,1.33534,17.336,11.777,13.577,13.475,0.625,73.0
1.0,0.0,5.459531,0.5444,16.3133,11.427,13.095,13.111,0.63,0.0
1.0,0.0,10.951178,1.022834,16.8949,10.81,13.0494,12.59,0.7,43.0
1.0,0.0,6.900129,0.871284,0.0,14.309,15.706,16.19,0.7,0.0
1.0,1.5,12.443062,1.502179,17.7227,13.6595,14.758,15.4936,0.7,37.0
1.0,1.0,8.359156,1.00807,17.2436,13.652,15.103,15.222,0.51,59.0
1.0,0.0,5.850124,0.653611,17.2699,12.853,13.329,14.896,0.85,0.0
1.0,0.0,9.839094,1.081316,16.4658,12.501,13.81,14.25,0.68,0.0
1.0,1.5,12.856482,1.399343,17.6714,12.437,14.1199,14.2188,0.6736,59.0
1.0,1.2,9.73739,1.005235,15.9148,12.0825,13.327,14.1593,0.885,20.0
1.0,1.3,6.891286,0.673732,0.0,11.395,12.101,13.416,0.88,105.0
1.0,0.6,7.506881,0.996028,17.7519,14.7878,16.2462,16.2382,0.4235,47.0
1.0,1.5,13.157731,1.581695,16.3989,13.6035,14.775,15.1617,0.5779,75.0
1.0,1.5,12.750243,1.502933,18.1524,13.3431,14.7854,15.0923,0.6641,51.0
1.0,1.0,11.520691,1.344231,17.2436,13.2489,14.9082,15.11,0.7474,71.0
1.0,1.0,12.044254,1.391248,17.6323,13.1378,14.6667,14.9473,0.7085,0.0
1.0,1.5,13.015831,1.501756,17.8353,13.112,14.4106,14.721,0.5549,88.0
1.0,1.0,12.933476,1.49268,18.6546,13.0727,14.623,14.8935,0.75,0.0
1.0,0.0,9.538429,1.087375,17.759,12.94,13.0494,14.74,0.7,53.0
1.0,0.0,10.162348,1.162572,17.1637,12.87,13.0494,14.42,0.7,53.0
1.0,1.5,13.484112,1.513927,17.6532,12.7821,14.546,14.5615,0.72,51.0
1.0,0.6,11.395995,1.273882,17.7528,12.761,14.427,14.506,0.685,47.0
1.0,0.0,12.275865,1.319165,16.5505,12.2957,13.7191,14.0371,0.6861,0.0
1.0,0.0,8.730887,0.903672,17.9149,12.0156,13.6105,13.6401,0.7339,151.0
1.0,1.5,15.292912,1.592644,16.3169,11.9623,13.1037,13.61,0.7483,100.0
1.0,0.0,11.273176,1.157764,17.559,11.8,13.0494,13.62,0.7,53.0
1.0,0.0,12.040683,1.21011,16.2251,11.48,13.0494,13.19,0.7,53.0
1.0,0.6,5.07668,0.669701,18.0201,14.653,15.355,16.331,0.65,25.0
1.0,1.5,10.14547,1.267838,17.9492,14.0113,15.519,15.6978,0.6164,61.0
1.0,1.5,11.129593,1.313484,17.1613,13.243,14.879,14.763,0.565,51.0
1.0,1.5,11.894802,1.383974,18.2659,13.1014,14.523,14.7117,0.61,63.0
1.0,1.5,13.55085,1.549089,17.7658,12.933,14.5855,14.451,0.5348,100.0
1.0,0.6,11.037628,1.241235,17.2678,12.7572,14.3768,14.4,0.6585,25.0
1.0,1.3,11.930708,1.340553,16.9655,12.698,13.946,14.347,0.68,51.0
1.0,0.8,14.019053,1.48905,15.9297,12.1704,13.4258,13.6839,0.5307,0.0
1.0,1.2,11.526285,1.192093,16.5349,11.804,13.1375,13.4501,0.6867,25.0
1.0,1.2,8.914082,1.125559,18.0818,14.232,15.088,15.913,0.685,41.0
1.0,0.6,9.851512,1.141147,18.1603,13.1238,14.4697,14.7076,0.5712,65.0
1.0,1.0,10.5921,1.215879,0.0,12.9447,14.3886,14.5458,0.6713,72.0
1.0,1.5,10.937221,1.246567,0.0,12.8285,14.1861,14.4257,0.6544,113.0
1.0,0.6,7.920545,0.961756,17.5845,13.6473,14.469,15.0121,0.557,0.0
1.0,0.0,8.15222,0.992119,16.9972,13.51,13.0494,15.05,0.7,83.0
1.0,1.0,11.243658,1.353231,17.6064,13.4561,15.019,14.8429,0.457,0.0
