Dist Km,Cod. T.Cultivo,Dosis Madurante,TCHM,TAHM,%Sac.Muestreadora,%ATR,%AR Jugo,%ME Veg,%ME Tot,Lluvias (2 Meses Ant.),Lluvias tres a seis,Lluvias seis a nueve
32.7,1.0,0.0,11.175918,1.154561,12.112,12.945,0.8,6.962,6.962,0.0,0.0,0.0
32.7,1.0,0.0,13.213876,1.403228,12.3473,13.1802,0.722,7.6592,8.0978,0.0,0.0,0.0
53.2,1.0,0.0,7.701197,0.84815,12.5935,13.8585,0.9996,8.2342,8.3568,0.0,2.0,52.0
44.5,1.0,0.0,11.021321,1.209658,12.6575,13.696,0.8747,8.6867,8.8424,0.0,195.0,215.0
27.0,1.0,1.3,8.441633,1.077099,14.6822,15.4902,0.7268,7.7323,8.7866,0.0,0.0,0.0
27.0,1.0,0.0,11.088594,1.171644,12.426,13.261,0.8669,8.4791,8.9255,0.0,0.0,0.0
4.5,1.0,1.2,8.483961,1.057002,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,47.0,96.0,25.0
32.8,1.0,0.0,9.966726,1.158132,12.58285,14.46,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
33.5,1.0,0.0,11.276909,1.316734,13.4719,14.2149,0.7465,6.5042,6.7044,0.0,0.0,0.0
27.0,1.0,1.3,10.170689,1.100533,12.4366,13.6252,0.8081,7.9104,8.5922,0.0,0.0,0.0
22.0,1.0,1.1,10.624714,1.290008,13.9914,14.8388,0.7343,8.2952,8.6852,47.0,145.0,151.0
20.0,1.0,0.8,7.548787,0.99789,14.472,15.7515,0.65,8.687,8.965,0.0,47.0,0.0
32.8,1.0,0.0,3.976549,0.429863,12.58285,13.86,0.829615549662488,8.1407,8.728247772511848,0.0,240.0,94.0
32.7,1.0,0.0,12.792229,1.399829,12.7144,13.4567,0.8077,8.0835,8.2396,0.0,0.0,0.0
33.5,1.0,0.0,9.793043,1.233646,14.2108,15.1311,0.6295,7.2893,7.8297,0.0,0.0,0.0
33.5,1.0,0.0,9.928496,1.199852,13.774,14.781,0.825,7.279,7.279,0.0,0.0,0.0
31.5,1.0,0.0,10.177612,1.107135,12.7917,13.5557,0.7916,7.5226,7.9547,0.0,0.0,0.0
32.8,1.0,0.0,12.881876,1.342289,12.58285,13.33,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
32.8,1.0,0.0,11.280255,1.199093,12.58285,13.58,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
32.7,1.0,0.0,10.002318,1.146836,13.1051,14.0614,0.7669,7.3248,7.9574,0.0,0.0,0.0
23.5,1.0,0.0,9.575287,1.100561,13.1099,14.454,1.05,2.1742,2.1742,0.0,0.0,0.0
33.5,1.0,0.0,11.60944,1.315197,12.9745,13.9345,0.8242,7.9296,8.544,0.0,0.0,0.0
45.5,1.0,0.0,9.055521,1.090909,13.5543,14.6433,0.7612,8.061,8.3046,0.0,0.0,0.0
40.5,1.0,1.5,8.431156,0.928445,13.029,14.46,1.27,2.929,3.066,91.0,228.0,221.0
32.8,1.0,0.0,11.093555,1.114903,12.58285,13.17,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
20.3,1.0,0.0,10.138023,1.117934,12.4266,13.7831,0.878,8.7134,9.351,0.0,0.0,0.0
53.2,1.0,0.0,7.891685,0.908558,13.139,14.1779,0.8468,7.7454,7.8554,0.0,96.0,88.0
43.0,1.0,0.0,8.211394,0.925158,12.8253,13.9489,0.7887,8.8855,9.3069,0.0,180.0,128.0
26.2,1.0,0.0,9.93531,1.13255,12.6355,14.1743,0.8951,8.4163,8.8826,0.0,0.0,0.0
29.5,1.0,1.1,10.580781,1.359201,14.482,15.4754,0.6282,7.2657,7.6066,71.0,281.0,324.0
27.9,1.0,0.0,15.238375,1.558123,12.58285,13.1364,0.829615549662488,0.0,8.3547,0.0,0.0,0.0
45.8,1.0,0.0,8.995559,1.030621,12.753,14.352,1.01,8.226,8.341,0.0,277.0,390.0
24.0,1.0,0.8,12.005702,1.328984,12.7024,14.0049,0.9154,8.0496,8.556,0.0,88.0,119.0
33.5,1.0,0.0,11.583286,1.113116,11.019,12.1048,0.79,8.002,8.063,0.0,0.0,0.0
26.0,1.0,1.5,9.691004,1.125847,13.4038,14.2025,0.71,8.2074,8.7224,56.0,198.0,239.0
20.0,1.0,0.8,8.937889,1.109974,14.079,15.0259,0.79,7.527,8.8,0.0,47.0,0.0
32.8,1.0,0.0,10.714676,1.129323,12.58285,13.88,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
35.1,1.0,0.0,10.237736,1.09339,12.58285,13.82,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
7.5,1.0,1.5,11.487607,1.346114,13.2228,14.652,0.8968,8.1984,8.7277,63.0,465.0,330.0
32.8,1.0,0.0,11.465401,1.215333,12.58285,13.45,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
29.4,1.0,0.0,10.907835,1.200772,12.2044,13.5069,0.6745,7.0265,8.4548,0.0,239.0,205.0
45.8,1.0,0.0,10.545648,1.175934,12.6394,13.8212,0.9059,7.8674,7.9363,0.0,0.0,0.0
35.1,1.0,0.0,9.993074,1.142205,12.58285,14.5,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
26.0,1.0,1.5,11.861528,1.495773,14.0495,15.1585,0.4211,8.4656,8.5973,66.0,201.0,234.0
12.0,1.0,1.05,9.231483,1.03404,12.7317,13.8396,0.8208,8.7774,9.3382,47.0,94.0,138.0
9.6,1.0,0.8,9.04348,1.11006,13.6391,14.8729,0.5383,7.5077,8.226,0.0,20.0,0.0
34.7,1.0,0.8,8.433053,1.016731,13.7785,14.6278,0.6631,8.6087,9.1723,0.0,0.0,0.0
11.2,1.0,0.6,10.329928,1.263338,13.8547,14.8401,0.4882,10.5504,10.7303,0.0,0.0,0.0
34.7,1.0,1.2,7.43522,0.909831,14.2664,14.8801,0.484,7.746,7.7941,37.0,271.0,336.0
39.5,1.0,2.0,10.348199,1.252578,13.827,14.316,0.31,8.206,8.312,22.0,242.0,275.0
30.0,1.0,1.4,7.977182,1.024311,14.0445,15.2111,0.4054,8.7617,9.3269,111.0,335.0,219.0
11.2,1.0,0.6,10.215568,1.364131,15.3234,15.9053,0.4341,7.6301,7.8272,0.0,0.0,0.0
29.5,1.0,0.0,8.069659,0.968023,13.423,14.365,0.499,9.2199,10.1821,0.0,111.0,189.0
32.8,1.0,0.0,10.971904,1.189355,12.58285,13.99,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
32.8,1.0,0.0,9.060321,0.980344,12.58285,14.12,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
11.2,1.0,0.6,11.240389,1.325333,13.845,14.221,0.403,8.198,8.438,0.0,0.0,0.0
26.2,1.0,0.0,11.078869,1.158994,12.1819,13.2967,1.0173,8.2762,8.4777,0.0,0.0,0.0
39.5,1.0,1.1,9.647859,1.190805,14.3697,14.8151,0.4877,7.8965,8.3457,38.0,314.0,347.0
11.7,1.0,1.2,5.950523,0.723528,14.2966,14.8638,0.6294,3.0181,3.6179,78.0,418.0,324.0
30.0,1.0,1.4,11.120178,1.388119,14.4234,14.9592,0.4581,7.9088,8.0755,125.0,338.0,216.0
58.3,1.0,1.2,6.658935,0.752445,12.6961,13.9052,0.5967,8.5834,9.321,146.0,250.0,290.0
6.5,1.0,0.8,11.106866,1.355919,14.3283,14.8077,0.5811,7.5108,7.9713,0.0,225.0,208.0
10.8,1.0,1.2,10.279069,1.273006,14.5626,15.0014,0.5547,6.6974,8.0693,17.0,215.0,0.0
40.5,1.0,0.0,13.948087,1.316029,10.956,12.2909,0.91,3.342,3.342,99.0,201.0,130.0
40.5,1.0,1.5,9.214618,1.079939,13.7341,14.5732,0.6205,5.6597,6.076,99.0,228.0,221.0
32.8,1.0,0.0,9.518948,1.017579,12.58285,13.86,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
29.4,1.0,0.8,10.743007,1.240958,13.2142,14.178,0.5988,8.1527,8.3191,0.0,132.0,45.0
6.5,1.0,0.8,9.667462,1.133999,13.1575,14.43,0.6185,8.3259,8.9145,0.0,278.0,229.0
9.6,1.0,0.8,10.431216,1.288118,14.4442,14.8317,0.5337,7.8955,8.1707,0.0,20.0,0.0
29.5,1.0,0.0,8.546185,0.985604,13.6549,14.3299,0.7007,8.1241,9.1932,0.0,136.0,109.0
39.5,1.0,1.1,9.603555,1.134748,13.5605,14.4054,0.4765,7.4421,7.7837,43.0,282.0,347.0
29.4,1.0,1.1,9.826525,1.218156,14.2405,15.4758,0.6726,8.155,11.2344,0.0,129.0,36.0
10.8,1.0,1.2,10.559879,1.301135,14.3672,14.9994,0.4728,9.3422,9.8359,11.0,184.0,0.0
42.8,1.0,0.0,7.183657,0.861621,13.178,14.871,0.565,9.625,9.625,0.0,0.0,0.0
25.5,1.0,1.2,10.237058,1.263048,14.4537,15.116,0.4518,7.6394,7.9674,46.0,165.0,283.0
5.3,1.0,0.8,9.183436,1.092649,13.6978,14.6988,0.5285,7.8864,8.1851,0.0,234.0,103.0
29.4,1.0,1.1,9.200455,1.066458,13.1586,14.4464,0.6745,9.4077,10.7028,0.0,129.0,36.0
22.0,1.0,1.2,11.341605,1.404073,14.1356,15.1256,0.5447,8.2825,8.7631,0.0,89.0,42.0
11.5,1.0,0.0,7.513384,0.906143,13.7327,15.0153,0.692,8.3877,8.6287,0.0,0.0,0.0
42.8,1.0,0.0,9.465315,1.148658,13.9345,15.0024,0.6363,8.303,8.4646,0.0,0.0,0.0
42.8,1.0,0.0,8.388246,0.943462,13.183,14.2481,0.745,8.46,9.293,0.0,0.0,0.0
11.2,1.0,0.6,10.087858,1.238225,14.1094,15.1406,0.4959,9.5817,9.827,0.0,0.0,0.0
41.0,1.0,0.0,12.491643,1.397405,13.081,14.2021,0.8285,8.9375,9.1711,0.0,0.0,0.0
42.8,1.0,0.0,7.461652,0.931547,15.022,15.441,0.59,7.854,8.422,0.0,0.0,0.0
27.8,1.0,0.0,12.551109,1.480569,13.6613,14.8045,0.712,9.1013,9.3366,0.0,77.0,125.0
18.1,1.0,0.0,9.829464,0.0,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,60.0,208.0,260.0
10.8,1.0,1.2,10.765879,1.282752,14.3251,14.6588,0.541,6.9336,7.2178,3.0,141.0,0.0
5.3,1.0,0.0,9.295303,0.916046,12.355,12.594,0.69,4.198,4.198,0.0,0.0,0.0
5.3,1.0,0.0,10.567046,1.152744,13.347,13.861,0.82,4.426,4.426,0.0,0.0,0.0
27.8,1.0,0.0,11.863473,1.377155,13.9681,14.5007,0.6515,7.4723,7.6065,0.0,147.0,125.0
27.8,1.0,0.0,13.487695,1.420651,12.865,13.401,0.83,7.4,7.705,0.0,54.0,125.0
29.5,1.0,0.0,8.841468,1.016851,13.7887,14.3124,0.6147,7.754,9.3948,0.0,209.0,66.0
7.6,1.0,0.8,8.086213,0.954843,14.232,14.6761,0.6688,7.1702,7.4269,0.0,206.0,103.0
5.3,1.0,0.0,8.414928,0.931498,13.5486,13.8491,0.6479,8.2711,8.3822,0.0,0.0,0.0
42.8,1.0,0.0,8.129908,0.881881,13.2074,13.7547,0.7416,9.1825,9.1825,0.0,0.0,0.0
27.8,1.0,0.0,14.538329,1.429185,12.0203,12.9284,0.8562,9.2968,9.4588,0.0,77.0,125.0
4.5,1.0,1.2,11.89053,1.257352,13.0978,13.6797,0.9055,2.958,2.958,80.0,272.0,253.0
5.0,1.0,1.5,8.209769,0.917981,13.506,13.5416,0.4,5.974,6.042,69.0,377.0,426.0
3.8,1.0,0.8,10.802317,1.164189,13.1535,13.9459,0.9376,8.0736,8.2644,0.0,206.0,103.0
10.8,1.0,1.2,11.039708,1.340533,14.9643,15.1792,0.6727,7.3129,7.9725,0.0,128.0,0.0
5.3,1.0,0.0,9.817165,1.079999,13.1003,13.9239,0.6967,8.6265,9.6458,0.0,0.0,0.0
42.8,1.0,0.0,8.504788,0.979744,13.7165,14.492,0.6492,8.0592,9.1258,0.0,0.0,0.0
29.5,1.0,0.0,7.195759,0.803461,13.2796,13.883,0.7287,6.3401,9.5212,0.0,111.0,189.0
4.5,1.0,0.0,10.342042,0.998865,11.4981,12.6029,0.9883,5.0831,5.234,83.0,221.0,110.0
12.0,1.0,1.2,6.03102,0.730191,14.028,14.4363,0.34,8.247,8.363,245.0,441.0,623.0
22.0,1.0,1.3,10.380826,1.247077,14.3217,14.7429,0.4998,7.4902,7.8381,91.0,91.0,199.0
10.8,1.0,1.2,11.809533,1.397008,13.8038,14.5335,0.6734,6.6851,7.055,0.0,175.0,0.0
42.8,1.0,0.0,8.630177,1.023085,13.666,14.3659,0.4889,7.6471,7.9988,0.0,0.0,0.0
27.8,1.0,0.0,13.205171,1.340062,12.027,13.204,0.9519,8.7387,8.8057,0.0,54.0,125.0
39.5,1.0,1.1,10.162329,1.133881,13.018,13.775,0.67,6.462,6.614,48.0,272.0,347.0
26.0,1.0,1.0,12.001955,1.358456,13.654,14.3608,0.7431,5.3085,5.4573,0.0,110.0,119.0
42.8,1.0,0.0,11.406917,1.294289,13.136,13.9219,0.61,8.842,8.982,0.0,0.0,0.0
29.5,1.0,0.0,9.219447,1.020137,13.1329,13.9969,0.7346,8.1525,9.237,0.0,195.0,50.0
78.3,1.0,0.0,9.800475,1.029616,12.1304,13.0893,0.7396,8.1705,8.4189,0.0,52.0,112.0
5.5,1.0,0.0,8.087193,0.0,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,56.0,337.0,80.0
18.1,1.0,0.0,10.440822,0.0,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,49.0,219.0,45.0
12.0,1.0,1.2,8.330106,1.001812,14.3408,14.7459,0.5581,8.3266,8.5313,265.0,419.0,505.0
12.0,1.0,1.2,9.206857,1.070685,13.083,14.0867,0.51,7.625,8.08,265.0,419.0,481.0
10.8,1.0,1.2,11.192963,1.337279,14.0614,14.5464,0.5372,7.5989,7.7892,0.0,188.0,0.0
12.6,1.0,1.2,11.194957,1.312373,13.4905,14.3807,0.6033,8.6448,9.0751,81.0,252.0,292.0
12.0,1.0,1.2,9.142913,0.985362,12.2847,13.5291,0.7992,8.3518,10.2764,230.0,441.0,623.0
10.8,1.0,1.2,10.426204,1.266765,14.1316,14.8369,0.5528,7.4697,7.6152,0.0,188.0,0.0
19.0,1.0,0.0,13.671874,1.549303,13.24,13.9545,0.655,8.88,9.09,0.0,0.0,0.0
19.0,1.0,0.0,8.049346,0.80878,11.931,12.7623,0.76,7.836,8.052,0.0,0.0,0.0
76.2,1.0,0.0,8.907051,1.000901,12.421,13.899,0.675,8.137,9.723,0.0,0.0,0.0
29.5,1.0,0.0,13.364288,1.553912,13.7119,14.3326,0.5532,8.7011,9.0415,0.0,6.0,130.0
19.8,1.0,0.0,8.900563,1.116425,13.865,15.1911,0.56,6.387,15.0,0.0,0.0,0.0
19.0,1.0,1.1,9.533141,1.232706,14.4984,15.4894,0.4478,6.9214,7.0699,0.0,120.0,5.0
15.2,1.0,0.0,11.923828,1.490457,13.944,14.951,0.62,9.638,9.718,173.0,458.0,248.0
12.0,1.0,0.5212540911101282,10.448296,1.00404,11.186,12.6789,1.0,7.006,7.412,290.0,441.0,623.0
29.5,1.0,0.0,13.579429,1.49561,12.5023,13.7565,0.7063,8.0323,8.3743,0.0,6.0,130.0
23.9,1.0,1.4,11.629869,1.315995,12.947,13.8957,0.72,10.696,10.878,106.0,145.0,201.0
38.4,1.0,0.0,9.397542,0.962467,12.2503,13.5373,1.0045,6.987,7.4352,120.0,248.0,201.0
9.0,1.0,1.2,11.630322,1.313292,12.9378,13.8329,0.6321,9.2968,10.0647,81.0,243.0,184.0
5.5,1.0,1.3,9.94538,1.121241,13.0804,13.7543,0.5878,9.4261,10.1053,81.0,286.0,156.0
8.0,1.0,0.9308,10.929499,1.290374,13.5048,14.3608,0.6596,8.8527,9.3937,67.0,134.0,178.0
18.1,1.0,1.2182,11.543033,1.332449,13.4459,14.1608,0.7138,8.2699,8.5142,75.0,105.0,197.0
14.7,1.0,1.3,10.737076,1.245113,12.7433,14.1118,0.6176,9.045,10.5267,179.0,237.0,247.0
12.0,1.0,1.4,11.63735,1.396752,13.4122,14.5271,0.607,9.5072,11.1884,93.0,84.0,167.0
22.0,1.0,1.4,9.50121,1.157551,13.9276,14.5426,0.5107,9.3073,10.8758,57.0,145.0,173.0
10.8,1.0,1.2,10.969505,1.305777,13.7219,14.3809,0.6218,8.6018,8.8758,0.0,215.0,0.0
29.5,1.0,0.0,11.500333,1.286665,12.8655,13.8081,0.7439,9.1892,9.3383,0.0,6.0,130.0
19.0,1.0,1.1,8.133751,0.979967,14.0453,14.58,0.4158,8.0196,8.4582,0.0,120.0,5.0
19.0,1.0,1.1,6.848425,0.891095,15.276,15.6482,0.38,9.109,9.413,0.0,101.0,24.0
22.0,1.0,1.4,11.280528,1.355472,13.3839,14.587,0.6988,9.2578,9.6322,36.0,105.0,166.0
29.5,1.0,0.0,15.032639,1.627915,12.2424,13.5079,0.9048,10.7178,10.9825,0.0,6.0,130.0
12.9,1.0,1.1,9.554805,1.206948,14.545,15.01,0.485,8.453,8.991,69.0,146.0,232.0
21.0,1.0,0.0,8.122253,0.95115,14.1225,14.1852,0.4076,8.6038,10.8531,0.0,0.0,0.0
33.0,1.0,0.8,8.770641,0.996045,13.9826,13.8645,0.496,7.5976,7.8217,0.0,0.0,0.0
19.0,1.0,1.1,13.245889,1.483034,12.8848,13.757,0.7353,7.6825,7.9176,130.0,127.0,230.0
9.5,1.0,1.8,8.836018,1.039778,14.4805,14.5423,0.5223,10.789,10.789,182.0,434.0,772.0
32.6,1.0,1.1,10.730639,1.21351,13.6764,13.8817,0.4986,6.2132,7.2906,129.0,210.0,144.0
16.5,1.0,1.3,10.057629,1.231706,14.327,14.6989,0.367,6.363,6.714,0.0,211.0,0.0
16.5,1.0,1.3,10.17967,1.023293,12.3732,12.5842,0.5719,3.4595,4.0038,0.0,211.0,0.0
18.1,1.0,1.1,10.909391,1.388211,14.313,15.1314,0.47,8.793,9.312,108.0,189.0,170.0
7.0,1.0,1.1,12.437342,1.412735,12.988,13.9453,0.7689,9.7073,9.9403,0.0,447.0,40.0
32.0,1.0,0.0,8.918672,0.910254,12.0912,12.7962,0.6566,9.7534,9.9507,153.0,222.0,271.0
19.0,1.0,0.0,11.444277,1.202694,11.554,12.901,0.66,7.275,7.838,159.0,130.0,274.0
19.0,1.0,1.1,10.716074,1.261576,13.6091,14.2864,0.4979,8.1498,8.8748,159.0,142.0,270.0
4.5,1.0,1.1,12.607542,1.388226,12.7747,13.707,0.7185,8.5604,9.882,146.0,467.0,327.0
18.1,1.0,1.1,14.203328,1.494342,12.1215,12.8685,0.7429,3.213,3.4408,108.0,189.0,170.0
19.0,1.0,1.5,12.749387,1.53077,13.7325,14.5116,0.6003,8.4074,10.2989,155.0,163.0,270.0
9.5,1.0,1.8,10.776169,1.147352,12.685,13.2123,0.6643,7.8824,10.1783,208.0,434.0,772.0
9.5,1.0,0.0,10.084238,1.054679,12.3145,12.9959,0.7133,3.6982,4.4538,208.0,513.0,726.0
12.9,1.0,1.1,10.766185,1.174633,13.7479,13.5479,0.5248,6.5697,6.9002,123.0,205.0,181.0
4.5,1.0,1.1,12.017657,1.348168,12.341,13.7034,0.787,9.647,10.172,155.0,450.0,342.0
19.0,1.0,1.3,11.379988,1.162811,12.068,12.786,0.775,8.381,9.19,155.0,272.0,161.0
32.0,1.0,0.0,7.414609,0.912113,14.164,15.0507,0.62,8.283,8.283,188.0,205.0,307.0
21.0,1.0,0.0,11.50775,1.126334,11.7379,12.4938,0.9371,10.0444,11.4549,0.0,0.0,0.0
33.0,1.0,0.8,7.483911,0.854575,13.7443,14.0148,0.4768,3.9914,3.9914,0.0,0.0,0.0
19.0,1.0,1.1,14.522081,1.317636,10.921,11.7144,0.86,6.696,10.575,165.0,259.0,159.0
19.0,1.0,1.2,13.243668,1.332651,12.1526,12.6657,0.796,10.0074,11.6882,165.0,259.0,159.0
6.5,1.0,0.0,8.754584,0.0,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,202.0,286.0,130.0
10.7,1.0,0.8,10.226335,1.057679,12.579,12.9405,0.5892,4.905,5.8221,195.0,347.0,437.0
19.0,1.0,1.1,13.438708,1.256448,11.1704,12.2438,0.8336,9.6435,11.4509,165.0,259.0,159.0
4.5,1.0,1.1,9.927257,1.089381,12.685,13.53,0.64,8.366,8.366,164.0,343.0,186.0
7.5,1.0,1.1,10.349661,1.134305,13.7406,13.6895,0.6057,9.4577,10.9894,211.0,506.0,289.0
15.5,1.0,1.2,9.8834,1.143377,14.108,14.239,0.58,8.139,8.36,190.0,417.0,251.0
21.3,1.0,1.2,12.882782,1.258556,11.8641,12.788,0.9095,10.5708,12.1611,219.0,191.0,119.0
11.0,1.0,0.0,9.465771,0.99246,12.441,13.302,0.777,8.8,9.767,164.0,331.0,133.0
11.0,1.0,0.0,9.691096,0.868982,10.8574,11.7848,0.7583,9.0592,9.7378,164.0,330.0,125.0
22.0,1.0,0.0,6.385434,0.682485,12.741,13.586,0.82,10.358,10.711,0.0,119.0,0.0
19.0,1.0,1.2,13.147736,1.261048,11.6337,12.333,0.7838,9.7625,10.6948,161.0,262.0,183.0
18.1,1.0,1.3,11.393194,1.309777,13.5898,14.0037,0.5204,8.8178,8.9675,132.0,157.0,187.0
22.0,1.0,0.0,7.155339,0.71519,11.7464,12.6349,0.6807,12.6887,12.7257,0.0,119.0,0.0
20.2,1.0,2.0,8.257842,0.823302,11.8279,12.7329,0.7839,9.5372,10.0566,0.0,0.0,0.0
7.5,1.0,0.0,8.42858,0.784993,10.954,11.882,0.7,14.261,14.261,199.0,249.0,386.0
7.5,1.0,1.2,11.051248,1.374048,14.335,15.039,0.55,8.366,8.944,199.0,263.0,443.0
7.5,1.0,1.3,9.884699,1.093587,12.7802,13.5643,0.5617,9.129,11.0184,211.0,553.0,250.0
7.5,1.0,1.2,9.548546,1.214951,14.322,15.4348,0.665,6.621,8.511,211.0,327.0,528.0
15.5,1.0,1.1,11.390744,1.050049,11.4409,12.3538,1.0453,9.7603,9.9245,190.0,426.0,252.0
13.1,1.0,0.0,9.47476,1.042257,12.6762,13.5592,0.5786,9.6413,10.4287,0.0,0.0,0.0
22.0,1.0,0.0,11.421404,1.293213,12.6655,13.9234,0.6274,11.2825,11.4038,0.0,119.0,0.0
24.1,1.0,0.0,8.82176,1.024282,13.207,14.247,0.67,8.14,8.248,0.0,0.0,0.0
20.1,1.0,0.0,6.548759,0.744686,13.059,14.137,0.853,7.754,10.101,0.0,0.0,220.0
20.1,1.0,0.0,5.959668,0.549259,10.8603,12.1716,1.21,13.0293,13.0293,0.0,0.0,220.0
20.1,1.0,0.0,6.658964,0.680859,12.2464,13.2162,1.0713,12.4149,12.8997,0.0,0.0,220.0
20.1,1.0,0.0,6.295514,0.630588,12.0752,13.1773,1.0741,9.5724,10.6214,0.0,0.0,156.0
5.2,1.0,1.2,8.187166,0.962364,12.8934,14.1399,0.5748,8.0046,9.059,211.0,335.0,443.0
25.0,1.0,1.5,12.938148,1.402333,12.2133,13.351,0.6712,9.2963,9.4471,165.0,231.0,237.0
21.3,1.0,1.2,12.071708,1.278167,12.1659,13.3053,0.842,7.8208,7.9948,191.0,156.0,126.0
6.5,1.0,1.1,9.583128,0.9514,11.358,12.259,0.67,9.022,9.286,0.0,380.0,17.0
6.5,1.0,1.1,9.641116,1.008474,11.861,12.925,0.77,9.522,9.64,0.0,380.0,17.0
22.0,1.0,0.0,7.154598,0.709,11.3041,12.5352,0.9209,11.9285,11.9285,0.0,119.0,0.0
19.0,1.0,1.2,12.196961,1.321316,12.5493,13.4584,0.7524,8.7216,9.5798,136.0,247.0,183.0
1.8,2.0,0.0,16.644569,0.0,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,152.0,541.0,86.0
18.1,1.0,1.3,9.802965,1.132451,12.946,14.182,0.735,8.579,9.79,153.0,161.0,208.0
10.7,1.0,1.1,9.748101,1.032828,12.4492,13.2376,0.693,8.4447,8.808,195.0,546.0,270.0
23.9,1.0,1.2,10.040267,1.181864,13.4148,14.19,0.6231,9.3466,10.1147,155.0,213.0,166.0
14.5,1.0,1.1,11.424228,1.275731,12.6677,13.6774,0.6468,8.4634,8.8232,0.0,0.0,0.0
12.0,1.0,0.0,10.634893,1.101154,11.7719,13.0352,0.8938,8.3036,8.4369,0.0,72.0,39.0
20.1,1.0,0.0,4.350201,0.525229,13.7187,14.9066,0.9775,3.5416,3.8965,0.0,0.0,220.0
1.8,2.0,0.0,8.128306,0.0,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,152.0,320.0,161.0
14.5,1.0,1.1,11.673333,1.279971,12.659,13.5526,0.7385,9.9659,10.3114,0.0,0.0,0.0
6.5,1.0,1.1,10.653163,1.134567,11.9443,13.2699,0.7996,9.001,9.6277,0.0,335.0,0.0
12.0,1.0,0.0,8.41532,0.894769,12.68,13.3277,0.83,9.033,9.314,0.0,91.0,0.0
12.0,1.0,0.0,9.655729,0.983301,12.0422,12.8,0.8283,11.1617,11.8705,0.0,91.0,0.0
17.0,1.0,1.1,11.50275,1.287485,12.7541,13.7325,0.6516,7.8671,8.3249,0.0,31.0,0.0
10.8,1.0,0.0,8.53488,0.861815,11.9756,12.7392,0.8297,10.3466,10.6213,0.0,0.0,0.0
18.1,1.0,1.5,12.72242,1.397688,13.2656,13.6042,0.6305,8.0131,8.7597,153.0,176.0,219.0
24.0,1.0,0.0,9.595319,1.05524,12.9217,13.6179,0.6691,8.329,8.436,0.0,0.0,0.0
10.8,1.0,0.0,9.496511,1.036477,12.3144,13.379,0.6198,8.9233,9.1198,0.0,0.0,0.0
35.1,1.0,0.0,10.553807,1.058545,12.58285,13.32,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
12.0,1.0,0.0,9.689806,1.034588,12.0734,13.5176,0.7913,9.4943,9.5997,0.0,91.0,0.0
17.0,1.0,1.1,10.530851,1.168347,13.1874,13.5109,0.4981,8.2782,8.7301,0.0,31.0,0.0
18.1,1.0,0.0,10.481104,1.118555,12.213,13.592,0.85,10.53,10.53,0.0,238.0,29.0
32.6,1.0,1.1,10.978212,1.293985,13.6322,14.4814,0.5937,9.1002,9.3539,178.0,227.0,144.0
19.0,1.0,1.3,12.444187,1.244808,11.6834,12.5346,0.8027,8.3516,9.7308,127.0,272.0,161.0
24.0,1.0,0.0,10.408135,1.13494,12.3874,13.6349,0.7129,8.4514,8.6625,0.0,0.0,0.0
25.5,1.0,0.0,9.195131,0.936876,11.9081,12.9979,0.852,9.5241,10.1133,0.0,0.0,0.0
17.0,1.0,1.1,10.502362,1.274902,13.9588,14.7724,0.5689,6.4583,7.3239,0.0,31.0,0.0
5.3,1.0,1.1,12.197637,1.282772,12.1057,13.2802,0.8479,8.5537,9.2209,0.0,173.0,0.0
3.8,1.0,1.1,10.165331,1.0967,12.7355,13.4448,0.7046,7.7344,8.0598,0.0,250.0,0.0
22.4,1.0,0.0,13.065477,1.42438,12.6725,13.6484,0.7834,9.1081,9.5792,0.0,0.0,0.0
14.5,1.0,1.1,11.390962,1.252987,12.929,13.8137,0.79,7.229,7.623,0.0,26.0,102.0
10.1,1.0,1.1,6.044865,0.745829,13.918,14.921,0.4,7.806,8.417,0.0,197.0,32.0
35.0,1.0,0.0,8.832603,0.918253,12.0836,13.0864,0.8093,8.5552,9.1723,0.0,0.0,0.0
7.6,1.0,1.1,11.683216,1.410432,13.435,14.456,0.36,7.706,7.997,0.0,195.0,43.0
