Dist Km,Cod. T.Cultivo,Dosis Madurante,TCHM,TAHM,%Sac.Muestreadora,%ATR,%AR Jugo,%ME Veg,%ME Tot,Lluvias (2 Meses Ant.),Lluvias tres a seis,Lluvias seis a nueve
19.8,1.0,0.0,10.200576,1.009143,12.179,13.043,0.905,8.269,8.753,0.0,0.0,0.0
45.8,1.0,0.0,8.362946,0.741171,10.8548,11.87,1.1559,9.8341,9.8657,0.0,0.0,0.0
22.1,1.0,0.0,8.30247,0.860102,12.184,13.3206,0.893,7.8842,8.4982,0.0,0.0,0.0
29.2,1.0,0.0,6.653957,0.678329,12.0901,13.0675,0.7977,9.4595,9.5579,0.0,0.0,0.0
29.2,1.0,0.0,7.933387,0.841333,12.7995,13.3168,0.6712,7.6252,8.8153,0.0,0.0,0.0
29.2,1.0,0.0,7.732041,0.811845,12.369,13.394,0.76,8.476,8.65,0.0,0.0,0.0
18.1,1.0,1.1,11.322321,1.207477,12.661,13.5538,0.8658,7.9159,8.1599,0.0,0.0,0.0
18.1,1.0,1.1,10.367061,1.111316,12.584,13.651,0.89,7.865,8.169,0.0,0.0,0.0
19.0,1.0,1.1,12.697234,1.363543,12.7782,13.489,0.6597,8.3188,8.4852,146.0,150.0,289.0
12.9,1.0,1.2,12.57149,1.42038,13.2272,13.9371,0.6096,8.208,8.2694,125.0,134.0,183.0
45.8,1.0,0.0,9.765226,0.948672,11.4389,12.6957,1.0526,8.828,8.9929,0.0,0.0,0.0
45.8,1.0,0.0,10.00427,1.054232,11.885,13.19,0.853,8.219,9.498,0.0,0.0,0.0
33.5,1.0,0.8,10.405974,1.22919,13.8291,14.5828,0.4466,7.9533,8.3247,0.0,0.0,0.0
29.2,1.0,0.0,6.385267,0.717709,12.219,13.967,0.82,9.06,9.373,0.0,0.0,0.0
29.2,1.0,0.0,7.318006,0.811813,12.415,13.689,0.715,7.845,8.083,0.0,0.0,0.0
18.1,1.0,1.1,10.715531,1.115743,11.662,13.069,0.85,7.469,7.469,0.0,0.0,0.0
2.2,2.0,0.0,12.562772,1.057002,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,200.0,163.0,200.0
9.7,1.0,1.1,6.269663,0.701405,13.4661,13.7682,0.6968,7.442,7.7259,193.0,252.0,140.0
46.6,1.0,1.3,8.369434,0.921493,12.472,13.6023,0.64,7.846,8.254,306.0,126.0,266.0
19.4,1.0,0.0,14.345054,1.38956,11.345,12.6714,0.9685,7.9082,8.0498,0.0,0.0,0.0
78.3,1.0,0.0,9.849669,1.129412,12.6588,14.0568,0.7153,8.0135,8.0135,0.0,0.0,0.0
13.4,1.0,0.0,5.81314,0.658673,12.1255,14.0456,0.8027,9.2567,10.2058,0.0,0.0,0.0
13.4,1.0,0.0,8.359085,0.890613,10.557,13.3554,0.84,7.799,7.98,0.0,0.0,0.0
29.2,1.0,0.0,4.217706,0.394703,10.703,11.919,0.9,9.924,10.243,0.0,0.0,0.0
15.2,1.0,1.1,11.283353,1.24435,13.193,13.7448,0.657,9.974,9.974,239.0,174.0,329.0
6.5,1.0,1.1,7.517118,0.826802,13.2093,13.575,0.5751,8.7666,9.1926,0.0,0.0,0.0
18.4,1.0,0.0,14.953197,1.487835,11.8908,12.9759,1.0087,8.1852,8.298,0.0,0.0,0.0
23.5,1.0,0.0,10.595579,1.090971,11.7008,12.7957,0.6293,8.5432,8.7243,0.0,0.0,0.0
13.3,1.0,0.0,9.957712,0.965384,11.919,12.475,0.895,8.911,9.323,0.0,0.0,0.0
76.2,1.0,0.0,7.460331,0.795595,12.0572,13.6236,1.0396,7.6762,7.9828,0.0,0.0,0.0
14.0,1.0,0.0,8.437003,0.902679,12.9514,13.3733,0.7786,8.3263,8.8572,0.0,273.0,0.0
13.3,1.0,0.0,7.950807,0.815837,12.285,12.9585,0.8,7.334,7.524,0.0,0.0,0.0
13.4,1.0,0.0,7.403162,0.809631,12.609,13.667,0.655,8.239,8.332,0.0,0.0,0.0
5.2,1.0,0.0,3.733141,0.398006,11.9896,13.776,1.1541,9.7479,10.83,0.0,0.0,0.0
12.0,1.0,1.5,8.200106,0.952474,13.3341,14.4117,0.6524,8.6173,8.8073,236.0,84.0,463.0
14.0,1.0,0.0,8.56259,0.874906,12.241,12.9537,0.7956,8.5339,9.0238,0.0,261.0,0.0
18.1,1.0,1.2,11.246278,0.0,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,201.0,310.0,237.0
9.5,1.0,1.2,10.361424,1.146349,12.709,13.9194,0.8144,9.0647,10.0848,170.0,463.0,84.0
28.0,1.0,1.5,7.985744,0.879318,12.8266,13.6372,0.6432,9.4806,9.8878,309.0,145.0,301.0
19.0,1.0,1.3,10.640517,1.149931,12.59,13.378,0.645,8.177,8.362,162.0,163.0,267.0
19.0,1.0,1.3,10.478791,1.192623,13.337,13.981,0.555,7.357,8.775,162.0,163.0,267.0
9.5,1.0,1.1,6.633791,0.740535,13.2551,13.7369,0.5729,11.3601,11.3601,170.0,204.0,388.0
15.2,1.0,1.1,12.5994,1.432352,13.3787,14.0514,0.6659,8.8089,9.6385,244.0,119.0,342.0
6.5,1.0,1.1,9.492856,1.063681,12.9938,13.845,0.653,9.2705,11.0802,0.0,0.0,0.0
6.5,1.0,1.1,10.205263,1.086624,12.6806,13.3346,0.8176,7.6745,8.2783,0.0,0.0,0.0
14.2,1.0,1.1,8.92477,1.061939,13.8513,14.5492,0.6134,7.7095,7.7902,0.0,0.0,0.0
14.3,1.0,1.2,10.068238,1.12808,12.9552,13.7614,0.6049,9.1285,9.4733,189.0,131.0,257.0
7.6,1.0,1.1,10.881139,1.299806,13.527,14.5108,0.6172,7.5594,7.7675,0.0,0.0,0.0
6.5,1.0,0.0,12.269382,1.292944,12.197,13.226,0.68,8.051,8.411,0.0,0.0,0.0
6.5,1.0,1.1,9.805805,1.023306,12.0566,13.2228,0.8328,8.6436,9.6282,0.0,0.0,0.0
20.4,1.0,1.1,7.825219,0.922285,13.761,14.3874,0.5,8.331,9.299,0.0,0.0,0.0
23.5,1.0,0.0,10.636094,1.113667,12.3059,13.2204,0.7325,8.5525,8.7822,0.0,0.0,0.0
31.0,1.0,0.0,14.842566,1.409571,11.4351,12.4125,0.9583,8.8371,9.01,0.0,0.0,0.0
21.3,1.0,0.0,14.968746,1.54089,12.2475,13.0335,0.7834,8.1091,8.4041,0.0,0.0,0.0
14.2,1.0,1.1,12.610766,1.404258,13.2359,13.8582,0.6917,7.495,8.4244,0.0,0.0,0.0
15.5,1.0,1.3,11.539122,0.996724,10.018,11.331,0.97,11.244,11.72,343.0,243.0,322.0
15.5,1.0,1.3,8.2701,0.915849,12.998,13.64,0.75,7.146,7.146,331.0,206.0,332.0
15.5,1.0,1.3,12.4532,1.307128,12.109,13.2034,0.85,10.523,10.665,331.0,206.0,332.0
40.5,1.0,1.5,10.343736,1.082311,12.7301,13.1651,0.7558,8.5227,8.5909,372.0,141.0,280.0
6.5,1.0,1.1,10.777004,1.124586,12.023,13.0186,0.723,8.896,9.778,0.0,0.0,0.0
4.3,1.0,0.8,4.947516,0.579877,13.407,14.293,0.665,9.471,9.471,0.0,0.0,0.0
5.3,1.0,0.0,9.314395,0.958518,12.085,13.057,1.01,7.926,8.309,0.0,0.0,0.0
6.5,1.0,1.1,9.937789,1.031579,12.012,13.065,0.863,9.489,9.839,0.0,0.0,0.0
75.2,1.0,0.0,8.924771,0.866509,11.489,12.3507,0.825,8.952,10.422,0.0,0.0,0.0
30.0,1.0,1.3,10.606536,1.258398,13.6966,14.4781,0.6228,6.8699,7.2801,240.0,207.0,431.0
32.7,1.0,1.2,9.784902,1.056055,12.524,13.4235,0.6335,8.5279,8.9029,0.0,0.0,0.0
29.4,1.0,1.1,7.82335,0.790387,11.7766,12.8052,0.9207,8.4574,9.2429,0.0,0.0,0.0
76.2,1.0,0.0,9.061658,0.925083,12.41,12.745,0.71,8.182,8.182,0.0,0.0,0.0
76.2,1.0,0.0,9.552052,0.968772,12.0201,12.7776,0.7948,9.8414,10.0192,0.0,0.0,0.0
21.0,1.0,1.1,8.246131,0.861594,11.9681,13.0541,0.7584,7.6276,9.0395,0.0,0.0,0.0
21.0,1.0,1.1,9.657283,0.945551,11.187,12.437,0.96,7.362,7.838,0.0,0.0,0.0
19.4,1.0,1.1,9.083709,1.020751,12.201,13.74,0.67,7.785,8.945,136.0,210.0,323.0
23.5,1.0,0.0,14.378988,1.354765,11.1081,12.2945,1.0982,10.4486,10.614,0.0,0.0,0.0
10.8,1.0,0.0,10.437685,0.947768,10.6587,11.5285,0.7954,12.0077,12.1416,0.0,0.0,0.0
34.7,1.0,0.0,10.713185,1.14412,12.3969,13.4521,1.03,10.2633,10.2633,102.0,114.0,59.0
19.4,1.0,1.1,9.794423,1.175185,13.7242,14.7773,0.7605,8.2462,8.3681,136.0,211.0,287.0
18.9,1.0,0.0,13.877864,1.407494,12.011,12.902,0.9266,8.3787,8.3787,0.0,0.0,0.0
6.5,1.0,1.1,8.703946,0.987758,13.2235,13.9994,0.625,7.7894,8.1006,0.0,0.0,0.0
6.5,1.0,1.1,9.509571,1.034457,12.8219,13.538,0.6948,7.6998,7.8885,0.0,0.0,0.0
24.5,1.0,1.1,7.837817,0.93077,13.4042,14.5536,0.7161,7.7083,9.0227,0.0,0.0,0.0
34.7,1.0,0.5,7.919755,0.993327,14.006,15.073,0.45,7.407,7.603,0.0,0.0,0.0
34.7,1.0,0.5,8.266501,1.017413,13.5122,14.8412,0.5553,6.5775,6.6815,0.0,0.0,0.0
21.0,1.0,1.1,8.947792,0.963003,12.7978,13.4551,0.9551,7.6865,8.6464,0.0,0.0,0.0
14.5,1.0,1.1,14.437286,1.644232,12.607,14.1721,0.695,9.068,9.146,0.0,0.0,0.0
14.5,1.0,0.0,8.895887,1.002465,12.8,14.049,0.7,6.851,6.851,0.0,0.0,0.0
10.8,1.0,0.0,8.590571,0.929832,12.315,13.772,0.86,8.935,9.011,0.0,0.0,0.0
12.0,1.0,0.0,4.503243,0.459984,11.5748,13.1908,0.9647,4.5381,4.6796,141.0,514.0,457.0
19.4,1.0,0.0,8.266564,0.946042,13.005,14.14,0.64,9.503,9.592,118.0,175.0,270.0
17.0,1.0,1.1,11.432369,0.910327,9.413,11.308,1.39,6.041,6.479,163.0,252.0,172.0
76.2,1.0,0.0,8.335058,0.889751,11.9785,13.0895,0.6872,7.4695,9.5589,0.0,0.0,0.0
27.0,1.0,1.1,6.86548,0.786363,12.7527,14.2368,0.666,8.2547,8.2802,0.0,0.0,0.0
21.9,1.0,1.1,8.587729,0.994777,13.0981,14.2125,0.6281,7.3892,10.7674,0.0,0.0,0.0
4.3,1.0,0.8,6.224162,0.707906,12.8,13.9278,0.655,7.23,7.45,0.0,2.0,0.0
4.3,1.0,0.8,8.057346,0.909803,13.0139,14.0506,0.7868,7.7152,7.9188,0.0,0.0,0.0
24.5,1.0,1.1,8.325232,0.855575,12.092,12.9107,0.8952,8.6618,9.544,0.0,0.0,0.0
27.0,1.0,1.1,7.043224,0.825188,13.3597,14.384,0.62,7.8077,8.1481,0.0,0.0,0.0
2.2,2.0,0.0,7.260796,1.057002,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,203.0,302.0,275.0
7.0,2.0,0.0,10.249186,1.057002,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,150.0,221.0,194.0
9.5,1.0,1.1,11.456996,1.203983,11.9756,13.5131,0.8777,9.5369,9.6645,283.0,126.0,406.0
7.3,1.0,1.2,8.393114,0.908133,12.8312,13.7891,1.0382,3.7689,3.8246,192.0,49.0,344.0
19.4,1.0,0.0,10.444954,1.121238,12.3361,13.3987,0.5657,7.26,7.5005,118.0,219.0,207.0
15.2,1.0,0.8,8.623172,1.038952,13.822,14.706,0.56,8.103,8.509,0.0,0.0,0.0
29.4,1.0,1.1,13.716211,1.532449,12.6856,13.895,0.758,8.5051,9.1351,0.0,0.0,0.0
34.7,1.0,0.0,4.760449,0.50312,12.539,13.599,0.9,7.509,7.988,0.0,0.0,0.0
29.4,1.0,0.0,8.250343,0.940053,12.832,14.11,0.7,8.041,8.041,0.0,0.0,0.0
4.5,1.0,0.0,9.278444,1.057002,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,175.0,197.0,149.0
8.0,1.0,1.5,9.566673,1.095427,13.1834,14.095,0.5329,7.2986,7.4257,266.0,112.0,471.0
11.7,1.0,0.0,9.439367,0.953812,11.9007,12.874,0.8621,10.2864,10.3984,226.0,243.0,97.0
14.5,1.0,1.1,9.96504,1.213515,13.759,15.1418,0.76,6.989,7.152,0.0,0.0,0.0
31.0,1.0,0.0,13.164509,1.346565,12.1022,12.8497,0.7241,9.7304,9.8589,0.0,0.0,0.0
31.0,1.0,0.0,14.628168,1.358042,11.0411,11.9917,0.9268,8.1236,8.3785,0.0,0.0,0.0
9.0,1.0,0.0,6.240532,0.55998,10.6604,12.5092,1.4648,7.7057,8.0969,0.0,0.0,0.0
17.0,1.0,1.1,13.423152,1.499366,13.0182,13.9806,0.7612,7.3629,7.4809,0.0,0.0,0.0
9.7,1.0,1.1,9.75833,1.124849,13.1712,14.0147,0.5758,7.7832,8.178,0.0,0.0,0.0
35.5,1.0,1.1,6.773379,0.784062,13.0952,14.0136,0.7478,7.1443,8.4894,255.0,281.0,127.0
18.2,1.0,0.0,11.703433,0.86659,9.2382,10.6468,1.5667,7.2389,7.7411,194.0,196.0,246.0
11.9,1.0,1.2,8.869418,1.043655,13.5313,14.2049,0.5993,7.8222,7.9665,0.0,0.0,0.0
29.5,1.0,0.0,8.524553,0.919837,12.6504,13.4078,0.7026,7.9384,8.2095,0.0,0.0,0.0
9.0,1.0,0.0,7.723818,0.853954,12.7014,13.6869,0.8007,8.671,8.7174,0.0,0.0,0.0
9.7,1.0,1.1,8.65863,0.997741,13.134,14.075,0.695,7.309,7.611,0.0,0.0,0.0
58.3,1.0,1.1,5.672734,0.62304,12.868,13.49,0.54,8.005,8.415,347.0,510.0,264.0
17.0,1.0,1.1,8.063419,0.927387,12.955,14.217,0.6044,7.5723,9.8163,163.0,99.0,248.0
10.7,1.0,0.0,9.560858,1.035775,12.893,13.4341,0.65,6.827,6.884,0.0,0.0,0.0
10.7,1.0,0.0,10.761691,1.121246,12.358,13.355,0.99,7.652,7.849,0.0,0.0,0.0
29.4,1.0,1.1,9.315226,0.96862,12.186,13.186,0.84,7.794,8.462,0.0,0.0,0.0
29.4,1.0,1.1,7.606842,0.842976,12.4552,13.9425,0.8434,7.4285,8.2987,0.0,0.0,0.0
41.0,1.0,0.0,8.820909,0.989008,13.1118,13.9368,0.6878,8.3343,8.5196,0.0,0.0,0.0
17.0,1.0,1.3,13.596865,1.585851,13.6123,14.3012,0.8039,7.7334,7.8339,11.0,0.0,0.0
10.4,1.0,0.0,7.252159,0.761349,11.8384,13.1678,0.8621,8.2879,8.9828,0.0,0.0,0.0
10.4,1.0,0.0,7.608549,0.787401,12.359,13.215,0.89,7.449,7.469,0.0,0.0,0.0
9.7,1.0,1.1,8.856414,1.053911,13.638,14.389,0.45,7.76,7.969,0.0,0.0,0.0
9.7,1.0,1.1,8.895462,1.019652,13.2549,13.9305,0.6479,6.9867,7.0647,0.0,0.0,0.0
35.5,1.0,1.5,6.273424,0.778472,15.0445,15.0634,0.5048,7.2728,8.2127,255.0,316.0,122.0
10.7,1.0,0.0,7.51992,0.683814,11.397,11.789,0.94,6.954,6.954,0.0,0.0,0.0
10.7,1.0,0.0,9.620431,1.004871,13.055,13.3579,1.03,7.829,7.966,0.0,0.0,0.0
41.0,1.0,0.5212540911101282,10.498902,1.19384,13.0477,13.8851,0.6076,8.7796,8.8018,0.0,0.0,0.0
10.4,1.0,0.0,6.856305,0.771533,13.0049,13.8484,0.6254,8.5115,8.5763,0.0,0.0,0.0
10.7,1.0,0.0,8.988704,0.969672,12.737,13.55,0.8,8.338,8.338,0.0,0.0,0.0
35.0,1.0,1.2,11.971988,1.367881,13.8903,14.0798,0.6086,7.5705,7.6973,0.0,0.0,0.0
14.0,1.0,1.0,8.378804,0.910464,12.8327,13.5412,0.715,7.8794,8.0366,0.0,0.0,0.0
35.5,1.0,1.1,5.936128,0.719216,14.1551,14.7889,0.6119,7.1347,7.8484,255.0,339.0,111.0
10.7,1.0,0.0,8.853192,0.937741,13.049,13.3485,0.745,6.77,6.77,0.0,0.0,0.0
14.0,1.0,0.0,7.149692,0.813635,13.2129,14.1755,0.8064,7.5471,7.9206,0.0,261.0,0.0
29.5,1.0,0.0,7.817267,0.838678,12.8962,13.562,0.9191,7.5669,8.5376,0.0,0.0,0.0
46.5,1.0,1.1,9.600842,0.9109,11.4369,12.2859,0.9807,9.6061,9.7812,397.0,470.0,173.0
58.3,1.0,1.1,5.25825,0.601689,13.6194,14.0899,0.6756,7.6042,9.7788,345.0,494.0,302.0
14.0,1.0,0.0,5.191591,0.578602,13.172,13.858,0.76,6.859,6.937,0.0,261.0,0.0
41.0,1.0,0.5212540911101282,11.556595,1.265877,13.431,13.5485,0.54,7.64,7.941,0.0,0.0,0.0
12.3,1.0,1.1,5.994265,0.690557,13.5006,14.2068,0.7226,6.1298,6.2015,0.0,0.0,0.0
58.3,1.0,0.0,6.349465,0.766804,13.7129,14.8223,0.6812,7.2397,7.6488,0.0,0.0,0.0
29.5,1.0,0.0,8.169975,0.762264,11.146,12.227,1.11,7.448,11.097,0.0,0.0,0.0
12.0,1.0,0.0,10.964612,1.09079,11.888,13.0711,1.1944,3.3244,3.3303,90.0,130.0,101.0
14.0,1.0,1.0,6.813401,0.78727,12.965,14.284,0.735,7.919,8.214,0.0,0.0,0.0
14.0,1.0,1.0,8.01173,0.876031,12.7147,13.7355,0.8782,8.097,8.3975,0.0,0.0,0.0
11.0,1.0,1.2,5.867429,0.689751,13.204,14.289,0.673,8.062,8.133,165.0,313.0,525.0
28.0,1.0,1.5,8.962094,1.09746,13.7459,14.8489,0.5971,7.7561,7.9303,188.0,193.0,287.0
46.5,1.0,1.5,9.075642,1.015204,12.8532,14.1566,1.0326,6.9478,6.9813,377.0,174.0,437.0
10.4,1.0,0.0,7.058925,0.69691,11.4842,12.6405,0.9834,9.0518,9.0518,0.0,0.0,0.0
12.5,1.0,1.1,6.147908,0.740799,13.9145,14.6636,0.6466,7.2453,7.3742,0.0,0.0,0.0
14.0,1.0,1.0,7.595253,0.868161,12.9248,14.13,0.8194,8.0795,8.3324,0.0,0.0,0.0
10.1,1.0,1.1,6.295883,0.660787,12.031,13.331,0.84,7.08,7.592,210.0,419.0,57.0
11.5,1.0,1.2,4.16132,0.518957,13.583,15.0212,0.675,7.409,7.698,217.0,179.0,248.0
35.0,1.0,1.2,6.891886,0.839158,13.9352,14.9238,0.719,7.3538,7.9696,0.0,0.0,0.0
9.0,1.0,0.0,5.268498,0.631975,13.531,14.8711,0.825,8.867,10.114,0.0,0.0,0.0
61.0,1.0,0.0,7.754485,0.872486,12.9098,14.1827,0.951,7.1415,7.1874,0.0,0.0,0.0
33.1,1.0,0.0,8.274488,1.020532,13.6091,15.1049,0.7588,7.7396,7.7666,0.0,0.0,0.0
33.1,1.0,0.0,7.52441,0.938786,13.951,15.249,0.665,5.934,8.651,0.0,0.0,0.0
27.0,1.0,1.1,5.85488,0.750282,14.5445,15.3846,0.5721,7.4126,7.7649,0.0,0.0,0.0
10.4,1.0,0.0,9.804662,1.037334,12.2232,13.2356,0.7845,8.1519,8.3172,0.0,0.0,0.0
14.0,1.0,1.0,6.700184,0.815666,13.8347,14.9484,0.8112,8.0208,8.1872,0.0,0.0,0.0
28.0,1.0,1.5,7.360326,0.69209,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,167.0,151.0,295.0
14.5,1.0,0.0,10.449804,1.000039,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
47.6,1.0,0.0,8.368723,0.816787,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,0.0,0.0,0.0
10.1,1.0,1.1,6.354045,0.701547,12.511,13.6719,0.63,8.758,8.817,157.0,412.0,126.0
10.1,1.0,1.1,4.622988,0.44946,11.141,12.487,0.76,7.707,8.177,155.0,125.0,382.0
43.5,1.0,1.5,3.748199,0.375855,11.881,13.181,1.21,6.999,7.164,172.0,326.0,178.0
18.1,1.0,0.0,2.915193,1.057002,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,109.0,244.0,47.0
10.1,1.0,1.1,8.326728,0.944612,13.606,14.028,0.47,7.538,7.615,143.0,175.0,372.0
11.0,1.0,1.2,5.904915,0.66946,12.8161,14.1697,0.7791,8.2537,8.3896,103.0,310.0,522.0
43.5,1.0,1.5,4.822971,0.576398,13.999,15.017,0.74,7.44,8.128,165.0,315.0,155.0
43.5,1.0,0.0,5.753963,0.629528,12.4705,13.8667,0.9181,8.6943,8.8006,165.0,308.0,157.0
46.6,1.0,0.0,11.633676,1.142171,11.9405,12.944,1.14,6.7609,6.8816,192.0,247.0,392.0
45.6,1.0,1.0,2.223689,0.229991,12.227,13.749,1.05,8.188,8.188,210.0,115.0,407.0
11.2,1.0,1.1,8.81587,1.004543,13.5136,14.2872,0.7398,8.6151,8.8309,0.0,0.0,0.0
28.5,1.0,0.0,8.68216,0.92527,12.802,13.3912,0.78,6.902,7.012,0.0,0.0,0.0
46.5,1.0,1.1,8.858126,0.986809,12.646,14.093,0.91,10.069,10.381,312.0,485.0,158.0
46.4,1.0,1.2,5.005521,0.589131,13.387,14.798,0.9,7.408,7.455,194.0,455.0,279.0
28.5,1.0,0.0,8.375727,0.936051,13.0398,14.0179,0.8748,7.0394,7.0509,0.0,0.0,0.0
2.2,2.0,0.0,3.814052,0.249712,8.052,9.647,1.35,13.81,14.029,111.0,236.0,221.0
8.0,1.0,1.3,11.118383,1.377231,13.458,15.34,0.895,7.615,7.846,200.0,291.0,354.0
39.5,1.0,1.2,7.623254,0.87362,13.7152,14.1342,0.5185,7.3874,8.4575,163.0,169.0,389.0
27.5,1.0,1.3,8.441354,0.950238,12.606,14.208,0.99,7.078,7.078,105.0,272.0,218.0
46.5,1.0,1.3,6.53781,0.670163,11.6379,13.0344,0.9175,7.519,7.6747,312.0,284.0,485.0
10.5,1.0,0.0,8.250306,0.0,0.0,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,135.0,306.0,252.0
27.5,1.0,1.3,8.011527,0.904668,12.619,14.115,0.9,7.425,7.738,105.0,272.0,218.0
29.1,1.0,0.0,10.562524,0.951956,11.0222,12.1749,1.2541,7.7079,7.8748,0.0,0.0,0.0
30.0,1.0,0.0,6.254851,0.703136,12.3524,13.9514,0.7193,8.4652,9.2037,0.0,0.0,0.0
33.1,1.0,0.0,16.950048,1.836375,12.112,13.831,1.08,8.164,8.164,0.0,0.0,0.0
8.0,1.0,1.2,6.030107,0.691394,12.928,14.12,0.74,8.287,8.287,118.0,175.0,325.0
8.0,1.0,1.1,11.390849,1.276937,12.531,13.976,0.837,7.851,7.997,205.0,291.0,354.0
18.1,1.0,1.2,8.639418,0.937747,12.589,13.3412,0.6136,9.0906,9.3211,114.0,176.0,321.0
46.5,1.0,1.2,7.030862,0.813479,12.5988,14.4563,0.9242,8.1849,8.1849,312.0,240.0,397.0
46.0,1.0,0.0,8.514537,0.979439,12.6319,14.4114,0.9158,7.8369,7.871,0.0,0.0,0.0
5.5,1.0,1.1,9.539581,1.093699,13.393,14.203,0.613,8.458,9.482,104.0,266.0,247.0
8.0,1.0,1.1,8.826238,1.074061,14.2429,14.8942,0.5253,7.4729,7.6038,169.0,269.0,379.0
18.1,1.0,0.8,9.433302,1.096021,13.955,14.185,0.45,8.061,8.235,120.0,170.0,369.0
46.4,1.0,1.1,6.834648,0.836208,13.287,14.9344,0.5553,7.9338,8.5272,201.0,274.0,188.0
46.0,1.0,0.0,10.266188,0.981167,11.758,12.386,0.82,10.515,10.605,0.0,0.0,0.0
5.5,1.0,1.1,11.719993,1.159159,11.6201,12.4364,0.5403,8.8507,9.0561,104.0,87.0,355.0
5.5,1.0,1.1,14.065393,1.499554,12.483,13.965,0.99,5.746,7.127,104.0,331.0,182.0
18.1,1.0,1.5,5.532711,0.583175,12.2703,13.3565,0.7506,7.1475,8.0209,121.0,176.0,219.0
29.4,1.0,1.1,6.358928,0.72619,13.0738,14.2308,0.6571,6.5008,6.5968,105.0,295.0,163.0
28.0,1.0,1.5,6.722528,0.845283,14.0877,15.433,0.6783,7.0805,7.1239,143.0,151.0,295.0
21.0,1.0,1.0,14.159457,1.433068,11.9978,13.1801,1.0282,8.9507,9.227,0.0,0.0,0.0
29.1,1.0,0.0,10.235508,0.937906,10.6281,12.4542,1.2668,7.4664,9.6307,0.0,0.0,0.0
15.8,1.0,0.0,9.643822,1.056144,12.738,13.8153,0.777,8.078,8.259,0.0,0.0,0.0
33.8,1.0,0.0,5.250433,0.60022,13.471,14.3408,0.9254,5.1366,6.2906,0.0,0.0,0.0
6.5,1.0,1.1,8.033847,0.997959,14.209,15.2854,0.53,7.0322,7.2028,97.0,333.0,235.0
21.9,1.0,1.1,10.258896,1.12618,12.7253,13.7549,0.6576,8.0793,8.3053,0.0,0.0,0.0
35.0,1.0,0.5212540911101282,6.943535,0.704755,11.5806,13.0898,0.8059,9.0683,9.3767,0.0,13.0,0.0
8.0,1.0,1.2,9.899546,1.143936,13.1336,14.251,0.5673,7.7331,8.27,238.0,423.0,215.0
6.5,1.0,1.1,6.937948,0.815027,13.4236,14.3988,0.504,8.3408,9.9218,109.0,331.0,182.0
11.5,1.0,1.1,8.642934,1.118697,14.8257,15.6127,0.3111,7.1356,7.2321,0.0,0.0,0.0
46.0,1.0,0.0,8.470748,0.940077,12.334,14.0709,1.03,8.001,8.045,0.0,0.0,0.0
43.0,1.0,0.0,5.852833,0.567162,11.487,12.5567,0.97,10.752,10.847,0.0,0.0,0.0
33.1,1.0,0.0,6.654648,0.771249,13.623,14.471,0.65,8.907,8.907,0.0,0.0,0.0
36.2,1.0,0.0,7.19844,0.784961,12.433,13.807,0.865,9.094,9.235,170.0,276.0,174.0
6.5,1.0,1.1,7.608351,0.750846,11.593,13.031,1.11,5.162,12.157,99.0,335.0,237.0
6.5,1.0,1.1,9.87358,1.093521,12.9118,13.8972,0.6383,8.6008,9.3676,99.0,335.0,237.0
42.9,1.0,1.2,9.660014,1.172002,13.1262,14.8101,0.5033,8.6478,9.0337,194.0,111.0,192.0
33.5,1.0,0.0,12.118467,1.362134,13.1497,14.1345,0.7328,7.809,8.2838,0.0,0.0,0.0
33.1,1.0,0.0,7.550789,0.893868,13.696,14.453,0.545,7.265,7.34,0.0,0.0,0.0
33.1,1.0,0.0,7.742516,0.866361,12.9241,13.8805,0.6097,8.2291,8.7147,0.0,0.0,0.0
5.0,1.0,1.1,9.10638,1.034717,12.8721,14.2468,0.7034,9.6182,9.7252,135.0,220.0,362.0
5.5,1.0,0.0,7.935881,1.057002,12.58285,13.420150826067003,0.829615549662488,8.1407,8.728247772511848,139.0,176.0,77.0
21.9,1.0,1.1,11.147798,1.323325,13.261,14.6894,0.69,6.839,8.789,0.0,0.0,0.0
10.0,1.0,1.1,12.253284,1.417125,13.4824,14.4023,0.6531,7.3473,7.592,0.0,0.0,0.0
33.1,1.0,0.0,7.784674,0.880976,13.131,14.2493,0.86,7.019,7.607,0.0,0.0,0.0
9.7,1.0,1.5,11.865486,1.229695,11.9197,13.1785,0.7235,9.2548,9.3242,139.0,164.0,345.0
23.9,1.0,1.2,7.688939,0.903804,12.8114,14.3764,0.6689,7.1679,7.8976,163.0,114.0,329.0
23.9,1.0,1.2,3.72855,0.438523,12.582,14.464,0.55,6.317,12.931,163.0,114.0,329.0
