NOME,FAZ,TAL,dosismad,semsmad,edad,cortes,vejez,sacarosa,mes,periodo,TCH,lluvias,grupo_tenencia,pct_diatrea,sacarosa_nivel,TCH_nivel
LA RAMADA,80234,1,1.2,6.6,11.5,2,2.4,11.3,5,201905,142,159,2,4.0,Bajo,Medio
LA RAMADA,80234,1,0.8,9.0,12.1,3,2.7,13.1,6,202006,91,157,2,4.3,Medio,Bajo
LA RAMADA,80234,001A,1.1,18.7,15.5,1,2.4,13.3,6,201806,122,444,2,5.7,Alto,Bajo
LA RAMADA,80234,2,1.2,11.3,12.7,4,2.4,13.5,9,201909,152,93,2,3.6,Alto,Medio
LA REFORMA AGRICOLA,81484,21,1.0,7.7,12.0,2,3.0,13.2,3,202003,98,0,3,5.5,Alto,Bajo
LA REFORMA AGRICOLA,81484,30,1.0,7.4,11.9,2,1.6,13.5,3,202003,116,0,3,5.5,Alto,Bajo
LA ROCHELA,80328,4,0.5,8.0,14.1,1,3.5,13.1,10,201910,144,0,3,1.9,Medio,Medio
LA ROCHELA,80328,5,1.0,45.0,21.1,3,3.0,9.3,9,201709,129,778,3,2.2,Bajo,Bajo
LA ROCHELA,80328,5,0.5,7.4,14.1,1,3.4,13.7,10,201910,127,0,3,1.9,Alto,Bajo
LA ROCHELA,80328,7,0.8,8.4,12.4,2,3.0,14.2,9,201809,89,124,3,3.2,Alto,Bajo
LA ROCHELA,80328,7,0.5,7.0,12.9,3,3.7,13.2,10,201910,97,0,3,1.9,Alto,Bajo
LA ROCHELA,80328,8,0.5,7.3,14.2,1,4.5,13.1,10,201910,116,0,3,1.9,Medio,Bajo
LA ROCHELA,80328,9,0.5,7.3,13.2,2,4.3,14.3,10,201910,90,0,3,1.9,Alto,Bajo
LA RUISA,80699,1,0.6,8.7,13.8,3,1.8,13.0,5,201905,108,0,3,2.1,Medio,Bajo
LA RUISA,80699,1,0.5,5.1,12.5,4,2.0,12.8,5,202005,113,203,3,1.6,Medio,Bajo
LA SELVA SERNA,80672,001A,1.0,6.6,13.2,1,1.5,13.5,3,202003,122,83,3,7.3,Alto,Bajo
LA SELVA-SAN JOSE ,80579,2,1.0,9.7,12.9,4,2.8,13.3,11,202011,153,0,3,8.6,Alto,Medio
LA SELVA-SAN JOSE ,80579,3,0.8,6.6,12.6,2,2.0,12.3,5,201905,173,0,3,4.5,Bajo,Alto
LA TERTULIA,81069,1,0.8,9.1,12.0,2,2.2,13.8,9,201809,126,86,3,4.4,Alto,Bajo
LA TERTULIA,81069,1,0.8,7.6,11.8,3,2.8,13.5,9,201909,121,0,3,4.4,Alto,Bajo
LA TERTULIA,81069,1,0.8,9.1,12.2,4,2.8,13.8,9,202009,101,68,3,4.0,Alto,Bajo
LA TERTULIA,81069,2,0.8,9.6,12.1,2,2.9,13.3,9,201809,120,91,3,4.4,Alto,Bajo
LA TERTULIA,81069,2,0.8,7.7,11.7,3,2.2,13.4,9,201909,101,0,3,4.4,Alto,Bajo
LA TERTULIA,81069,2,0.8,9.3,12.2,4,2.1,14.5,9,202009,74,68,3,4.8,Alto,Bajo
LA TRAMPA.,80240,1,1.2,8.6,12.9,2,2.1,11.1,6,201706,181,217,2,2.6,Bajo,Alto
LA TRAMPA.,80240,1,1.2,3.7,11.1,4,2.3,11.0,6,201906,163,129,2,3.1,Bajo,Alto
LA TRAMPA.,80240,1,0.8,7.6,11.8,5,3.0,12.6,5,202005,151,69,2,3.7,Medio,Medio
LA TRAMPA.,80240,2,1.2,8.9,12.9,2,2.6,11.9,6,201706,164,207,2,4.4,Bajo,Alto
LA TRAMPA.,80240,002A,1.3,6.4,12.2,1,2.5,13.4,9,201809,168,40,2,0.3,Alto,Alto
LA TRAMPA.,80240,002A,0.6,12.6,12.7,2,2.6,14.6,10,201910,136,95,2,6.9,Alto,Medio
LA TRAMPA.,80240,002A,0.8,11.3,12.9,3,2.3,14.1,10,202010,158,135,2,3.3,Alto,Alto
LA TRAMPA.,80240,002B,1.2,8.1,13.0,1,1.9,13.1,12,201612,176,335,2,3.1,Medio,Alto
LA UNION  MOLINA,80216,001A,0.8,11.1,13.9,1,10.2,15.5,10,202010,115,126,2,2.8,Alto,Bajo
LA UNION  MOLINA,80216,2,1.3,10.6,13.1,1,1.6,13.7,10,201810,171,162,2,4.7,Alto,Alto
LA UNION  MOLINA,80216,2,0.5,7.0,11.8,2,2.0,13.1,10,201910,147,96,2,3.4,Medio,Medio
LA UNION  MOLINA,80216,2,0.8,10.7,12.7,3,2.0,14.7,10,202010,106,110,2,2.6,Alto,Bajo
LA UNION  MOLINA,80216,3,1.0,9.4,13.3,1,2.1,12.8,7,201607,145,234,2,9.8,Medio,Medio
LA UNION  MOLINA,80216,3,1.2,15.7,14.8,2,1.7,13.5,10,201710,163,272,2,4.2,Alto,Alto
LA UNION  MOLINA,80216,3,1.3,7.7,11.6,3,1.7,12.8,10,201810,170,74,2,4.7,Medio,Alto
LA UNION  MOLINA,80216,3,0.5,7.1,11.8,4,1.8,12.8,10,201910,141,96,2,4.3,Medio,Medio
LA UNION  MOLINA,80216,3,0.8,10.9,12.7,5,1.9,15.0,10,202010,115,110,2,2.9,Alto,Bajo
LA UNION  MOLINA,80216,4,1.2,6.9,12.7,1,2.0,12.5,4,202004,141,137,2,3.8,Medio,Medio
LA UNION  MOLINA,80216,6,0.8,6.7,12.7,1,2.0,12.3,5,202005,142,143,2,2.7,Bajo,Medio
LA UNION 1,80352,1,1.0,12.4,15.0,1,2.7,13.3,10,201910,169,0,3,3.2,Alto,Alto
LA UNION 1,80352,1,0.8,5.1,11.8,2,2.4,13.4,10,202010,154,51,3,8.4,Alto,Alto
LA UNION 1,80352,002A,0.8,8.4,14.9,5,2.5,14.8,1,201901,140,170,3,7.5,Alto,Medio
LA UNION 1,80352,002B,0.8,5.6,11.7,2,2.3,13.8,10,202010,143,35,3,8.4,Alto,Medio
LA UNION 1,80352,3,0.8,5.3,12.2,2,2.4,12.8,4,201904,150,0,3,3.6,Medio,Medio
LA UNION 1,80352,3,0.8,12.4,12.8,3,2.6,13.5,5,202005,131,152,3,3.2,Alto,Bajo
LA UNION 1,80352,4,0.8,5.6,12.2,2,2.0,12.1,4,201904,194,0,3,3.6,Bajo,Alto
LA UNION 1,80352,4,0.8,12.9,12.9,3,3.1,13.0,5,202005,138,152,3,3.2,Medio,Medio
LA UNION 1,80352,5,0.8,5.1,11.6,2,2.8,14.6,10,202010,145,35,3,8.4,Alto,Medio
LA UNION 1,80352,6,0.8,8.6,14.8,2,2.5,13.5,1,201901,132,170,3,3.2,Alto,Bajo
LA UNION 1,80352,8,0.8,13.0,13.2,2,33.5,13.8,10,202010,157,112,3,8.4,Alto,Alto
LA UNION SAN PIETRO,82505,8,0.8,6.1,12.7,1,2.6,13.5,6,202006,122,104,2,2.7,Alto,Bajo
LA UNION SAN PIETRO,82505,10,0.8,6.4,12.4,1,2.3,12.6,6,202006,123,78,2,2.7,Medio,Bajo
LA UNION SAN PIETRO,82505,010B,1.2,23.6,17.4,2,3.0,12.1,1,201801,190,500,2,3.6,Bajo,Alto
LA UNION SAN PIETRO,82505,010B,1.2,4.6,11.9,3,3.7,12.9,1,201901,146,130,2,4.7,Medio,Medio
LA VEGA TANAKA,80566,1,1.1,13.3,13.6,2,1.9,11.3,8,201708,178,255,3,3.6,Bajo,Alto
LA VEGA TANAKA,80566,1,0.8,10.4,13.4,3,2.2,11.7,9,201809,186,13,3,3.0,Bajo,Alto
LA VEGA TANAKA,80566,1,0.8,9.6,12.7,5,1.8,12.8,10,202010,140,80,3,1.5,Medio,Medio
LA VEGA TANAKA,80566,3,1.2,9.7,13.0,2,3.2,11.8,1,202101,170,28,3,2.6,Bajo,Alto
LA VENTURA 2 REYES,80593,11,1.1,13.0,16.8,1,3.7,12.3,2,201802,170,504,3,17.8,Bajo,Alto
LA VENTURA 2 REYES,80593,11,1.0,8.6,11.8,2,3.1,12.6,2,201902,168,0,3,3.0,Medio,Alto
LA VENTURA 2 REYES,80593,11,0.8,8.1,12.2,3,3.9,13.0,2,202002,154,17,3,3.0,Medio,Alto
LA VENTURA AGROPECUARIA,80592,002A,1.0,15.9,15.1,3,3.9,11.2,2,201702,188,373,3,4.9,Bajo,Alto
LA VENTURA AGROPECUARIA,80592,3,1.1,13.3,16.4,1,3.1,12.4,2,201802,157,474,3,9.5,Bajo,Alto
LA VENTURA AGROPECUARIA,80592,3,1.0,8.1,11.6,2,2.8,12.4,1,201901,146,0,3,9.5,Bajo,Medio
LA VENTURA AGROPECUARIA,80592,3,0.8,12.3,13.2,3,2.5,13.4,3,202003,115,103,3,5.9,Alto,Bajo
LA VENTURA AGROPECUARIA,80592,4,1.1,9.7,15.9,3,1.9,12.2,1,201801,173,625,3,8.5,Bajo,Alto
LA VENTURA AGROPECUARIA,80592,4,1.0,7.7,12.4,4,3.1,12.7,1,201901,146,0,3,9.5,Medio,Medio
LA VENTURA AGROPECUARIA,80592,4,0.8,7.9,12.3,5,3.1,12.7,2,202002,118,17,3,4.6,Medio,Bajo
LA VENTURA AGROPECUARIA,80592,5,1.1,12.7,16.5,3,4.1,11.7,2,201802,166,499,3,8.5,Bajo,Alto
LA VENTURA AGROPECUARIA,80592,5,1.0,7.9,11.7,4,2.8,13.5,1,201901,139,0,3,9.5,Alto,Medio
LA VENTURA AGROPECUARIA,80592,5,0.8,8.1,12.4,5,3.3,13.7,2,202002,107,17,3,4.6,Alto,Bajo
LA VICTORIA,80176,1,1.2,7.1,12.9,1,2.5,14.0,3,201903,154,56,2,2.7,Alto,Alto
LA VICTORIA,80176,1,1.2,9.4,12.7,2,2.0,14.3,4,202004,130,47,2,2.4,Alto,Bajo
LA VICTORIA,80176,2,1.1,7.0,13.6,1,3.2,12.2,12,201712,151,231,2,4.4,Bajo,Medio
LA VICTORIA,80176,2,1.5,9.6,12.0,2,3.1,12.9,12,201812,141,154,2,2.7,Medio,Medio
LA VICTORIA,80176,2,1.2,8.7,12.6,3,2.6,13.4,12,201912,138,214,2,4.4,Alto,Medio
LA VICTORIA,80176,2,0.8,9.4,12.8,4,3.3,13.5,1,202101,123,228,2,4.4,Alto,Bajo
LAS ARDITAS RISARALDA,81186,11,1.4,23.3,18.9,1,6.3,12.5,7,201807,149,0,3,3.2,Medio,Medio
LAS ARDITAS RISARALDA,81186,16,1.4,17.9,18.7,1,7.2,12.8,6,201806,149,0,3,3.2,Medio,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,1,0.8,7.0,11.9,2,3.4,11.0,6,201606,149,202,3,6.4,Bajo,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,1,1.0,14.7,15.9,3,2.3,13.8,10,201710,144,136,3,3.5,Alto,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,1,1.0,5.6,12.1,5,2.2,12.6,10,201910,135,0,3,4.6,Medio,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,1,1.0,8.6,12.3,6,2.1,13.5,11,202011,122,0,3,2.6,Alto,Bajo
LAS CEIBAS AGROPE. CALLEJON,80669,3,1.0,5.3,12.1,5,2.0,12.9,10,201910,141,0,3,4.6,Medio,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,3,1.0,8.1,12.3,6,2.3,13.7,11,202011,134,33,3,2.6,Alto,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,4,0.8,6.7,11.8,3,2.8,11.6,6,201606,151,236,3,8.5,Bajo,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,4,1.0,14.6,16.0,4,2.9,14.6,10,201710,136,136,3,2.2,Alto,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,4,1.0,5.4,12.1,6,2.2,12.7,10,201910,139,0,3,4.6,Medio,Medio
LAS CEIBAS AGROPE. CALLEJON,80669,4,1.0,8.1,12.3,7,2.4,13.8,11,202011,140,33,3,2.6,Alto,Medio
LAS MERCEDES ORTEGA,80318,1,1.0,9.6,13.6,1,3.1,12.6,3,201703,170,41,3,10.2,Medio,Alto
LAS MERCEDES ORTEGA,80318,1,1.2,11.1,14.2,2,2.7,11.7,6,201806,172,0,3,20.5,Bajo,Alto
LAS MERCEDES ORTEGA,80318,1,1.0,9.1,12.9,3,2.2,11.8,6,201906,132,0,3,21.6,Bajo,Bajo
LAS MERCEDES ORTEGA,80318,2,1.0,9.7,13.7,1,2.8,12.0,3,201703,148,41,3,10.2,Bajo,Medio
LAS MERCEDES ORTEGA,80318,2,1.2,10.1,13.9,2,2.7,12.5,5,201805,156,0,3,20.5,Medio,Alto
LAS MERCEDES ORTEGA,80318,2,1.0,8.0,12.8,3,2.3,10.8,6,201906,125,0,3,21.6,Bajo,Bajo
LOS RANCHOS ORTEGA,81429,1,0.8,10.0,14.2,1,2.1,12.8,3,202003,158,0,3,2.7,Medio,Alto
LOS SAMANES,82516,1,0.8,3.6,11.3,5,16.4,11.8,9,202009,88,28,2,4.1,Bajo,Bajo
LOTE ARZAYUZ DIEGO DORRONSORO,80170,24,1.2,13.0,15.1,2,1.9,12.3,10,201710,212,203,2,7.3,Bajo,Alto
LOTE ARZAYUZ DIEGO DORRONSORO,80170,24,1.4,8.9,12.1,3,2.1,13.4,10,201810,146,123,2,6.2,Alto,Medio
LOTE ARZAYUZ DIEGO DORRONSORO,80170,24,1.2,6.6,11.6,4,1.6,13.3,10,201910,151,83,2,2.6,Alto,Medio
LOTE ARZAYUZ DIEGO DORRONSORO,80170,24,0.8,10.1,12.4,5,1.5,13.8,10,202010,143,164,2,4.5,Alto,Medio
LOTE ARZAYUZ DIEGO DORRONSORO,80170,025B,0.5,7.6,13.4,1,2.9,13.5,10,201910,170,78,2,2.6,Alto,Alto
LOTE ARZAYUZ DIEGO DORRONSORO,80170,025B,0.8,10.4,12.5,2,2.4,13.0,10,202010,182,164,2,4.5,Medio,Alto
LOTE ARZAYUZ DIEGO DORRONSORO,80170,26,1.2,4.4,12.1,1,2.2,13.4,4,201904,172,133,2,4.5,Alto,Alto
LOTE ARZAYUZ DIEGO DORRONSORO,80170,26,1.0,8.3,11.8,2,1.8,14.1,4,202004,140,56,2,3.0,Alto,Medio
LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,1.0,5.4,12.0,2,3.3,12.4,7,201507,144,57,2,5.6,Bajo,Medio
LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,1.2,13.1,14.1,4,2.0,12.4,10,201710,162,135,2,4.9,Bajo,Alto
LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,1.4,9.0,12.1,5,2.2,14.0,10,201810,146,123,2,6.2,Alto,Medio
LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,1.2,6.7,11.6,6,2.2,12.6,10,201910,139,91,2,2.6,Medio,Medio
LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,0.8,10.3,12.4,7,1.7,13.0,10,202010,141,164,2,4.5,Medio,Medio
LOTE ARZAYUZ DIEGO DORRONSORO,80170,27,1.2,17.1,14.0,1,2.2,12.5,3,201703,191,377,2,1.1,Medio,Alto
LOTE ARZAYUZ DIEGO DORRONSORO,80170,27,1.4,8.9,12.9,2,2.0,11.9,4,201804,170,156,2,2.5,Bajo,Alto
LOTE ARZAYUZ DIEGO DORRONSORO,80170,27,1.2,6.6,11.6,3,1.6,12.4,4,201904,160,114,2,2.8,Bajo,Alto
LOTE ARZAYUZ DIEGO DORRONSORO,80170,27,1.0,8.0,11.8,4,1.8,13.6,4,202004,131,56,2,3.0,Alto,Bajo
LOTE SAA,80195,1,1.7,21.3,16.3,1,1.9,12.9,10,201710,164,504,2,4.4,Medio,Alto
LOTE SAA,80195,1,1.3,11.6,12.9,2,2.0,14.8,11,201811,145,139,2,4.4,Alto,Medio
LOTE SAA,80195,1,1.0,7.4,11.7,3,1.0,13.0,10,201910,134,338,2,4.4,Medio,Medio
LOTE SAA,80195,1,1.0,12.1,13.1,4,1.0,14.4,12,202012,117,244,2,4.4,Alto,Bajo
LUISIANA,80458,1,1.0,5.0,13.5,3,1.7,12.3,5,201805,158,0,3,5.0,Bajo,Alto
LUISIANA,80458,2,1.0,7.7,14.0,3,1.9,12.1,5,201805,149,0,3,5.0,Bajo,Medio
LUISIANA,80458,2,0.8,11.0,12.5,4,2.5,12.2,5,201905,147,0,3,3.2,Bajo,Medio
LUISIANA,80458,2,0.8,3.6,12.0,5,3.5,12.9,5,202005,130,0,3,2.4,Medio,Bajo
MALABAR,81467,2,1.0,14.0,14.3,4,3.6,13.0,5,201905,99,0,3,2.6,Medio,Bajo
MALABAR,81467,2,0.8,7.3,13.6,5,12.2,12.3,6,202006,119,59,3,1.6,Bajo,Bajo
MALABAR,81467,3,1.0,13.7,14.2,1,3.7,12.7,5,201905,73,0,3,2.6,Medio,Bajo
MALABAR,81467,3,0.8,7.0,13.6,2,4.3,11.3,6,202006,110,59,3,1.6,Bajo,Bajo
MALABAR,81467,4,1.0,14.4,14.4,4,3.4,13.3,5,201905,101,0,3,3.0,Alto,Bajo
MALABAR,81467,4,0.8,6.7,13.4,5,6.8,11.3,6,202006,112,59,3,1.6,Bajo,Bajo
MALABAR,81467,5,1.0,13.1,13.3,4,3.2,13.3,8,201908,94,0,3,2.6,Alto,Bajo
MALABAR,81467,5,0.8,12.6,13.2,5,3.6,12.8,9,202009,119,134,3,2.5,Medio,Bajo
MALABAR,81467,005A,0.8,7.1,13.5,5,5.5,12.0,6,202006,130,59,3,1.6,Bajo,Bajo
MALABAR,81467,8,1.0,12.7,14.9,4,4.3,12.9,1,202001,89,0,3,1.6,Medio,Bajo
MALABAR,81467,010A,1.0,13.0,14.9,4,3.7,12.4,1,202001,95,0,3,1.5,Bajo,Bajo
MALAGANA 2,80468,7,1.3,7.9,12.4,1,1.8,13.1,8,201808,151,136,3,1.2,Medio,Medio
MALAGANA 2,80468,8,1.3,7.7,12.4,1,2.5,12.7,8,201808,161,136,3,4.6,Medio,Alto
MALAGANA 2,80468,9,1.3,7.9,12.4,1,2.7,12.8,8,201808,152,136,3,4.6,Medio,Medio
MALAGANA 2,80468,009C,1.3,7.9,12.4,1,20.5,12.7,8,201808,192,136,3,4.6,Medio,Alto
MALAGANA MARTHA,80172,1,1.2,10.9,13.5,1,2.4,13.0,4,201904,183,246,2,2.5,Medio,Alto
MALAGANA MARTHA,80172,1,1.2,6.3,11.4,2,2.7,12.4,4,202004,146,53,2,4.4,Bajo,Medio
MALAGANA MARTHA,80172,2,1.2,11.0,13.6,1,2.2,12.2,4,201904,174,246,2,1.9,Bajo,Alto
MALAGANA MARTHA,80172,4,1.2,10.7,13.4,1,2.3,11.4,4,201904,207,246,2,2.5,Bajo,Alto
MALAGANA MARTHA,80172,4,1.2,5.9,11.3,2,3.2,10.6,4,202004,147,35,2,4.4,Bajo,Medio
MALAGANA MARTHA,80172,6,1.2,11.0,13.5,1,6.1,12.8,4,201904,165,246,2,2.5,Medio,Alto
MALAGANA MARTHA,80172,6,1.2,6.1,11.3,2,2.1,11.4,4,202004,126,35,2,4.4,Bajo,Bajo
MALIBU,80164,4,0.8,8.7,13.0,1,3.1,12.5,5,202005,163,126,2,3.0,Medio,Alto
MARIA CLAUDIA,80218,2,0.8,8.0,12.4,2,2.7,13.3,12,201512,146,157,2,6.8,Alto,Medio
MARIA CLAUDIA,80218,2,0.8,9.3,11.7,5,2.4,12.7,4,201904,112,147,2,2.9,Medio,Bajo
MARSELLA,80114,501,1.2,5.3,12.1,3,2.7,12.1,12,201612,157,240,1,6.4,Bajo,Alto
MARSELLA,80114,501,1.3,8.4,11.7,5,3.0,13.6,1,201901,153,69,1,3.6,Alto,Medio
MARSELLA,80114,502,1.2,6.7,11.4,2,5.8,12.9,4,202004,112,95,1,5.1,Medio,Bajo
MARSELLA,80114,502A,1.2,4.9,12.6,1,2.4,12.0,4,201904,126,181,1,4.2,Bajo,Bajo
MARSELLA,80114,505A,0.8,12.3,13.0,4,3.1,13.7,11,202011,145,111,1,2.4,Alto,Medio
MARSELLA,80114,505C,1.2,13.1,14.8,1,3.1,12.9,10,201710,162,198,1,5.4,Medio,Alto
MARSELLA,80114,505C,1.3,9.1,12.0,2,2.7,13.5,10,201810,155,132,1,3.5,Alto,Alto
MARSELLA,80114,505C,1.2,6.3,11.8,3,2.5,12.7,10,201910,151,90,1,2.9,Medio,Medio
MARSELLA,80114,506A,1.2,6.9,11.8,2,2.3,12.8,3,202003,167,30,1,2.4,Medio,Alto
MARSELLA,80114,507,1.6,9.7,12.9,2,2.3,10.9,6,201706,188,431,1,4.6,Bajo,Alto
MARSELLA,80114,507,1.5,5.0,11.5,3,2.0,12.0,5,201805,145,109,1,2.4,Bajo,Medio
MARSELLA,80114,507,0.8,3.7,11.1,5,5.0,11.7,4,202004,144,93,1,3.3,Bajo,Medio
MARSELLA,80114,507A,1.2,6.3,11.3,4,2.4,12.3,5,201905,158,115,1,4.1,Bajo,Alto
MARSELLA,80114,508,1.2,13.3,14.8,1,7.0,11.9,10,201710,172,193,1,6.9,Bajo,Alto
MARSELLA,80114,508,1.3,9.0,12.1,2,2.9,13.4,10,201810,138,135,1,3.6,Alto,Medio
MARSELLA,80114,508,1.2,9.3,12.3,3,2.4,12.8,10,201910,144,159,1,4.4,Medio,Medio
MARSELLA,80114,508,1.0,10.0,12.4,4,2.1,12.7,11,202011,133,87,1,2.4,Medio,Bajo
MARSELLA,80114,513,0.8,10.9,12.1,3,2.3,12.9,9,202009,157,45,1,6.0,Medio,Alto
MARSELLA,80114,514,1.0,10.6,12.6,3,2.0,13.8,9,201909,167,46,1,3.1,Alto,Alto
MARSELLA,80114,514,0.8,8.7,12.0,4,2.7,12.4,9,202009,138,45,1,6.0,Bajo,Medio
MARSELLA,80114,514Z,1.5,10.6,12.8,2,29.9,13.6,8,201808,168,147,1,3.0,Alto,Alto
MARSELLA,80114,515,1.2,9.3,12.5,3,2.9,13.0,10,201610,174,267,1,6.7,Medio,Alto
MARSELLA,80114,515,1.5,8.0,11.8,5,7.1,13.6,2,201902,165,14,1,2.0,Alto,Alto
MARSELLA,80114,515,1.2,9.3,12.7,6,2.6,13.6,3,202003,149,56,1,3.1,Alto,Medio
MARSELLA,80114,517B,1.0,10.7,13.0,2,1.4,14.7,9,201909,153,103,1,2.4,Alto,Medio
MARSELLA,80114,517B,0.8,11.0,12.5,3,2.0,13.0,9,202009,155,51,1,6.0,Medio,Alto
MARSELLA,80114,517C,1.0,8.1,12.0,3,1.5,13.9,11,201511,151,115,1,5.4,Alto,Medio
MARSELLA,80114,517C,1.0,6.9,12.3,4,3.5,11.8,12,201612,148,238,1,6.0,Bajo,Medio
MARSELLA,80114,517C,1.2,7.0,11.8,6,2.6,13.1,3,201903,114,46,1,4.6,Medio,Bajo
MARSELLA,80114,518,1.2,9.3,12.2,2,2.2,13.7,3,202003,183,36,1,3.1,Alto,Alto
MARSELLA,80114,518A,1.2,7.1,11.7,5,15.0,12.9,4,202004,145,94,1,6.0,Medio,Medio
MARSELLA,80114,519,1.0,9.4,12.3,3,2.1,12.9,11,202011,175,113,1,2.4,Medio,Alto
MARSELLA,80114,520A,1.5,5.4,10.9,6,2.1,12.4,6,201806,107,85,1,3.8,Bajo,Bajo
MARSELLA,80114,520A,0.8,7.0,11.9,8,19.8,12.6,6,202006,109,53,1,6.0,Medio,Bajo
MARSELLA,80114,521,0.8,6.7,11.9,5,2.2,12.9,6,202006,145,51,1,6.0,Medio,Medio
MARSELLA,80114,521A,1.6,9.9,12.4,5,2.2,11.5,6,201706,159,262,1,6.5,Bajo,Alto
MARSELLA,80114,521A,1.5,5.3,11.5,6,1.9,12.3,6,201806,135,113,1,5.4,Bajo,Medio
MARSELLA,80114,521B,1.6,9.9,12.5,2,2.4,11.7,6,201706,166,268,1,6.3,Bajo,Alto
MARSELLA,80114,521B,1.5,5.4,11.5,3,2.3,12.6,6,201806,133,113,1,5.8,Medio,Bajo
MARSELLA,80114,522B,0.8,6.6,11.8,6,7.2,12.9,5,202005,140,54,1,6.0,Medio,Medio
MARSELLA,80114,522B,1.7,8.7,13.9,1,2.8,12.7,3,201803,156,251,1,3.1,Medio,Alto
MARSELLA,80114,522C,1.6,10.0,12.5,3,2.7,11.5,6,201706,167,336,1,7.8,Bajo,Alto
MARSELLA,80114,522C,1.5,5.1,11.4,4,1.8,12.2,5,201805,128,109,1,5.4,Bajo,Bajo
MARSELLA,80114,601,1.2,6.6,11.6,2,2.8,13.8,3,202003,154,30,1,2.9,Alto,Alto
MARSELLA,80114,601A,1.2,12.9,12.9,2,1.8,13.1,9,201909,118,88,1,2.4,Medio,Bajo
MARSELLA,80114,601A,0.8,10.7,12.4,3,2.1,15.1,9,202009,101,45,1,6.0,Alto,Bajo
MARSELLA,80114,608,1.4,5.6,14.4,2,3.0,12.5,11,201711,186,181,1,6.9,Medio,Alto
MARSELLA,80114,608,1.2,8.1,11.7,3,6.1,12.9,11,201811,162,141,1,4.6,Medio,Alto
MILAN JOSE IGNACIO,81148,4,1.0,5.7,12.1,2,2.5,14.0,9,201509,153,0,3,4.4,Alto,Medio
MILAN JOSE IGNACIO,81148,4,0.8,9.4,11.7,5,2.8,13.5,10,201810,110,0,3,2.1,Alto,Bajo
MILAN JOSE IGNACIO,81148,4,0.6,12.4,11.6,6,2.5,13.3,10,201910,149,0,3,2.5,Alto,Medio
MILAN JOSE IGNACIO,81148,4,0.8,13.1,11.4,7,2.0,13.0,9,202009,131,14,3,4.4,Medio,Bajo
MILAN-TENORIO,81143,3,1.0,7.6,11.9,2,2.3,12.5,4,201604,186,198,3,7.6,Medio,Alto
MILAN-TENORIO,81143,3,1.0,6.3,11.8,4,4.5,12.4,6,201806,137,145,3,2.9,Bajo,Medio
MILAN-TENORIO,81143,3,0.8,10.0,12.8,5,2.3,12.8,7,201907,162,0,3,2.7,Medio,Alto
MILAN-TENORIO,81143,3,0.8,8.7,11.7,6,2.5,13.4,6,202006,145,18,3,2.1,Alto,Medio
MILAN-TENORIO,81143,4,0.8,8.9,11.9,2,2.0,12.1,7,202007,169,18,3,2.1,Bajo,Alto
MILAN-TENORIO,81143,5,0.8,4.3,12.1,4,2.2,12.9,11,201811,169,0,3,3.1,Medio,Alto
MILAN-TENORIO,81143,5,1.0,8.7,12.5,5,2.2,13.0,12,201912,164,0,3,1.1,Medio,Alto
MILAN-TENORIO,81143,5,0.8,6.6,11.9,6,1.6,12.7,12,202012,151,0,3,2.6,Medio,Medio
MILAN-TENORIO,81143,8,1.0,13.4,14.2,1,4.3,12.5,6,201906,177,0,3,2.8,Medio,Alto
MILAN-TENORIO,81143,8,0.8,6.0,11.5,2,2.4,12.0,6,202006,166,21,3,2.1,Bajo,Alto
MILAN-TENORIO,81143,9,1.0,13.1,14.3,1,2.2,12.3,6,201906,171,0,3,2.7,Bajo,Alto
MILAN-TENORIO,81143,9,0.8,5.7,11.5,2,2.7,11.8,6,202006,163,21,3,2.1,Bajo,Alto
MILAN-TENORIO,81143,12,1.0,10.1,12.8,3,2.2,11.8,6,201606,181,430,3,7.6,Bajo,Alto
MILAN-TENORIO,81143,12,1.2,9.3,12.0,5,4.6,13.4,9,201809,150,85,3,2.5,Alto,Medio
MILAN-TENORIO,81143,12,1.0,7.0,11.3,6,2.5,13.3,9,201909,157,0,3,2.7,Alto,Alto
MILAN-TENORIO,81143,12,0.8,9.1,12.1,7,1.7,13.0,9,202009,151,74,3,2.8,Medio,Medio
MILAN-TENORIO,81143,14,0.8,9.6,12.1,5,2.7,12.6,10,201810,176,85,3,2.8,Medio,Alto
MILAN-TENORIO,81143,15,1.0,9.6,13.3,1,2.0,13.6,9,201909,158,0,3,2.7,Alto,Alto
MILAN-TENORIO,81143,15,0.8,9.3,12.3,2,2.0,13.6,9,202009,154,74,3,3.8,Alto,Alto
