NOME,FAZ,TAL,dosismad,semsmad,edad,cortes,vejez,sacarosa,mes,periodo,TCH,lluvias,grupo_tenencia,pct_diatrea,sacarosa_nivel,TCH_nivel
MILAN-TENORIO,81143,16,1.0,9.7,12.8,1,2.2,13.8,9,201909,152,0,3,2.7,Alto,Medio
MILAN-TENORIO,81143,16,0.8,9.6,12.3,2,1.8,12.4,9,202009,145,79,3,3.3,Bajo,Medio
MIRRINAQUE ,80275,19,0.8,10.9,13.3,2,2.9,13.0,1,202101,163,238,2,4.4,Medio,Alto
MOCOA,81485,10,0.8,10.0,12.5,1,16.9,12.2,8,201908,157,0,3,6.8,Bajo,Alto
MOCOA,81485,10,0.5,10.4,12.9,2,2.6,12.9,9,202009,160,0,3,2.9,Medio,Alto
MOCOA,81485,20,0.5,10.3,12.9,2,12.4,12.9,8,202008,159,0,3,2.9,Medio,Alto
MOCOA,81485,30,0.8,9.3,14.2,1,3.2,12.3,8,201908,159,0,3,6.3,Bajo,Alto
MOCOA,81485,30,0.5,7.7,12.4,2,3.0,13.2,8,202008,135,0,3,2.7,Alto,Medio
MOCOA,81485,40,0.5,7.4,12.3,2,7.9,12.7,8,202008,123,0,3,3.2,Medio,Bajo
MOCOA,81485,70,1.2,9.6,14.4,1,3.4,13.3,12,201912,214,0,3,3.2,Alto,Alto
MOCOA,81485,70,0.8,9.9,12.7,2,1.8,13.6,1,202101,114,0,3,3.2,Alto,Bajo
MOCOA,81485,070A,1.2,11.9,14.9,1,2.5,13.2,1,202001,81,0,3,6.3,Alto,Bajo
MOCOA,81485,71,1.2,11.4,14.8,1,2.3,13.2,1,202001,83,0,3,6.3,Alto,Bajo
MONSERRATE,80343,1,1.0,11.3,14.0,1,1.9,12.4,8,201808,153,406,3,7.8,Bajo,Medio
MONSERRATE,80343,4,0.6,8.4,13.3,2,2.0,12.1,6,201806,127,480,3,7.8,Bajo,Bajo
MONTE OSCURO INES,80295,001B,1.4,3.1,13.5,1,2.7,10.6,6,201706,194,506,2,1.6,Bajo,Alto
MONTE OSCURO INES,80295,001B,1.7,7.7,11.9,2,3.1,12.5,6,201806,147,167,2,3.0,Medio,Medio
MONTE OSCURO INES,80295,001B,1.4,7.6,12.0,3,2.7,12.7,6,201906,165,224,2,1.0,Medio,Alto
MONTE OSCURO INES,80295,001B,0.8,5.9,11.4,4,2.8,12.7,6,202006,174,81,2,2.7,Medio,Alto
MONTE OSCURO INES,80295,2,1.0,5.4,11.7,2,2.0,11.4,4,201604,146,119,2,12.4,Bajo,Medio
MONTE OSCURO INES,80295,2,1.4,12.1,12.8,3,2.5,12.7,5,201705,128,439,2,2.5,Medio,Bajo
MONTE OSCURO INES,80295,2,1.7,7.1,12.6,4,3.4,12.9,6,201806,128,291,2,3.0,Medio,Bajo
MONTE OSCURO INES,80295,2,1.2,13.3,13.7,5,14.7,12.9,9,201909,154,169,2,1.0,Medio,Alto
MONTE OSCURO INES,80295,002A,1.4,22.6,15.2,3,3.2,13.3,8,201708,134,524,2,2.0,Alto,Medio
MONTE OSCURO INES,80295,002A,1.5,8.0,11.8,4,2.3,13.1,8,201808,141,63,2,3.0,Medio,Medio
MONTE OSCURO INES,80295,002A,0.8,11.1,12.6,6,2.7,13.3,10,202010,137,125,2,3.2,Alto,Medio
MONTE OSCURO.,80247,001A,1.4,15.6,14.9,1,2.8,13.4,6,201706,174,580,2,2.6,Alto,Alto
MONTE OSCURO.,80247,001A,1.4,7.7,11.7,3,39.6,12.0,6,201906,170,190,2,5.5,Bajo,Alto
MONTE OSCURO.,80247,001A,0.8,6.4,11.5,4,2.2,12.3,6,202006,180,81,2,3.6,Bajo,Alto
MONTE OSCURO.,80247,3,1.5,7.9,11.8,3,3.7,13.3,8,201808,151,50,2,3.9,Alto,Medio
MONTEOSCURO GUZMAN,80582,1,0.8,5.3,12.0,1,5.3,11.9,6,202006,138,0,3,2.4,Bajo,Medio
MONTEOSCURO GUZMAN,80582,4,0.8,5.0,11.4,2,9.5,11.5,6,202006,166,0,3,2.4,Bajo,Alto
MONTEOSCURO LOTE 1,80214,001C,1.2,8.7,13.5,1,2.7,11.3,6,201706,184,506,2,3.0,Bajo,Alto
MONTEOSCURO LOTE 1,80214,001C,1.7,7.7,11.9,2,5.4,12.9,6,201806,155,167,2,2.9,Medio,Alto
MONTEOSCURO LOTE 1,80214,001C,1.4,7.4,11.9,3,2.3,11.9,6,201906,171,224,2,2.9,Bajo,Alto
MONTEOSCURO LOTE 1,80214,001C,0.8,5.7,11.4,4,2.2,12.7,6,202006,171,51,2,2.4,Medio,Alto
MONTEOSCURO LOTE 1,80214,002B,0.8,8.6,12.0,6,2.0,13.0,9,202009,144,94,2,4.0,Medio,Medio
MONTEOSCURO LOTE 1,80214,002C,1.2,7.1,11.7,5,34.1,13.7,9,201909,149,57,2,3.2,Alto,Medio
MONTEOSCURO LOTE 1,80214,4,1.4,9.9,12.5,2,2.6,11.9,11,201611,176,354,2,4.3,Bajo,Alto
MONTEOSCURO LOTE 1,80214,4,1.2,8.1,11.5,4,2.1,12.8,11,201811,159,190,2,3.5,Medio,Alto
MONTEOSCURO LOTE 1,80214,4,1.2,6.0,11.6,5,2.6,12.2,11,201911,155,153,2,3.2,Bajo,Alto
MONTEOSCURO LOTE 1,80214,4,1.0,11.6,12.6,6,2.4,12.6,12,202012,157,206,2,4.3,Medio,Alto
MONTEOSCURO LOTE 1,80214,6,1.2,8.4,11.7,4,5.4,12.3,11,201811,162,190,2,3.5,Bajo,Alto
MONTEOSCURO LOTE 1,80214,6,1.2,8.1,12.1,5,10.7,11.8,11,201911,163,176,2,3.2,Bajo,Alto
MONTEOSCURO LOTE 1,80214,6,0.8,7.9,12.2,6,1.8,13.2,12,202012,150,173,2,7.1,Alto,Medio
MONTEOSCURO LOTE 1,80214,7,1.2,5.1,13.1,1,3.0,11.4,5,201705,157,461,2,3.0,Bajo,Alto
MONTEOSCURO LOTE 1,80214,7,1.0,6.9,12.1,2,3.7,12.3,5,201805,147,291,2,5.6,Bajo,Medio
MONTEOSCURO LOTE 1,80214,007C,0.8,4.9,11.8,4,1.6,12.2,5,202005,140,122,2,4.3,Bajo,Medio
MORAIMA,81108,001B,0.8,6.6,12.8,2,2.5,12.1,1,201901,143,0,3,3.1,Bajo,Medio
MORAIMA,81108,001B,0.8,8.7,12.4,4,8.7,12.6,1,202101,133,113,3,3.1,Medio,Bajo
MORAIMA,81108,002A,1.0,13.9,13.3,2,2.6,12.0,7,201907,164,0,3,5.9,Bajo,Alto
MORAIMA,81108,6,0.8,8.6,12.3,2,12.4,12.9,1,202101,122,24,3,3.1,Medio,Bajo
MORALBA,80678,4,1.0,8.7,12.1,2,2.6,13.1,9,201609,144,46,3,1.0,Medio,Medio
MORALBA,80678,6,1.0,8.7,12.1,2,2.8,13.7,9,201609,140,46,3,1.0,Alto,Medio
PALMERA CHICA RISARALDA,81449,4,1.4,12.3,17.1,3,4.6,11.6,7,201807,100,0,3,3.1,Bajo,Bajo
PALMERA CHICA RISARALDA,81449,14,1.4,13.1,17.3,3,5.1,12.1,7,201807,101,0,3,3.1,Bajo,Bajo
PALO ALTO ADIELA,80158,3,1.2,4.3,11.4,5,7.5,13.5,9,201909,131,16,2,3.2,Alto,Bajo
PALO ALTO ADIELA,80158,003A,1.2,18.4,15.6,3,3.2,13.4,10,201710,159,369,2,12.8,Alto,Alto
PALO ALTO ADIELA,80158,003H,0.8,7.0,12.8,1,20.1,12.8,8,202008,136,91,2,3.2,Medio,Medio
PALO ALTO ANGELA,80253,3,0.8,11.9,13.0,2,3.0,14.1,9,201909,122,100,2,2.6,Alto,Bajo
PALO ALTO ANGELA,80253,003A,1.3,8.4,12.6,2,5.2,12.5,10,201610,134,82,2,10.3,Medio,Medio
PALO ALTO ANGELA,80253,003A,1.2,4.0,11.3,5,25.3,13.1,9,201909,121,16,2,2.2,Medio,Bajo
PALO ALTO ANGELA,80253,003A,0.8,10.0,12.3,6,3.6,11.6,1,202101,115,129,2,3.2,Bajo,Bajo
PALO ALTO ANGELA,80253,003F,1.2,6.1,11.2,5,22.7,11.7,1,202001,115,20,2,2.3,Bajo,Bajo
PALO ALTO ANGELA,80253,003I,1.2,6.0,11.5,4,2.5,12.3,1,202001,130,20,2,3.2,Bajo,Bajo
PALO ALTO ANGELA,80253,003I,0.8,10.7,12.5,5,3.3,14.0,1,202101,143,129,2,3.2,Alto,Medio
PALO ALTO ANGELA,80253,5,1.3,7.3,13.9,1,2.6,12.9,10,201610,170,104,2,10.3,Medio,Alto
PALO ALTO ANGELA,80253,5,1.2,6.1,11.5,4,48.2,13.2,1,202001,119,20,2,3.2,Alto,Bajo
PALO ALTO ANGELA,80253,5,0.8,9.4,12.2,5,2.6,13.5,1,202101,132,129,2,3.2,Alto,Bajo
PALO ALTO ESCOBAR,80251,1,1.5,8.1,12.7,1,42.2,12.7,2,201902,161,111,2,7.2,Medio,Alto
PALO ALTO ESCOBAR,80251,1,1.2,6.4,11.8,2,2.3,13.3,2,202002,114,64,2,2.1,Alto,Bajo
PALO ALTO PATRICIA,80157,4,1.3,7.3,12.6,2,3.0,12.7,10,201610,146,77,2,15.5,Medio,Medio
PALO ALTO PATRICIA,80157,4,0.8,3.1,11.3,6,2.4,12.5,6,202006,130,60,2,4.1,Medio,Bajo
PALO ALTO RUBEN,80159,004A,0.8,3.7,11.4,5,2.8,12.6,6,202006,161,61,2,3.2,Medio,Alto
PALO ALTO RUBEN,80159,004F,0.5,6.1,12.6,1,2.8,13.5,9,201909,139,47,2,2.7,Alto,Medio
PALOBLANCO 1 ABADIA,80659,002A,0.8,9.1,11.9,2,4.0,11.5,9,202009,135,0,3,2.2,Bajo,Medio
PALOBLANCO 1 ABADIA,80659,002B,1.0,5.0,12.8,1,5.2,12.1,8,201608,185,98,3,4.7,Bajo,Alto
PALOBLANCO 1 ABADIA,80659,002B,1.0,9.3,11.5,3,3.2,13.9,9,201809,96,74,3,2.2,Alto,Bajo
PALOBLANCO 1 ABADIA,80659,002B,0.8,8.9,11.7,5,3.2,12.2,9,202009,124,0,3,2.2,Bajo,Bajo
PALOBLANCO 2 ABADIA,80660,1,1.0,5.3,11.8,2,2.8,12.5,8,201608,149,16,3,3.2,Medio,Medio
PALOBLANCO 2 ABADIA,80660,1,1.0,9.4,12.1,4,9.3,13.3,9,201809,126,57,3,3.2,Alto,Bajo
PALOBLANCO 2 ABADIA,80660,1,0.8,9.6,12.1,6,2.8,12.3,9,202009,121,0,3,1.5,Bajo,Bajo
PALOBLANCO 3 GONZALE,80250,1,1.0,7.1,12.8,1,2.8,13.4,1,201601,118,106,2,1.0,Alto,Bajo
PALOBLANCO 3 GONZALE,80250,1,1.2,8.7,12.4,2,2.7,11.1,1,201701,139,306,2,3.2,Bajo,Medio
PALOBLANCO 3 GONZALE,80250,1,1.2,25.7,17.4,3,3.2,12.3,7,201807,126,719,2,2.9,Bajo,Bajo
PALOBLANCO 3 GONZALE,80250,1,1.2,10.4,12.8,4,3.5,12.4,8,201908,99,286,2,2.1,Bajo,Bajo
PALOBLANCO 3 GONZALE,80250,1,0.8,12.6,12.9,5,3.4,12.7,9,202009,114,127,2,3.8,Medio,Bajo
PALOBLANCO 3 GONZALE,80250,2,1.2,9.1,13.1,1,19.8,12.8,4,202004,141,170,2,2.1,Medio,Medio
PALOBLANCO 3 GONZALE,80250,002B,0.8,11.7,13.4,1,2.5,13.5,3,201603,149,68,2,1.0,Alto,Medio
PALOBLANCO 3 GONZALE,80250,002B,1.2,25.9,16.1,2,2.7,12.9,7,201707,176,780,2,2.4,Medio,Alto
PALOBLANCO 3 GONZALE,80250,002B,1.5,7.9,12.2,3,2.8,12.6,7,201807,134,218,2,2.9,Medio,Medio
PALOBLANCO 3 GONZALE,80250,002B,1.2,10.3,12.7,4,3.0,13.4,8,201908,114,284,2,2.1,Alto,Bajo
PALOBLANCO 3 GONZALE,80250,002B,0.8,12.1,12.9,5,3.0,13.1,9,202009,115,123,2,3.8,Medio,Bajo
PALOBLANCO ARANGO,80374,1,0.8,9.9,12.9,2,3.2,12.7,9,202009,153,49,3,3.3,Medio,Medio
PASOANCHO 4,80667,3,0.8,8.1,11.8,2,2.7,14.2,9,201809,125,76,3,10.3,Alto,Bajo
PETITE SAN FELIPE,81544,10,0.5,5.9,12.5,2,3.1,12.4,10,202010,130,0,3,4.0,Bajo,Bajo
PETITE SAN FELIPE,81544,80,0.5,6.7,12.8,2,3.8,13.1,10,202010,142,0,3,5.9,Medio,Medio
PETITE SAN FELIPE,81544,190,0.5,5.4,13.3,1,3.2,12.6,10,202010,140,0,3,4.0,Medio,Medio
PETITE SAN FELIPE,81544,220,0.5,5.4,13.4,1,2.9,13.9,9,202009,137,0,3,4.0,Alto,Medio
PETITE SAN FELIPE,81544,315,0.5,5.3,13.5,1,3.1,12.4,9,202009,147,0,3,4.0,Bajo,Medio
PETITE SAN FELIPE,81544,420,0.5,6.6,12.5,2,2.7,13.5,10,202010,134,0,3,5.9,Alto,Medio
PETITE SAN FELIPE,81544,500,0.5,6.1,12.4,2,3.3,14.3,10,202010,121,0,3,4.0,Alto,Bajo
PETITE SAN FELIPE,81544,840,0.5,6.6,14.2,1,3.7,13.4,10,202010,123,0,3,5.9,Alto,Bajo
PICHINDE SAN FELIPE,81543,390,0.5,7.3,12.0,2,3.8,14.1,10,202010,79,0,3,1.2,Alto,Bajo
PICHINDE SAN FELIPE,81543,420,0.5,7.1,12.4,2,3.6,12.9,10,202010,104,0,3,1.2,Medio,Bajo
PICHINDE SAN FELIPE,81543,440,0.8,10.9,13.7,1,2.8,12.3,1,202101,88,0,3,4.4,Bajo,Bajo
PICHINDE SAN FELIPE,81543,480,0.8,13.1,14.5,1,2.8,12.7,1,202101,92,0,3,4.4,Medio,Bajo
PICHINDE SAN FELIPE,81543,570,0.8,12.9,14.5,1,3.1,13.2,1,202101,109,0,3,4.4,Alto,Bajo
PICHINDE SAN FELIPE,81543,590,0.8,8.9,12.3,2,2.2,13.1,12,201912,106,0,3,4.4,Medio,Bajo
PICHINDE SAN FELIPE,81543,590,0.8,10.7,13.1,3,3.8,11.7,1,202101,130,0,3,4.4,Bajo,Bajo
PICHINDE SAN FELIPE,81543,620,0.8,11.0,13.0,1,3.0,12.6,1,202101,114,0,3,4.4,Medio,Bajo
PIEDECHINCHE,80121,42,0.8,16.6,15.0,1,3.6,11.6,10,201910,64,441,1,3.1,Bajo,Bajo
PIEDECHINCHE,80121,043B,1.0,7.0,13.2,1,6.9,11.8,11,201911,106,421,1,3.1,Bajo,Bajo
PIEDRAS RISARALDA,81220,12,1.0,8.9,16.0,4,6.0,11.5,10,201810,101,0,3,3.2,Bajo,Bajo
PLATANARES,80941,2,1.0,12.0,13.3,2,2.6,14.2,1,201901,139,0,3,3.5,Alto,Medio
PLATANARES,80941,2,0.5,7.1,11.9,3,1.9,13.9,1,202001,148,0,3,3.0,Alto,Medio
PLATANARES,80941,004B,1.0,6.3,13.3,2,2.6,13.8,9,201509,157,0,3,0.4,Alto,Alto
PLATANARES,80941,006B,0.5,7.4,12.6,1,2.6,13.1,10,201910,101,0,3,3.0,Medio,Bajo
POMA,80665,5,0.8,15.9,15.0,1,2.8,12.0,2,202002,163,0,3,2.4,Bajo,Alto
QUEJADOR ARAUCA,80152,2,1.0,11.0,12.8,2,2.7,14.1,2,201502,133,127,2,4.4,Alto,Bajo
QUEJADOR ARAUCA,80152,2,1.0,9.7,12.3,4,2.9,12.7,2,201702,150,75,2,11.2,Medio,Medio
QUEJADOR ARAUCA,80152,2,1.4,11.9,14.0,5,2.9,13.9,4,201804,118,239,2,5.1,Alto,Bajo
QUEJADOR ARAUCA,80152,2,1.0,6.6,11.3,6,2.2,13.3,3,201903,124,76,2,6.3,Alto,Bajo
QUEJADOR ARAUCA,80152,2,1.2,9.1,12.4,7,2.3,13.7,4,202004,112,45,2,4.4,Alto,Bajo
QUEJADOR ARAUCA,80152,3,1.0,6.3,11.2,2,2.9,11.4,4,201904,112,148,2,5.6,Bajo,Bajo
QUEJADOR ARAUCA,80152,3,0.8,6.0,11.8,2,2.0,12.4,6,202006,141,63,2,9.9,Bajo,Medio
RABO DE MICO,80452,001A,0.8,11.6,13.3,4,2.6,13.8,1,202101,140,82,3,4.4,Alto,Medio
RECANI,80689,1,0.8,17.6,14.5,2,4.3,12.2,10,201710,160,220,3,3.2,Bajo,Alto
RECANI,80689,1,0.6,11.3,13.1,3,2.5,12.9,11,201811,141,46,3,6.5,Medio,Medio
RECANI,80689,1,0.5,8.0,12.5,4,2.6,12.9,12,201912,136,0,3,3.2,Medio,Medio
RECANI,80689,1,0.8,9.4,12.5,5,2.9,13.4,12,202012,144,67,3,3.2,Alto,Medio
RECANI,80689,2,0.8,17.4,14.5,2,8.9,12.8,10,201710,136,220,3,8.0,Medio,Medio
RECANI,80689,2,0.6,12.0,13.3,3,2.8,13.1,11,201811,133,46,3,6.5,Medio,Bajo
RECANI,80689,2,0.5,10.1,12.9,4,2.3,12.1,12,201912,129,0,3,3.2,Bajo,Bajo
RECANI,80689,3,0.6,9.1,13.0,1,2.0,15.0,9,201809,132,99,3,6.5,Alto,Bajo
RECANI,80689,3,0.8,9.6,12.2,3,1.7,11.9,11,202011,118,36,3,4.2,Bajo,Bajo
RECANI,80689,4,0.6,9.1,13.0,1,2.5,12.3,9,201809,153,99,3,6.5,Bajo,Medio
RECANI,80689,4,0.8,9.7,12.2,3,2.0,12.1,11,202011,135,36,3,4.2,Bajo,Medio
RECANI,80689,004A,0.8,6.6,12.0,2,1.7,13.8,3,201603,145,0,3,12.9,Alto,Medio
RECANI,80689,004A,1.1,19.9,14.8,3,2.2,12.1,6,201706,158,196,3,3.2,Bajo,Alto
RECANI,80689,004A,0.8,10.4,12.6,4,2.8,13.2,6,201806,135,172,3,3.2,Alto,Medio
RECANI,80689,004A,0.8,13.6,13.0,5,2.6,13.6,7,201907,137,0,3,5.5,Alto,Medio
RECANI,80689,004A,0.8,12.7,13.0,6,3.6,12.5,8,202008,161,187,3,3.9,Medio,Alto
RECANI,80689,5,0.8,9.7,12.2,2,1.8,12.7,11,202011,158,36,3,4.2,Medio,Alto
RECANI,80689,005A,1.0,3.6,12.4,1,2.1,13.8,3,201603,148,0,3,6.5,Alto,Medio
RECANI,80689,005A,1.1,19.7,14.5,2,2.4,12.0,6,201706,145,196,3,3.2,Bajo,Medio
RECANI,80689,005A,0.8,9.0,12.3,3,2.6,13.2,6,201806,134,172,3,3.2,Alto,Medio
RECANI,80689,005A,0.8,13.4,13.3,4,2.3,12.3,7,201907,140,0,3,5.5,Bajo,Medio
RECANI,80689,005A,0.8,12.7,13.1,5,2.6,11.7,8,202008,144,187,3,4.4,Bajo,Medio
REN REN,80666,1,1.0,9.0,11.2,3,3.7,13.4,9,201809,74,53,3,5.3,Alto,Bajo
REN REN,80666,2,1.0,8.7,12.4,1,6.7,13.0,9,201809,144,71,3,5.3,Medio,Medio
ROMANA ,81290,1,1.2,9.0,12.8,1,4.6,13.1,10,201610,160,119,3,2.3,Medio,Alto
ROMANA ,81290,1,1.0,8.4,14.1,2,4.5,12.7,12,201712,166,443,3,3.4,Medio,Alto
ROMANA ,81290,2,1.2,9.3,12.9,1,4.7,13.4,10,201610,161,139,3,2.1,Alto,Alto
ROMANA ,81290,2,1.0,9.7,14.3,2,4.7,13.8,12,201712,169,478,3,3.4,Alto,Alto
ROMANA ,81290,3,1.2,10.0,13.0,1,4.6,13.6,10,201610,159,131,3,2.6,Alto,Alto
ROMANA ,81290,3,1.0,9.3,14.1,2,4.2,12.7,12,201712,179,440,3,2.6,Medio,Alto
ROMANA ,81290,4,1.2,9.4,13.0,1,4.3,14.0,10,201610,152,144,3,2.3,Alto,Medio
ROMANA ,81290,4,1.0,9.0,14.1,2,4.4,12.4,12,201712,166,478,3,3.4,Bajo,Alto
ROMANA ,81290,5,1.2,9.6,13.0,1,6.1,13.4,10,201610,167,129,3,2.3,Alto,Alto
ROMANA ,81290,5,1.0,8.7,14.0,2,4.9,12.6,12,201712,167,406,3,3.8,Medio,Alto
ROMANA ,81290,6,1.2,9.9,13.1,1,4.4,12.8,10,201610,159,131,3,2.3,Medio,Alto
ROMANA ,81290,6,1.0,8.9,14.0,2,4.6,12.9,12,201712,166,455,3,3.4,Medio,Alto
SALAMANCA,82502,1,1.4,9.1,13.2,2,2.2,11.6,6,201706,188,378,2,3.4,Bajo,Alto
SALAMANCA,82502,1,1.7,7.4,12.0,3,2.5,12.7,7,201807,151,197,2,3.0,Medio,Medio
SALAMANCA,82502,1,0.8,5.4,11.4,5,18.5,12.1,6,202006,166,97,2,5.6,Bajo,Alto
SALAMANCA,82502,2,1.7,8.0,12.1,2,3.7,13.3,7,201807,164,173,2,2.7,Alto,Alto
SALAMANCA,82502,2,1.4,8.1,11.9,3,2.3,12.1,7,201907,193,282,2,3.4,Bajo,Alto
SALAMANCA,82502,2,0.8,6.0,11.4,4,3.0,12.2,6,202006,183,97,2,3.9,Bajo,Alto
SALAMANCA,82502,3,1.0,10.1,13.3,1,2.2,11.3,5,201605,157,349,2,9.7,Bajo,Alto
SALAMANCA,82502,3,1.7,7.4,12.1,3,21.2,13.5,7,201807,156,197,2,3.2,Alto,Alto
SALAMANCA,82502,3,1.4,8.1,12.0,4,2.3,13.3,7,201907,174,282,2,3.1,Alto,Alto
SALAMANCA,82502,3,0.8,6.3,11.5,5,2.8,12.2,6,202006,178,97,2,5.6,Bajo,Alto
SALAMANCA,82502,4,1.7,8.1,12.3,3,13.8,12.6,7,201807,150,209,2,4.1,Medio,Medio
SALAMANCA,82502,4,1.4,8.3,11.9,4,2.4,12.3,7,201907,168,232,2,3.1,Bajo,Alto
SALAMANCA,82502,4,0.8,6.4,11.5,5,2.5,11.6,6,202006,157,97,2,7.3,Bajo,Alto
SAN ALFONSO,80179,1,9.0,6.1,13.3,1,2.0,14.6,12,201512,104,123,2,2.7,Alto,Bajo
SAN ALFONSO,80179,1,0.7,4.1,12.0,2,3.1,11.7,12,201612,130,190,2,11.0,Bajo,Bajo
SAN ALFONSO,80179,001A,1.3,7.3,14.6,2,3.5,12.0,12,201712,105,339,2,3.6,Bajo,Bajo
SAN ALFONSO,80179,001A,0.8,15.6,13.8,3,3.3,11.2,6,201906,97,372,2,4.4,Bajo,Bajo
SAN ANTONIO CABAL,80300,003B,1.0,8.0,12.6,3,2.5,11.8,6,201806,146,366,3,3.8,Bajo,Medio
SAN ANTONIO CABAL,80300,003B,0.8,9.0,13.2,4,2.4,11.6,8,201908,163,0,3,3.2,Bajo,Alto
SAN ANTONIO CABAL,80300,003B,0.8,12.9,13.6,5,2.6,12.5,9,202009,158,169,3,2.2,Medio,Alto
SAN ANTONIO CABAL,80300,003C,0.8,9.9,13.7,5,2.7,12.2,1,202101,153,173,3,3.2,Bajo,Medio
SAN ANTONIO CABAL,80300,003E,0.8,9.9,13.7,6,3.2,12.4,1,202101,137,173,3,3.2,Bajo,Medio
SAN ANTONIO CABAL,80300,4,0.8,9.3,13.3,4,4.3,11.7,3,202003,112,119,3,3.2,Bajo,Bajo
SAN ANTONIO CABAL,80300,005A,0.8,9.1,13.2,4,2.9,13.3,3,202003,127,119,3,3.2,Alto,Bajo
SAN ANTONIO CABAL,80300,005B,0.8,9.1,13.0,4,2.6,11.7,8,201908,138,0,3,3.2,Bajo,Medio
SAN ANTONIO CABAL,80300,005B,0.8,12.7,13.5,5,2.1,12.6,9,202009,155,17,3,1.8,Medio,Alto
SAN ANTONIO CABAL,80300,005C,0.8,9.1,13.0,4,2.8,11.4,8,201908,138,0,3,3.2,Bajo,Medio
SAN ANTONIO CABAL,80300,005C,0.8,12.6,13.5,5,2.7,12.3,9,202009,149,17,3,2.0,Bajo,Medio
SAN ANTONIO CABAL,80300,005D,0.8,9.0,13.2,6,2.8,11.9,3,202003,121,119,3,3.2,Bajo,Bajo
SAN ANTONIO RESTREPO,80525,7,0.8,9.3,13.5,1,3.7,11.3,7,202007,104,320,3,3.2,Bajo,Bajo
SAN ANTONIO RESTREPO,80525,007A,0.6,11.3,11.8,1,21.5,12.5,9,201909,127,0,3,2.3,Medio,Bajo
SAN ANTONIO RESTREPO,80525,007A,0.8,8.7,12.4,2,3.9,14.8,10,202010,98,45,3,2.2,Alto,Bajo
SAN ANTONIO RESTREPO,80525,007B,0.8,8.0,12.4,2,4.2,12.4,8,202008,107,93,3,3.2,Bajo,Bajo
SAN ANTONIO RESTREPO,80525,007D,0.8,9.3,13.5,2,4.6,11.2,7,202007,99,320,3,3.2,Bajo,Bajo
SAN ANTONIO RESTREPO,80525,12,1.0,11.3,14.0,1,4.5,13.4,1,202001,127,0,3,2.3,Alto,Bajo
SAN CAMILO,80465,1,1.3,11.9,13.7,1,1.4,12.5,12,201812,156,89,3,6.3,Medio,Alto
SAN CAMILO,80465,1,0.8,12.3,13.2,2,1.9,12.7,1,202001,129,0,3,6.1,Medio,Bajo
SAN CAMILO,80465,3,1.3,12.6,13.9,1,1.8,12.5,12,201812,159,89,3,6.3,Medio,Alto
SAN CAMILO,80465,3,0.8,12.4,13.0,2,1.9,12.9,1,202001,131,0,3,6.3,Medio,Bajo
SAN CARLOS CLARA - MADRIGAL,80171,1,1.2,8.4,12.1,2,3.6,11.3,1,201701,180,252,2,1.1,Bajo,Alto
SAN CARLOS CLARA - MADRIGAL,80171,1,1.2,8.6,11.8,4,9.7,14.6,3,201903,135,13,2,3.3,Alto,Medio
SAN CARLOS CLARA - MADRIGAL,80171,1,1.3,10.1,12.6,5,1.7,14.7,3,202003,114,128,2,3.8,Alto,Bajo
SAN CARLOS CLARA - MADRIGAL,80171,007A,1.2,16.7,15.3,1,1.9,13.2,10,201710,172,251,2,5.0,Alto,Alto
SAN CARLOS CLARA - MADRIGAL,80171,007A,1.0,6.7,11.7,3,6.5,13.5,9,201909,150,33,2,3.8,Alto,Medio
SAN CARLOS CLARA - MADRIGAL,80171,007A,0.8,11.1,12.8,4,1.9,13.4,10,202010,144,140,2,3.2,Alto,Medio
SAN CARLOS CLARA - MADRIGAL,80171,13,1.2,8.6,12.9,1,2.2,12.9,3,201903,142,18,2,3.8,Medio,Medio
SAN CARLOS CLARA - MADRIGAL,80171,13,1.3,10.3,12.7,2,2.4,14.5,3,202003,136,132,2,3.8,Alto,Medio
SAN CARLOS-ELSA LA CARTUJA,82509,18,1.2,12.0,13.4,2,1.9,13.6,3,201703,173,294,2,4.3,Alto,Alto
SAN CARLOS-ELSA LA CARTUJA,82509,18,1.4,7.4,12.8,3,1.8,13.1,4,201804,153,186,2,4.9,Medio,Medio
SAN CARLOS-ELSA LA CARTUJA,82509,18,1.0,7.3,11.5,4,2.0,12.8,3,201903,133,79,2,5.1,Medio,Bajo
SAN CARLOS-ELSA LA CARTUJA,82509,18,1.2,6.1,12.1,5,1.9,14.2,3,202003,105,110,2,3.0,Alto,Bajo
SAN CARLOS-ELSA LA CARTUJA,82509,018A,1.1,8.4,13.0,1,2.7,13.9,10,201910,149,73,2,4.0,Alto,Medio
SAN CARLOS-ELSA LA CARTUJA,82509,018A,0.8,8.6,12.2,2,1.8,13.5,10,202010,130,135,2,3.9,Alto,Bajo
SAN CARLOS-ELSA LA CARTUJA,82509,20,1.2,12.4,14.9,1,2.1,12.5,10,201710,177,242,2,7.9,Medio,Alto
SAN CARLOS-ELSA LA CARTUJA,82509,20,1.1,10.3,12.0,2,1.9,13.8,10,201810,153,117,2,3.1,Alto,Medio
SAN CARLOS-ELSA LA CARTUJA,82509,20,1.1,8.0,11.6,3,2.4,13.2,10,201910,133,53,2,3.4,Alto,Bajo
SAN CARLOS-ELSA LA CARTUJA,82509,20,0.8,9.1,12.4,4,1.9,13.8,10,202010,131,111,2,3.9,Alto,Bajo
