Período,Ton.Azucar,%ATR,KATRHM,M3 Riego,Radiacion Solar Ciclo,Evaporacion 0-3,Evaporacion Ciclo
202208,480.496,13.5378,1714.50646,0.0,420.122,418.2,1846.0
202208,38.631,13.24,1295.191618,0.0,444.175,527.7,2281.5
202208,132.039,13.598,1377.580276,0.0,435.943,494.4,1853.8
202208,0.0,13.420150826067003,1318.7037628891694,0.0,411.114,408.4,1042.6
202208,83.175,11.7688,923.783574,29772.0,441.472,458.9,3176.3
202208,110.799,13.459,850.228735,0.0,443.37,480.9,3404.0
202208,382.903,14.3139,1174.325044,285571.14,421.979,415.4,2109.3
202208,44.651,14.2046,728.953939,0.0,441.615,462.0,3161.7
202208,17.896,13.0,1527.045532,0.0,440.107,480.0,1790.3
202208,85.687,13.22,1487.588832,0.0,440.167,479.8,1785.4
202208,51.103,12.8958,1090.340798,0.0,417.142,422.4,2282.1
202208,108.654,12.926,1201.078219,0.0,436.033,496.2,1864.2
202208,27.377,13.5099,972.059605,16146.0,428.932,421.4,2649.9
202208,92.222,12.66,757.029288,83070.0,432.626,483.3,3331.2
202208,31.798,12.65,1204.244277,0.0,439.895,479.8,1788.9
202208,21.036,13.22,1113.137634,0.0,439.895,479.8,1788.9
202208,81.669,13.8342,616.306152,0.0,413.891,459.7,1742.1
202208,18.799,13.315,1328.169308,13321.8,440.664,441.6,2339.6
202208,31.532,12.202,991.360059,17910.0,440.664,441.6,2339.6
202208,10.448,15.026,892.3992,4077.0,428.947,420.9,2650.1
202208,170.112,13.6846,786.307493,0.0,441.5,462.8,3176.0
202208,69.72,13.1449,1303.527945,0.0,442.624,544.0,2174.9
202208,111.662,14.6437,1172.399915,0.0,417.375,426.9,2255.4
202208,77.606,12.82,1228.581895,0.0,440.366,482.6,1771.1
202208,314.825,13.4489,1114.983027,0.0,428.397,406.9,2578.6
202208,46.074,14.7766,433.802835,0.0,414.057,472.2,1811.8
202208,289.071,13.1879,1389.819793,0.0,435.103,496.8,1895.0
202208,131.746,12.26,1667.775962,57666.0,414.143,472.9,1821.6
202208,95.073,13.1193,1094.673675,77656.38,421.156,415.5,2091.9
202208,62.32,13.5323,1477.684925,15125.1,417.452,425.7,1706.2
202208,98.812,13.3428,1009.776085,42952.74,421.156,415.5,2091.9
202208,87.094,12.8403,1505.768434,67698.0,415.252,410.4,1247.0
202208,12.075,14.702,651.120543,6282.0,425.398,465.7,1696.4
202208,16.277,14.542,1240.790105,2880.0,425.398,465.7,1696.4
202208,187.619,15.1864,1078.497828,33687.0,425.007,464.7,1729.3
202208,160.675,14.2475,1278.506324,85808.7,425.151,465.8,1740.8
202208,141.184,12.65,2557.975364,0.0,440.354,480.4,1761.2
202208,34.97,12.8603,1031.719672,6840.0,423.796,411.5,2479.2
202208,53.429,14.2329,961.580543,0.0,435.997,496.2,1879.6
202208,75.623,11.8556,1367.580013,19641.6,413.853,451.5,1632.1
202208,27.256,12.99,1092.44289,0.0,439.901,479.4,1788.6
202208,74.815,12.1982,1349.743482,5908.32,414.394,451.4,1634.5
202208,106.737,11.4937,1536.091576,10920.78,414.111,451.5,1638.4
202208,97.092,11.6438,1171.850798,10670.4,401.3,435.3,1534.8
202208,78.037,12.4982,1357.012086,24908.4,416.923,417.5,1580.5
202208,115.525,12.4194,1530.167987,45437.4,414.41,454.7,1662.3
202208,140.157,12.594,1528.265649,0.0,440.337,516.4,1905.2
202208,28.711,12.0963,556.064419,52358.4,414.41,454.7,1662.3
202208,0.914,16.01,1350.789071,0.0,423.187,406.4,2455.0
202208,74.712,12.77,1214.632186,0.0,440.89,477.8,1764.0
202208,37.563,13.51,1198.557859,0.0,440.16,479.5,1805.3
202208,283.405,11.8406,1552.138999,150374.76,414.724,448.7,1619.2
202208,142.221,12.1871,1495.318605,151388.82,415.106,447.2,1602.7
202208,148.961,12.6231,1658.816036,35013.6,414.575,451.4,1640.5
202208,73.604,12.72,1111.988719,0.0,440.544,480.0,1822.0
202208,49.841,11.8591,1649.508894,0.0,415.069,469.3,1826.9
202208,96.215,10.9578,981.96026,17714.94,415.218,451.8,1644.1
202208,86.619,10.545,1272.822599,30273.96,415.482,447.2,1609.6
202208,86.586,13.7295,1349.65574,32539.08,441.191,519.6,1926.0
202208,22.621,13.391,1742.28397,5109.72,441.248,520.7,1937.3
202208,234.233,11.9294,1850.705577,68194.64,415.097,448.7,1626.1
202208,337.731,12.5714,1484.711964,77926.56,441.082,511.2,1889.2
202208,21.932,11.97,871.407993,0.0,426.91,469.2,1700.1
202208,155.602,12.86,2397.855992,0.0,441.359,485.3,1796.4
202208,59.145,10.2302,1123.760501,22572.42,414.455,451.4,1650.6
202208,29.8,12.26,1177.214595,20989.08,414.416,454.9,1673.3
202208,19.708,10.991,739.814339,39571.2,413.921,455.2,1698.5
202208,152.713,13.1454,1468.609108,26834.4,414.434,452.6,1664.3
202208,106.041,13.04,2515.620419,0.0,441.073,477.8,1780.6
202208,31.005,12.099,1422.119993,24231.6,414.264,452.6,1668.5
202208,21.315,13.3314,1783.089226,864.0,414.555,451.8,1651.5
202208,4.897,12.975,1359.448513,0.0,414.555,451.8,1651.5
202208,41.716,11.1692,1855.046307,0.0,414.024,460.0,1777.8
202208,37.486,11.5518,897.60559,34902.0,414.301,454.7,1682.6
202208,53.339,12.185,1230.339787,65061.84,414.555,451.8,1651.5
202208,147.27,12.4978,1573.833764,44350.5,414.301,454.7,1682.6
202208,12.452,13.1992,1283.469024,34992.0,414.681,449.5,1643.1
202208,241.232,12.0464,1702.579698,99298.5,440.283,516.4,1928.7
202208,73.081,13.74,1245.382346,0.0,440.652,480.4,1793.8
202208,29.54,14.14,1336.917959,0.0,440.541,482.6,1808.1
202208,17.628,11.806,1162.249632,19283.4,413.904,450.6,1667.5
202208,20.227,12.716,1335.103022,11176.2,416.44,416.7,1592.9
202208,85.657,12.443,1141.005155,24843.84,416.634,413.5,1564.8
202208,413.742,11.7284,1560.972473,65390.4,401.242,434.9,1548.8
202208,259.907,13.2749,991.494294,265618.8,416.77,421.4,2528.6
202208,89.135,12.234,1438.300887,50909.21,439.822,514.2,1926.8
202208,104.244,11.8633,1108.72903,94330.8,440.213,510.2,1897.1
202208,550.679,12.5612,1538.170003,167844.6,413.904,450.6,1667.5
202208,2.416,12.76,673.729452,0.0,413.857,454.4,1698.7
202208,272.65,13.5564,1556.743762,60355.5,414.423,451.8,1655.7
202208,35.031,13.05,1213.042891,0.0,439.971,481.2,1861.2
202208,125.176,12.3193,1841.145748,50126.1,414.051,441.8,1604.2
202208,95.117,11.5275,1474.846377,50716.2,416.762,413.0,1578.3
202208,180.83,12.7998,1459.091228,24112.8,414.312,451.5,1670.5
202208,151.22,11.9944,1463.344007,60256.8,414.988,449.5,1654.9
202208,255.437,11.7385,1406.452834,165173.76,414.26,456.5,1735.9
202208,247.316,12.1263,1913.052876,17242.44,414.907,452.6,1687.4
202208,99.662,13.0797,1330.577277,82241.4,415.33,449.5,1662.0
202208,222.863,12.1955,1575.448278,73918.8,415.326,448.7,1644.0
202208,16.44,13.866,1225.410201,9564.6,415.144,455.1,1692.7
202208,70.664,11.9787,1824.643831,0.0,411.012,360.7,1366.5
202208,261.69,12.3446,1717.472968,101955.6,440.523,513.8,1937.2
202208,249.295,12.9707,1558.239291,53910.0,415.338,449.2,1657.7
202208,170.09,12.3482,1668.885798,59173.2,414.791,452.6,1692.6
202208,68.503,11.755,1031.242072,37207.8,414.564,450.6,1687.4
202208,193.411,12.4343,1402.940122,26318.4,415.148,451.5,1671.1
202208,85.054,12.2782,1342.596408,14611.86,411.001,412.7,1505.0
202208,13.497,12.912,988.423273,1117.5,415.206,448.7,1649.2
202208,141.399,12.5643,1324.218122,16027.44,415.206,448.7,1649.2
202208,68.015,13.3972,1583.572094,24288.0,414.791,452.6,1692.6
202208,0.0,13.420150826067003,1318.7037628891694,5958.0,408.612,390.0,1412.8
202208,244.151,12.6726,1466.709329,70142.4,414.824,454.7,1706.7
202208,182.275,13.2464,1587.880211,21289.5,414.564,450.6,1687.4
202208,165.719,12.4099,1455.133482,64501.86,440.849,514.6,1939.7
202208,161.29,13.1972,1321.876743,55090.8,440.764,514.2,1950.0
202208,181.466,12.9335,1499.962536,59304.96,441.332,520.7,1974.1
202208,58.068,13.24,1149.166942,0.0,440.099,480.2,1867.4
202208,70.999,11.976,1344.569203,9428.4,414.711,454.9,1706.4
202208,65.511,13.158,1189.187665,21988.2,415.148,449.5,1672.0
202208,95.223,12.789,1095.053688,13254.3,414.967,449.6,1657.8
202208,104.954,12.419,1281.816333,75143.88,414.504,450.6,1692.2
202208,194.139,11.6307,1658.673711,152055.96,409.475,399.6,1464.2
202208,37.21,12.325,1155.670151,13213.92,414.711,454.9,1706.4
202208,105.883,12.0712,1546.918909,30528.0,414.967,449.6,1657.8
202208,23.797,14.61,1875.697646,0.0,411.47,413.5,1530.2
202208,388.66,12.4803,1413.073554,115244.88,414.855,451.4,1690.0
202208,53.412,13.6099,1674.022471,10260.0,419.409,429.1,1783.8
202208,33.363,11.8894,359.953681,7336.92,440.629,449.0,3114.3
202208,148.513,13.7623,1000.543457,83001.6,440.528,446.9,3094.2
202208,5.816,13.57,1746.014669,0.0,439.818,443.7,3190.2
202208,77.158,14.3894,1639.643954,0.0,426.839,465.2,1763.0
202208,113.886,14.6115,1592.21147,0.0,436.367,482.4,2076.3
202208,165.308,13.13,2453.152737,0.0,440.484,480.3,1880.4
202208,73.925,13.2683,757.98079,0.0,443.426,480.9,3488.2
202208,68.405,15.875,1350.721502,55998.3,420.928,420.2,1923.9
202208,34.032,12.762,730.857903,0.0,425.306,424.3,2625.7
202208,122.058,14.1071,957.595347,50412.78,440.878,453.0,3126.8
202208,153.317,14.0911,852.11303,0.0,440.167,431.5,2987.6
202208,77.663,14.2664,1597.935219,36828.72,426.402,461.6,1652.7
202208,182.979,14.9228,1557.037032,0.0,426.678,464.1,1781.1
202208,208.461,15.007,1592.232747,0.0,436.198,483.7,2075.6
202208,336.889,14.4301,1950.626111,0.0,441.072,526.0,2059.8
202208,42.339,15.0118,1156.445966,0.0,418.642,417.1,1731.9
202208,38.948,15.6733,756.001692,0.0,422.888,416.4,2189.9
202208,71.241,13.8343,1605.53851,45448.56,426.835,455.8,1672.4
202208,141.312,14.4713,1547.680977,0.0,427.167,464.1,1788.7
202209,352.1,13.7857,906.386117,166140.0,441.776,457.4,2896.9
202208,116.889,13.6579,1334.427342,20606.4,402.13,434.2,1578.0
202209,121.652,14.5199,1080.446171,47988.0,422.599,412.3,2165.8
202208,205.241,14.5635,1878.676753,0.0,436.335,481.6,2077.0
202208,178.541,13.2059,1007.063307,96498.0,441.165,449.0,3136.3
202209,171.151,14.6815,865.222048,0.0,445.68,503.8,3406.2
202209,332.645,13.587,810.036116,353160.0,442.45,459.8,3296.3
202209,72.751,15.9999,1381.537079,23284.8,427.88,465.3,1949.8
202209,116.4,15.716,1323.196932,45441.0,427.983,466.7,1959.6
202209,243.042,14.8721,1471.070503,0.0,427.793,456.7,1710.2
202209,48.492,12.93,1141.498519,0.0,441.306,480.2,1911.4
202209,617.842,14.6626,1713.731027,0.0,441.613,521.9,2040.8
202209,133.352,13.6188,1845.021729,0.0,427.983,466.7,1959.6
202209,113.264,14.2731,1333.783273,53604.0,438.281,491.2,1976.6
202209,137.858,13.6427,1591.092747,266889.6,427.161,452.0,1656.3
202209,301.69,14.3089,1659.270062,0.0,434.977,478.2,1895.0
202209,0.0,13.420150826067003,1318.7037628891694,34097.1,410.641,383.5,1233.2
202209,77.492,13.982,1361.107675,22462.2,427.523,465.5,1804.5
202209,78.472,13.343,662.243826,55107.0,429.82,410.8,2671.4
202209,41.511,13.7232,861.471868,16947.0,429.82,410.8,2671.4
202209,120.074,13.391,1074.83866,979.2,431.846,432.6,2827.0
202209,224.923,14.0983,1595.921576,0.0,435.102,477.9,1895.8
202209,17.711,14.451,908.962024,2709.0,427.386,465.7,1804.2
202209,57.871,14.9528,730.326072,25641.0,430.342,419.1,2749.1
202209,181.92,14.2489,937.091402,0.0,420.57,426.7,1923.0
202209,398.178,14.3361,1439.766239,111178.8,438.484,503.1,2055.4
202209,164.912,14.7247,1726.021107,34510.5,414.726,459.7,1864.9
202209,36.461,14.7,954.058638,10152.0,430.148,419.4,2776.8
202209,99.333,13.516,602.001222,55251.0,433.248,481.8,3440.6
202209,103.174,14.6426,1396.227463,0.0,427.767,457.6,1724.5
202209,236.666,13.6502,868.484673,0.0,442.239,462.6,3137.1
202209,159.886,14.1669,840.761149,0.0,443.883,486.0,3552.2
202209,187.603,15.369,1280.815501,55128.6,427.121,465.0,1836.8
202209,52.927,14.4485,1682.607968,0.0,435.092,477.6,1906.9
202209,122.319,15.5337,999.466298,0.0,417.224,422.4,2412.0
202209,487.771,14.3294,1227.826328,0.0,417.723,416.8,1690.8
202209,169.136,13.6571,1839.202562,59332.5,416.686,396.2,1557.9
202209,38.8,14.0601,821.187582,24160.08,447.637,453.0,1747.0
202209,86.595,14.53,859.630764,51253.8,447.121,450.8,1739.2
202209,224.384,14.4836,1310.389568,0.0,428.04,457.7,1726.4
202209,370.392,14.2254,1069.236882,0.0,442.332,460.1,3294.1
202209,228.997,14.1604,1617.395437,0.0,417.842,407.8,1618.6
202209,435.734,12.7339,1580.964799,0.0,429.857,409.3,2702.3
202209,91.049,12.7042,692.907192,0.0,434.579,458.1,3462.3
202209,43.582,14.5475,1226.905533,0.0,427.302,464.7,1853.6
202209,132.223,14.7375,1522.70145,89132.4,440.502,507.3,2170.0
202209,15.788,14.7364,1120.161588,7245.0,414.828,454.4,1794.1
202209,47.811,14.2676,1245.762843,13288.5,375.529,368.7,1505.3
202209,198.474,14.5198,1088.50227,74880.36,442.224,446.3,2900.4
202209,7.514,14.263,468.315234,0.0,436.459,495.2,3709.3
202209,195.714,11.7266,867.237878,0.0,432.081,430.2,2858.9
202209,64.255,14.054,1140.352195,0.0,442.122,485.3,1907.3
202209,36.839,14.555,1537.670592,0.0,418.209,407.8,1625.2
202209,244.081,13.2109,622.83398,0.0,435.483,468.7,3541.9
202209,35.131,13.6897,516.803097,0.0,401.827,429.5,1741.9
202209,175.082,14.6923,1933.205331,0.0,442.994,525.3,2182.2
202209,58.976,13.444,1513.582282,0.0,436.274,453.1,1769.6
202209,0.0,13.420150826067003,1318.7037628891694,2457.0,412.29,393.4,1242.0
202209,308.72,13.6558,739.477101,175788.0,442.527,465.7,3013.2
202209,435.64,13.3325,731.117753,194832.0,442.369,464.0,3007.1
202209,25.253,14.704,979.063752,4428.0,441.548,432.8,2757.7
202209,223.428,14.7335,1840.088386,0.0,427.52,455.8,1724.2
202209,60.3,12.32,1102.553562,0.0,428.286,462.7,1778.1
202209,5.338,13.765,1539.62369,0.0,412.648,394.0,1185.8
202209,171.192,13.944,1229.226959,0.0,441.897,481.4,2041.2
202209,266.779,13.9612,1336.342799,69998.04,447.653,460.4,1791.4
202209,55.456,14.788,804.998627,24490.8,440.139,424.6,2733.8
202209,39.359,13.38,1244.019333,0.0,427.924,460.2,1777.1
202209,129.662,14.1408,1354.934915,0.0,442.047,480.4,1907.2
202209,75.322,13.0189,1100.606021,0.0,401.43,427.8,1753.0
202209,49.694,13.1775,1841.774729,0.0,441.701,524.6,2122.9
202209,58.998,13.9754,788.626394,0.0,429.67,436.9,2945.2
202209,140.506,13.5618,1218.950125,0.0,375.532,366.4,1550.0
202209,201.033,13.2894,1063.927731,0.0,442.253,483.9,2038.9
202209,201.673,13.7375,1539.265941,106256.52,426.482,448.8,1686.9
202209,243.612,14.2414,1384.302253,0.0,374.127,365.3,1492.1
202209,141.512,13.9171,1236.787286,49833.18,447.296,449.2,1755.4
202209,45.508,13.568,1287.204981,0.0,442.073,482.7,2038.2
202209,159.41,14.8524,1064.871991,36690.48,416.499,452.3,2112.8
202209,45.557,14.7894,1944.438267,17216.21,411.563,413.5,1620.2
202209,54.651,12.28,3382.904976,7812.0,367.315,303.2,1107.7
202209,60.691,13.913,1203.988749,35820.0,417.16,405.3,1609.4
202209,95.298,12.9571,1533.268905,0.0,445.681,527.7,2483.0
202209,14.645,13.711,790.16766,0.0,440.89,399.1,2831.7
202209,191.086,12.9414,548.25342,0.0,430.994,441.8,3259.9
202209,115.46,14.8713,1577.769777,29341.08,427.178,465.8,1889.2
202209,195.915,14.1566,1466.02568,121185.36,426.119,443.8,1684.8
202209,105.631,15.3881,1006.468587,139353.9,419.971,427.4,1877.2
202209,76.21,14.7363,1005.171391,31099.32,448.131,453.9,1785.5
202209,62.079,15.0275,1554.691317,166046.4,430.964,439.9,1705.9
202209,175.727,14.5718,1516.43204,60991.92,427.322,465.0,1873.1
202209,12.6,14.2449,1016.336615,2632.5,375.602,368.7,1532.6
202209,57.63,15.0824,983.438293,12627.0,375.963,365.8,1574.9
202209,126.183,13.3404,1110.696764,38286.42,447.572,458.2,1797.8
202209,133.165,14.443,1583.414522,0.0,426.979,464.5,1892.3
202209,83.804,13.14,1540.608537,0.0,418.543,402.8,1602.8
202209,1285.499,13.807,1302.561533,0.0,441.99,455.1,3125.3
202209,24.061,14.7485,1166.871753,6762.0,375.507,368.7,1532.1
202209,253.167,16.0819,1466.941951,30096.0,416.171,497.3,2025.9
202209,197.957,14.216,1149.588269,76002.96,447.947,449.2,1779.4
202209,119.353,14.9244,1584.327178,0.0,427.453,464.7,1894.3
202209,165.195,14.1254,1448.663859,0.0,442.458,521.5,2123.9
202209,33.266,12.2138,1883.960804,0.0,431.029,430.3,1576.2
202209,291.604,13.7995,929.913718,0.0,441.907,457.2,2971.7
202209,30.036,10.2665,1249.549449,0.0,444.193,445.2,2003.2
202209,4.057,16.88,1177.958274,0.0,439.024,503.8,2130.7
202209,48.386,16.564,1391.570997,0.0,437.89,492.9,2083.3
202209,511.119,14.8978,1591.280448,0.0,441.913,521.5,2126.9
202209,318.935,14.9059,1490.676171,81396.0,437.698,488.0,2038.1
202209,351.471,14.803,1629.426806,155991.6,427.602,457.4,1759.8
202209,279.779,14.3605,1929.316,0.0,428.032,469.3,2010.3
202209,51.338,12.548,1215.675549,0.0,442.978,393.9,2503.5
202209,369.586,14.1055,1506.504486,0.0,442.074,521.2,2128.1
202209,218.392,13.3682,1446.119462,0.0,425.772,438.8,1697.1
202209,174.884,13.6029,1407.335769,0.0,424.409,427.5,1664.7
202209,177.478,11.9416,633.926331,255335.4,443.877,490.6,3642.1
202209,119.907,15.377,1060.270175,26640.0,437.199,489.1,2014.4
202209,42.58,16.314,1173.571309,8431.2,431.833,456.7,1907.7
202209,118.679,12.68,1417.373317,0.0,416.925,395.2,1596.0
202209,539.609,14.8322,1770.918916,83755.08,426.879,464.5,1911.4
202209,252.915,17.1162,1515.715267,95001.0,437.268,490.2,2031.0
202209,77.62,15.5272,1178.05008,21114.0,437.656,491.0,2038.6
202209,58.945,13.617,582.355494,72104.4,435.883,493.7,3753.4
202209,130.114,16.1964,1989.788516,34203.6,435.846,471.3,1893.4
202209,77.344,13.8344,1346.925982,6660.0,440.944,479.8,1992.1
202209,39.267,13.8297,707.995789,0.0,434.676,471.7,2507.2
202209,33.209,12.6094,797.164637,34372.8,433.024,439.8,3318.0
202209,201.623,14.62,1413.839204,0.0,436.76,477.5,1930.5
202209,41.71,13.9,1173.365722,0.0,438.39,463.1,2305.5
202209,214.789,14.9199,1382.909891,0.0,442.437,525.0,2244.0
202209,144.559,14.779,1244.103417,0.0,442.037,524.6,2230.4
202209,150.726,13.713,1522.825809,0.0,423.128,416.8,1633.3
202209,125.154,15.7366,1372.177354,0.0,438.9,496.2,2094.4
202209,58.391,15.5692,1411.993936,0.0,435.157,460.2,1842.4
202209,65.661,15.588,1707.082353,25096.98,435.712,471.3,1897.2
202209,54.544,15.0178,1567.323696,17989.2,435.37,474.0,1851.5
202209,370.351,15.56,1462.259137,0.0,436.344,482.0,2176.6
202209,151.032,15.771,1403.542983,0.0,385.298,450.2,1877.5
202209,345.586,14.8287,1854.230297,0.0,437.45,487.4,2051.4
202209,52.644,12.9839,1653.097873,0.0,437.719,491.0,2047.9
202209,44.316,13.6836,1467.7833,0.0,437.081,488.5,2033.4
202209,349.549,15.2363,1528.773849,50598.0,441.164,480.3,2012.7
202209,11.145,12.467,946.453788,3024.0,435.547,470.7,1852.5
202209,75.588,14.07,1411.819199,0.0,414.419,376.3,1523.4
202209,44.73,15.604,1388.999614,0.0,442.048,524.6,2240.6
202209,411.668,14.1797,1502.52252,0.0,424.56,429.8,1697.5
202209,245.59,14.3868,1295.199115,0.0,442.101,472.3,1914.2
202209,0.0,13.420150826067003,1318.7037628891694,8031.6,413.49,426.1,1259.6
202209,44.424,14.7772,742.975608,30254.4,418.128,424.2,3240.9
202209,236.266,14.9288,1237.225715,151761.96,431.876,451.4,1843.1
202209,305.473,14.8204,1476.501634,143524.8,435.394,464.0,1842.6
202209,110.394,14.61,1712.85618,0.0,414.703,375.9,1525.3
202209,349.95,14.1549,991.544561,0.0,432.128,458.3,1910.2
202209,109.475,13.420150826067003,1318.7037628891694,2427.0,419.145,416.1,1059.7
202209,155.798,13.7614,1118.659498,0.0,433.664,466.4,2570.3
202209,251.985,14.557,1271.965208,0.0,442.278,473.9,1931.7
202209,149.479,14.8098,1388.309542,0.0,435.455,466.9,1878.2
202209,156.771,14.95,1498.435414,0.0,414.658,373.4,1525.0
202209,175.209,13.97,1366.814115,0.0,420.545,420.6,1729.7
202209,264.969,14.19,1443.929392,0.0,420.676,420.7,1738.8
202209,23.516,12.945,1446.72271,0.0,415.514,473.2,1933.1
202209,81.417,13.1802,1741.615415,0.0,415.588,473.4,1929.6
202209,199.541,13.8585,1067.270496,0.0,434.256,465.1,2555.1
202209,142.536,13.696,1509.480254,0.0,442.679,472.3,1933.8
202209,139.303,15.4902,1307.625951,0.0,436.033,469.0,1895.0
202209,28.85,13.261,1470.45848,0.0,436.211,477.6,2011.0
202209,109.475,13.420150826067003,1318.7037628891694,9111.6,415.053,376.4,846.4
202209,280.119,14.46,1441.188594,0.0,420.671,419.0,1730.5
202209,149.244,14.2149,1603.00137,0.0,442.725,509.0,2113.2
202209,60.865,13.6252,1385.776828,0.0,435.409,455.5,1858.9
202209,533.709,14.8388,1576.580132,189680.4,435.752,463.3,1860.9
202209,69.888,15.7515,1189.047276,0.0,443.091,506.0,2094.9
202209,115.631,13.86,551.149789,0.0,425.764,425.6,3097.6
202209,57.47,13.4567,1721.412005,0.0,437.424,471.3,1937.0
202209,151.794,15.1311,1481.795158,0.0,442.686,503.6,2072.0
202209,32.839,14.781,1467.531032,0.0,443.094,509.1,2115.6
202209,253.576,13.5557,1379.64661,0.0,437.985,483.2,1960.8
202209,200.985,13.33,1717.154124,0.0,416.318,381.5,1585.6
202209,71.565,13.58,1531.858749,0.0,420.928,419.0,1741.5
202209,225.046,14.0614,1406.466039,0.0,416.527,473.2,1955.6
202209,28.862,14.454,1384.012057,0.0,431.37,428.2,1747.7
202209,83.902,13.9345,1617.717553,0.0,442.922,509.1,2120.9
202209,64.584,14.6433,1326.027219,0.0,442.458,470.6,1918.4
202209,14.727,14.46,1219.145189,15125.4,437.26,407.6,1685.5
202209,101.683,13.17,1461.021288,0.0,416.794,382.4,1596.4
202209,230.207,13.7831,1397.333885,0.0,427.947,447.5,1775.4
202209,348.058,14.1779,1118.875272,0.0,435.4,471.9,2562.9
202209,267.843,13.9489,1145.399242,0.0,433.283,452.3,1867.7
202209,245.016,14.1743,1408.260667,0.0,429.421,464.9,2151.6
202209,428.153,15.4754,1637.418244,94986.0,436.649,465.2,1905.2
202209,362.15,13.1364,2001.774014,28461.6,419.473,399.4,1676.2
202209,60.859,14.352,1291.042736,0.0,442.105,480.5,2113.2
202209,202.286,14.0049,1681.386644,0.0,437.515,478.2,2039.2
202209,99.034,12.1048,1402.133664,0.0,442.787,504.0,2085.2
202210,285.346,14.2025,1376.364863,51264.0,436.899,477.2,2069.9
202210,113.608,15.0259,1342.998379,0.0,437.805,477.4,1940.1
202210,76.448,13.88,1487.197046,0.0,417.918,387.7,1618.5
202210,234.636,13.82,1414.855173,0.0,419.885,402.8,1687.0
202210,64.16,14.652,1683.164296,0.0,409.827,390.3,1582.7
202210,181.983,13.45,1542.096458,0.0,417.702,385.1,1617.9
202210,76.333,13.5069,1473.310407,0.0,441.962,480.2,2073.5
202210,181.87,13.8212,1457.535173,0.0,442.709,480.5,2131.7
202210,128.15,14.5,1448.995812,0.0,420.514,402.8,1699.3
202210,178.877,15.1585,1798.029761,9720.0,437.496,476.9,2078.8
202210,106.148,13.8396,1277.60037,117664.8,419.437,404.2,1726.2
202210,165.857,14.8729,1345.027876,0.0,417.491,381.9,1654.3
202210,146.328,14.6278,1233.570139,0.0,387.468,446.8,1954.8
202210,141.402,14.8401,1532.971754,0.0,419.437,404.2,1726.2
202210,69.024,14.8801,1106.368188,15760.8,444.069,489.0,2406.9
202210,100.3,14.316,1481.44823,31824.0,414.396,434.2,2026.7
202210,45.25,15.2111,1213.417158,18446.4,428.083,438.8,1792.3
202210,236.182,15.9053,1624.816884,0.0,429.54,455.8,1858.5
202210,111.95,14.365,1159.206609,0.0,442.266,482.8,2107.1
202210,261.023,13.99,1534.969443,0.0,417.749,379.1,1618.4
202210,10.125,14.12,1279.317389,0.0,422.075,419.0,1765.5
202210,142.67,14.221,1598.495863,0.0,420.968,408.1,1759.7
202210,334.903,13.2967,1473.12398,0.0,430.228,465.7,2174.3
202210,251.488,14.8151,1429.340064,79430.4,412.342,410.6,1790.6
202210,57.769,14.8638,884.473859,39762.0,422.49,426.6,2015.7
202210,357.633,14.9592,1663.489744,108093.6,428.14,435.7,1796.1
202210,190.602,13.9052,925.938325,99673.2,445.211,419.6,2472.2
202210,104.879,14.8077,1644.671438,0.0,421.248,408.1,1765.3
202210,187.3,15.0014,1542.004277,0.0,439.59,454.8,1960.4
202210,10.115,12.2909,1714.345478,19231.2,443.597,483.8,1306.8
202210,50.485,14.5732,1342.864827,38111.4,438.205,407.6,1734.2
202210,79.35,13.86,1319.326281,0.0,417.609,376.7,1618.1
202210,240.872,14.178,1523.143643,0.0,429.546,458.3,1854.5
202210,153.228,14.43,1395.014908,0.0,420.277,405.3,1743.0
202210,235.497,14.8317,1547.126708,0.0,417.815,378.7,1655.6
202210,250.149,14.3299,1224.659861,0.0,442.615,481.9,2129.2
202210,198.098,14.4054,1383.430634,58899.6,404.812,350.2,1535.4
202210,167.477,15.4758,1520.733397,0.0,425.043,407.3,1706.1
202210,189.565,14.9994,1583.918602,0.0,443.254,490.2,2098.1
202210,107.853,14.871,1068.281686,0.0,413.829,433.4,1870.3
202210,296.972,15.116,1547.433792,141115.14,435.843,445.5,1880.8
202210,265.728,14.6988,1349.85495,0.0,420.549,405.3,1749.0
202210,100.751,14.4464,1329.134554,0.0,425.654,409.5,1727.8
202210,255.738,15.1256,1715.48586,0.0,430.085,461.6,1871.4
202210,85.589,15.0153,1128.157269,0.0,423.315,431.7,2051.9
202210,81.691,15.0024,1420.02452,0.0,413.125,427.7,1856.7
202210,42.995,14.2481,1195.165826,0.0,412.873,421.9,1842.8
202210,304.403,15.1406,1527.362324,0.0,421.361,408.1,1778.6
202210,274.238,14.2021,1774.075662,0.0,441.351,433.9,1891.4
202210,103.897,15.441,1152.153704,0.0,413.348,427.7,1862.4
202210,273.174,14.8045,1858.128998,0.0,439.455,475.4,2036.4
202210,0.0,13.420150826067003,1318.7037628891694,10303.5,432.42,428.9,1615.3
202210,417.178,14.6588,1578.1487,0.0,439.406,445.0,1960.0
202210,18.75,12.594,1170.650583,0.0,415.992,454.6,1959.8
202210,21.569,13.861,1464.698262,0.0,415.791,454.7,1963.7
202210,110.633,14.5007,1720.286655,0.0,439.433,479.4,2069.9
202210,87.662,13.401,1807.486085,0.0,438.908,471.3,2020.1
