Período,Ton.Azucar,%ATR,KATRHM,M3 Riego,Radiacion Solar Ciclo,Evaporacion 0-3,Evaporacion Ciclo
202204,645.415,14.3976,1429.774394,281274.34,435.409,420.9,2074.9
202204,282.794,12.47,1633.565662,104191.2,441.3,445.7,1765.6
202204,74.101,12.8582,1289.755448,102056.4,445.652,422.1,1972.2
202204,108.961,13.1068,1392.408345,86738.1,447.813,442.7,1834.8
202204,239.07,13.5924,1366.031012,0.0,436.133,410.0,1829.8
202204,192.205,14.3351,1666.968148,0.0,450.867,506.9,1958.0
202204,112.652,12.2124,1220.367405,96586.5,425.791,475.6,3001.8
202204,168.41,13.3529,1116.042137,0.0,441.154,446.5,1804.1
202204,336.802,13.4587,1667.249386,379548.12,447.996,433.6,1904.3
202204,86.507,13.7311,1193.461184,38952.0,430.574,424.4,2008.8
202204,155.055,12.6198,1431.654752,0.0,447.267,456.1,2208.1
202204,376.101,13.5407,1589.762286,0.0,435.849,406.2,1850.7
202204,168.551,13.475,1318.202276,0.0,435.75,419.4,2075.8
202204,344.958,12.984,1482.97731,0.0,450.513,496.0,2048.6
202204,328.846,13.8543,1331.371456,0.0,446.27,432.3,2217.5
202204,132.606,12.2466,1610.047732,0.0,450.683,486.9,2106.7
202204,241.23,13.0613,1871.286429,106650.0,425.191,404.5,1811.2
202204,107.743,14.2534,1115.449184,77346.0,428.256,406.4,1903.7
202204,113.56,12.4152,1475.106952,0.0,447.264,434.9,1843.7
202204,499.166,13.7763,1345.65589,0.0,423.824,450.4,2231.2
202204,187.705,13.0735,1553.77938,0.0,427.526,404.3,1644.8
202204,80.615,12.818,1415.034792,0.0,450.527,493.5,2047.7
202204,56.506,13.3849,1077.152171,38185.2,428.466,408.2,1914.1
202204,60.408,12.0161,1042.896544,0.0,447.384,434.9,1848.9
202204,219.938,12.6783,1388.556312,0.0,436.45,406.9,1834.8
202204,150.236,13.8313,1452.601567,0.0,426.89,402.2,1655.9
202204,95.42,13.0266,1702.803186,0.0,450.434,495.1,2047.3
202204,212.629,12.5531,1721.48765,0.0,436.534,410.0,1849.2
202204,389.51,12.672,1686.237752,193691.1,424.074,401.1,1666.7
202204,54.041,13.342,1527.512686,34174.8,447.497,432.0,1971.0
202204,151.914,13.0052,1194.722099,107802.0,428.4,408.2,1917.7
202204,163.033,13.3423,1221.739954,0.0,427.346,408.9,1634.2
202204,159.661,13.1753,1642.4377,122890.68,448.382,435.8,1965.4
202204,87.427,12.7392,1193.342989,0.0,447.219,434.9,1857.4
202204,173.231,13.1141,1122.43541,0.0,413.502,395.7,1784.2
202204,302.464,13.2614,1515.185489,187101.0,450.879,512.9,2669.6
202204,476.505,12.5497,1433.75418,189310.62,413.222,392.0,1694.4
202204,109.223,12.7434,1035.396288,0.0,413.244,393.8,1782.7
202204,89.776,11.888,1128.209033,0.0,414.361,396.8,1778.7
202204,158.772,14.4733,1495.163461,0.0,435.423,409.4,2026.1
202204,169.177,13.9995,1277.613444,0.0,435.827,409.8,2017.6
202204,88.747,12.568,1337.572255,0.0,448.913,452.7,1840.7
202204,207.467,12.8526,1205.772679,0.0,448.913,452.7,1840.7
202204,45.987,13.135,1599.378333,0.0,450.793,496.0,2054.0
202204,135.015,12.6985,1660.537164,0.0,450.894,495.1,2064.7
202204,129.739,13.0584,1169.200282,0.0,451.101,501.6,2026.8
202204,61.446,13.2259,1169.023112,0.0,451.093,495.1,2070.9
202204,63.086,13.045,1321.731885,0.0,415.937,410.2,2073.6
202204,60.949,13.185,1082.497576,0.0,416.263,411.8,2066.8
202204,44.62,12.1018,1034.254359,0.0,448.563,433.6,1941.2
202204,246.047,12.6197,1714.588222,0.0,451.737,494.8,2111.1
202204,70.448,13.656,1590.327561,0.0,451.029,499.2,2031.7
202204,287.778,13.6452,1489.962031,162278.04,444.98,417.0,2050.0
202204,136.198,13.8301,1205.686519,0.0,450.994,493.2,2107.1
202204,115.395,13.7599,1466.003298,0.0,428.69,433.2,2039.0
202204,48.631,13.306,1430.258089,0.0,427.436,407.0,1660.8
202204,72.32,12.0851,1377.227706,0.0,427.436,407.0,1660.8
202204,184.267,14.1856,1305.888425,133956.0,435.504,433.2,2211.1
202204,467.852,12.8779,1329.970307,237274.38,412.397,392.4,1696.0
202204,308.539,13.9176,1339.79208,0.0,434.595,436.4,2301.5
202204,143.161,13.1721,1057.253461,0.0,449.995,505.0,2588.7
202204,82.126,12.8884,1478.58369,0.0,427.204,407.0,1664.2
202204,128.804,13.2876,1473.887751,0.0,427.248,407.4,1629.2
202204,6.916,12.325,1158.649269,0.0,427.474,409.2,1643.7
202204,118.706,12.8816,936.203324,0.0,400.149,460.8,2210.7
202204,203.583,12.655,1127.706367,0.0,448.497,438.4,1987.1
202204,284.915,13.0663,1514.266955,140112.0,450.995,495.3,2087.4
202204,103.809,13.1159,1032.443282,45360.0,422.266,420.7,1904.6
202204,159.489,13.6759,1710.404662,39237.18,414.582,396.6,1948.2
202204,89.426,13.0424,884.647872,68778.0,436.479,410.3,1830.6
202204,206.732,12.4959,1567.725422,0.0,422.708,446.8,1770.9
202204,105.758,13.1773,1321.236862,0.0,435.098,438.5,2319.0
202204,185.706,13.7866,1402.346695,0.0,447.012,456.2,2434.7
202204,130.851,13.422,1405.280093,0.0,427.746,410.1,1645.6
202204,145.717,13.0101,1425.729412,0.0,451.312,506.6,2010.7
202204,113.633,13.4105,1143.117699,0.0,386.395,347.4,1688.6
202204,111.655,12.8207,1346.966599,0.0,451.339,512.4,2470.2
202204,55.706,13.57,1340.192307,0.0,426.675,402.2,1694.7
202204,282.409,12.5817,1084.724191,0.0,422.921,429.7,2196.7
202204,208.046,12.9407,1195.893464,0.0,450.295,501.7,2407.4
202204,187.874,13.5058,1553.323586,0.0,427.394,409.5,1657.2
202204,94.952,14.203,976.628772,0.0,393.699,410.9,1719.5
202204,239.813,14.1458,1309.64908,0.0,451.074,498.6,2069.9
202204,507.841,12.874,1692.885933,0.0,450.697,496.0,2106.8
202204,25.89,14.2271,1611.022171,10990.26,445.437,423.0,1995.4
202204,122.903,13.6425,1459.245882,66245.16,445.437,423.0,1995.4
202204,84.544,14.0689,1506.706059,77004.0,435.746,409.8,2081.4
202204,62.132,14.279,1755.627442,55404.0,436.651,406.9,1880.5
202204,54.034,15.171,1397.910478,0.0,426.896,403.5,1704.6
202204,98.426,13.7991,1739.825012,0.0,427.343,404.3,1692.4
202204,202.453,13.204,1475.982449,0.0,427.343,404.3,1692.4
202204,284.933,13.9165,1526.250078,131490.0,415.038,395.9,1881.7
202204,56.028,13.77,1511.005703,0.0,415.038,395.9,1881.7
202204,278.462,13.6193,1283.909436,0.0,446.464,454.1,2441.7
202204,44.119,11.8764,1283.2596,31503.6,450.707,493.2,2142.9
202204,219.99,14.7765,1209.092755,143235.0,447.57,432.6,2002.5
202204,194.943,13.3709,1577.066664,0.0,427.247,409.6,1673.7
202204,176.505,13.420150826067003,1318.7037628891694,206398.08,436.759,411.1,1880.6
202204,141.707,12.9513,1713.827777,141282.0,436.604,408.9,1884.2
202204,157.49,12.9127,1381.427028,129013.2,450.632,491.6,2158.8
202204,234.286,12.6455,1178.866633,0.0,436.015,409.3,1845.5
202204,158.609,13.0424,1587.320192,129762.0,436.542,410.4,1879.4
202204,97.095,11.9107,1139.149201,0.0,386.666,350.7,1821.6
202204,91.255,12.8132,1518.439571,0.0,435.895,410.8,1845.5
202204,22.917,13.113,1011.660088,26316.0,434.952,447.8,2427.2
202204,665.485,12.9775,1687.06398,644450.4,436.529,411.2,1864.9
202204,95.201,13.08,1293.28326,57567.0,436.529,411.2,1864.9
202204,110.961,12.6737,1485.93629,81165.6,428.191,416.3,1649.2
202204,57.774,12.7553,847.937875,0.0,386.474,349.0,1828.0
202204,4.356,12.5562,1110.583077,0.0,427.354,407.4,1665.2
202204,114.631,13.6878,1531.604496,108684.0,436.173,408.4,1876.7
202204,0.0,13.420150826067003,1318.7037628891694,185103.0,421.74,468.9,1365.3
202204,104.975,13.6157,1504.123967,95436.0,436.57,410.3,1865.7
202204,28.262,13.0762,824.388268,26694.0,436.92,416.9,2140.5
202204,14.906,12.708,1686.385945,0.0,436.026,464.5,1247.4
202204,211.239,13.6201,1406.474093,0.0,450.797,506.9,2067.0
202204,273.358,13.9212,1452.142037,0.0,449.466,490.0,2243.6
202204,233.646,12.7165,1466.276631,0.0,441.082,447.8,1886.5
202204,64.893,12.9923,1182.073242,33941.98,419.464,475.6,2801.4
202204,62.857,13.3935,1331.266346,0.0,427.427,403.5,1737.8
202204,60.335,12.719,1604.723979,0.0,427.427,403.5,1737.8
202204,0.173,12.565,1523.030303,0.0,410.627,435.1,1144.8
202204,88.335,12.9367,1938.79623,0.0,450.258,496.4,2331.9
202204,438.862,13.5179,1541.894456,399726.0,437.261,411.4,1896.6
202204,211.672,13.0557,1584.410383,152285.88,450.451,508.4,1987.3
202204,45.948,12.474,1416.833746,0.0,421.771,428.5,2220.0
202204,217.8,13.874,1511.936475,0.0,449.258,490.0,2253.3
202204,142.193,13.3151,1593.867395,0.0,436.411,410.4,1862.9
202204,196.561,12.388,1218.013787,0.0,441.072,447.9,1886.6
202204,23.762,13.9519,1326.078654,0.0,450.897,506.9,2072.5
202204,110.248,13.5301,1490.843747,74433.6,436.964,411.2,1885.8
202204,142.353,12.86,1397.204868,94888.8,450.612,499.2,2109.4
202204,44.892,13.4698,1361.590761,0.0,427.371,401.2,1750.4
202204,367.128,13.4358,1207.387232,0.0,436.563,419.4,2207.8
202204,131.82,12.3798,1126.400948,0.0,441.152,447.6,1886.9
202204,371.616,12.7093,1546.504499,413982.0,436.607,408.4,1897.6
202204,127.345,13.3241,1341.501524,0.0,429.898,411.5,2034.3
202204,252.901,13.5803,1168.543115,0.0,442.684,449.4,2252.0
202204,219.947,13.644,1317.758259,0.0,437.39,411.1,1920.0
202204,51.458,14.5601,1080.071064,34088.4,422.132,427.7,2597.5
202204,311.258,13.7244,1180.514748,0.0,435.906,419.7,2218.5
202204,0.0,13.420150826067003,1318.7037628891694,0.0,421.93,455.1,1180.8
202204,33.035,10.34,912.090821,12798.0,385.469,339.6,1960.3
202204,325.809,13.1922,1521.628667,153658.8,436.636,429.0,1766.0
202204,163.569,12.3431,1466.687691,0.0,427.5,410.1,1692.5
202204,82.11,11.165,1538.948584,0.0,436.806,438.4,1655.4
202204,167.7,12.3621,1350.286108,181692.6,428.349,406.6,1895.3
202205,54.924,13.7,1226.086521,31642.2,435.665,427.7,2255.7
202204,45.417,13.121,1509.774684,10350.0,385.336,339.4,1958.7
202205,115.216,13.181,1296.15028,60925.5,447.736,438.4,1848.0
202204,49.395,14.5571,1362.414672,0.0,427.837,411.4,1693.9
202204,215.892,12.5635,1373.478017,0.0,436.643,436.9,1663.8
202204,89.956,13.420150826067003,1318.7037628891694,0.0,434.804,433.0,2358.5
202204,76.339,13.420150826067003,1318.7037628891694,0.0,434.719,432.6,2363.1
202205,37.244,12.6883,731.22459,0.0,386.256,345.4,1779.7
202205,29.64,13.2508,1701.190927,26055.3,428.178,415.4,1692.3
202205,97.766,13.1258,1461.977895,79996.68,427.802,406.3,1862.1
202205,64.846,14.2406,1576.143326,34259.4,436.509,406.9,1941.8
202205,72.566,13.2794,783.789849,53118.6,422.591,420.5,1881.1
202205,166.598,13.1117,1299.477149,79914.6,446.226,434.6,1948.5
202205,226.142,13.5833,1584.934026,139712.16,450.456,512.2,2029.8
202205,13.829,12.9168,814.880137,57704.4,447.805,474.4,2888.9
202205,92.888,13.6728,1455.295697,0.0,434.979,405.4,1985.0
202205,88.771,13.2148,1161.674271,85932.54,428.476,415.4,1698.4
202205,63.884,13.602,1385.363687,49719.48,427.872,410.1,1707.7
202205,133.777,13.8306,1275.855592,75645.72,447.621,441.6,1872.5
202205,66.958,10.9823,1373.258182,86385.6,436.381,410.8,1898.4
202205,365.344,13.1026,1703.587142,0.0,450.874,493.2,2212.4
202205,15.199,10.4142,689.652256,0.0,386.915,348.7,1714.4
202205,14.011,12.944,764.620032,0.0,387.032,346.0,1707.0
202205,0.0,13.420150826067003,1318.7037628891694,7231.8,422.783,450.6,1193.7
202205,297.14,12.9315,1232.60981,0.0,451.261,493.2,2220.1
202205,153.027,13.784,1529.902973,0.0,436.186,405.9,2011.1
202205,29.894,12.243,1233.895962,0.0,438.613,434.2,1821.8
